Industry_name,Number_of_firms,_Dividends_,_Net_Income_,Payout,Dividends_Buybacks,Cash_Return_as_of_Net_Income,Dividends_Buybacks_Stock_Issuances,FCFE_before_debt_cash_flows_,FCFE_after_debt_cash_flows_,Net_Cash_Returned_FCFE_pre_debt_,Net_Cash_Returned_FCFE_post_debt_,Net_Cash_Returned_Net_Income,Cash_Firm_Value
Hospitals/Healthcare Facilities,32,53.12,547.9340000000002,0.096945982545343,53.549,0.0977289235564867,-86.73300000000003,225.1140000000003,113.02900000000028,-0.3852847890402193,-0.7673517415884403,-0.15829096205017393,0.019793823706977267
Hotel/Gaming,60,43.38070000000001,377.87699999999995,0.11480111253132638,43.08200000000001,0.11401064367505832,-204.90799999999996,305.07,178.93299999999977,-0.6716753531976266,-1.1451660677460291,-0.542261106127126,0.035809264649443964
Household Products,37,1412.745,2130.7,0.6630426620359506,1459.8349999999998,0.685143380109823,1457.7139999999997,2231.352,2437.305,0.6532873343156973,0.5980843595692783,0.6841479326043084,0.009889305679497187
Information Services,20,58.482,231.44600000000003,0.25268097093922554,106.471,0.46002523266766326,86.724,186.4650000000001,188.96900000000014,0.46509532620062727,0.45893241748646574,0.3747051147999965,0.03194880663452423
Insurance (Life),7,204.1661,5805.900000000001,0.03516528014605832,155.35500000000002,0.026758125355242083,142.00500000000002,5780.81,5491.43,0.024564896614834256,0.025859384531897886,0.024458740246990133,0.04493569857169463
Insurance (Prop/Cas.),2,108.5416,325.5,0.33346113671274963,46.6,0.14316436251920123,43.49,302.49999999999994,302.49999999999994,0.14376859504132236,0.14376859504132236,0.13360983102918586,0.10707636634649983
Investments & Asset Management,102,450.74460000000005,2411.7929999999997,0.18689190987783783,450.615,0.18683817392288646,408.052,2170.243,2209.357,0.18802134138895968,0.1846926503955676,0.16919030779175495,0.024663152798501908
Machinery,161,179.72700000000003,1226.35,0.1465544094263465,206.26000000000005,0.1681901577852979,146.01600000000005,640.2849999999997,812.2129999999997,0.22804844717586717,0.17977550223894484,0.11906551963142664,0.0230170698523422
Metals & Mining,42,6427.5,2950.706,2.1782922459912983,6440.6,2.1827318614595965,6438.910000000001,1803.6090000000002,4287.281000000002,3.570014343463578,1.5018633021721688,2.182159117173992,0.036687268104850596
Office Equipment & Services,17,2.404,42.480000000000004,0.05659133709981167,2.404,0.05659133709981167,-0.5669999999999997,4.914999999999992,4.416999999999993,-0.11536113936927785,-0.12836767036450095,-0.013347457627118637,0.00864085256698832
Oil/Gas Distribution,11,189.99,1066.289,0.17817871140000507,158.78199999999998,0.1489108487473846,158.78199999999998,1187.439,954.3070000000002,0.1337180267786387,0.16638461207976044,0.1489108487473846,0.17662787708014974
Paper/Forest Products,49,48.76599999999999,624.2390000000001,0.07812071978841434,60.16599999999999,0.09638295588708808,49.93499999999999,271.1360000000001,282.121,0.18416956803965528,0.17699852191081128,0.07999339996379588,0.023785014329794473
Power,32,3389.4065,9312.097,0.3639788653404276,3265.88,0.3507137006841746,2709.826,7083.193999999999,5267.906000000003,0.3825711959887024,0.5144028765889138,0.2910006199462914,0.026239378533281253
Publishing & Newspapers,22,24.573,117.14899999999999,0.20975851266336037,68.35300000000001,0.5834706228819709,56.42600000000001,140.54499999999996,36.23699999999974,0.4014799530399518,1.5571377321522315,0.4816601080675039,0.038097988567795026
R.E.I.T.,4,609.66,98.59,6.183791459580078,476.8,4.836190282990161,199.3,365.613,741.9129999999998,0.5451119079463805,0.2686298797837483,2.021503195050208,0.013742823147992876
Real Estate (General/Diversified),17,146.15,302.543,0.4830718278062953,146.15,0.4830718278062953,143.239,198.43099999999998,82.976,0.7218579758203104,1.7262702468183573,0.47345005503349935,0.020684774095355987
Real Estate (Operations & Services),32,33.6,78.13600000000002,0.43001945326098073,33.6,0.43001945326098073,28.536,85.31300000000003,86.58900000000003,0.33448595173068574,0.32955687212001517,0.36520937851950436,0.019709337211067778
Recreation,12,2.625,67.85199999999999,0.03868714260449214,2.625,0.03868714260449214,2.127,64.694,54.191,0.03287785575169258,0.03925005997305825,0.03134763897895419,0.024492501308229764
Reinsurance,1,152,797.8,0.1905239408373026,152,0.1905239408373026,152,783.5999999999999,783.5999999999999,0.1939765186319551,0.1939765186319551,0.1905239408373026,0.4336968259037885
Shipbuilding & Marine,23,43.012,957.7049999999999,0.04491153330096429,45.252,0.04725045812645857,-300.21099999999996,143.27800000000013,559.3069999999998,-2.0953042337274366,-0.536755306119895,-0.3134691789225283,0.03357650574260382
Shoe,12,29.012999999999998,74.28500000000001,0.3905633708016422,29.012999999999998,0.3905633708016422,25.810999999999996,86.90200000000002,47.47600000000002,0.29701272697981623,0.5436641671581427,0.34745911018375164,0.010563114561223788
Software (Entertainment),5,30.84,40.30199999999999,0.7652225695995237,30.84,0.7652225695995237,-32.574,55.010999999999996,45.535999999999994,-0.5921361182308993,-0.7153460997891778,-0.808247729641209,0.009977556029729133
Software (Internet),6,0.057,2.493,0.022864019253910954,0.057,0.022864019253910954,-0.649,2.109000000000001,2.9510000000000005,-0.3077287814129918,-0.21992544900033884,-0.2603289209787405,0.03283282158815747
Software (System & Application),73,343.746,581.0110000000002,0.5916342375617671,397.094,0.6834534974380861,342.18899999999996,485.5970000000002,479.44100000000026,0.704676923457105,0.7137249421722376,0.5889544259919345,0.042736629439639955
Steel,168,1276.0875999999998,4257.646000000001,0.29971669791241445,1317.3429999999998,0.3094064184763129,1036.1339999999998,2103.5029999999983,1187.6059999999998,0.4925754800444785,0.8724560165576799,0.24335841918280657,0.03942779278925705
Tobacco,6,2373.1000000000004,2563.935,0.925569485965908,2373.1000000000004,0.925569485965908,2157.8,2118.6910000000003,2106.351,1.0184590390953658,1.0244256536541156,0.8415969983638432,0.009066954010596782
Transportation (Railroads),1,88,142.8,0.6162464985994397,88,0.6162464985994397,88,98.28000000000003,82.18000000000004,0.8954008954008952,1.0708201508882935,0.6162464985994397,0.06342537639782596
Total Market,4446,50642.98266000001,163984.70099999977,0.30882748421756784,55813.32899999998,0.3403569275648468,43366.491999999984,124048.2989999998,190063.91399999885,0.3495936046652285,0.22816794144310973,0.2644544993255197,0.05947417749538792
Total Market (without financials),3850,42040.13691000001,103849.20099999975,0.4048190694312622,46998.448999999986,0.4525643774572719,39416.18099999999,67149.80999999978,52553.095999998826,0.5869887197000278,0.7500258595611735,0.3795520872616062,0.029636173370368654
