Industry_name,Number_of_firms,Total_Taxable_Income,Total_Taxes_Paid_Accrual_,Total_Cash_Taxes_Paid,Cash_Taxes_Accrual_Taxes,Average_across_all_companies,Average_across_only_money_making_companies,Aggregate_tax_rate,Average_across_only_money_making_companies,Aggregate_tax_rate
Healthcare Products,11,42.76,10.334999999999997,9.084000000000001,0.8789550072568945,0.22721979601485032,0.24169784845650136,0.24483224019131952,0.21244153414405992,0.21509246323964676
Healthcare Support Services,37,125.95800000000001,33.415,30.921,0.9253628609905731,0.16748538097381577,0.2652868416456279,0.3013366895234787,0.24548659076835133,0.2683881607499349
Heathcare Information and Technology,14,348.84799999999996,106.23600000000002,80.14900000000002,0.7544429383636432,0.1520300587480424,0.30453377975507967,0.3290730863753708,0.22975335962940888,0.248390785718049
Hospitals/Healthcare Facilities,32,757.641,194.493,157.734,0.8110009100584598,0.22823490909526875,0.25670865225086814,0.26019656475401576,0.20819095059533474,0.20898453026376457
Hotel/Gaming,60,575.603,128.35300000000004,88.90100000000001,0.692628921801594,0.14940781894384988,0.22298876135113968,0.235628432761231,0.1544484653485128,0.17321087261058396
Household Products,37,2846.7669999999994,701.2070000000001,254.765,0.36332352643370636,0.19019461011075678,0.24631696236467554,0.2482304222315793,0.08949274738677244,0.08991802147528875
Information Services,20,344.188,83.07,66.71900000000001,0.8031660045744554,0.23380509460690185,0.24135065719897264,0.24135065719897264,0.19384464304391788,0.19384464304391788
Insurance (Life),7,5994.499999999999,238.24000000000004,1472.71,6.181623572867696,0.09753900408597824,0.039743097839686395,0.027615314037868054,0.24567687046459258,0.24567687046459258
Insurance (Prop/Cas.),2,414.2,88.9,94.6,1.0641169853768278,0.19940355445857913,0.21463061323032354,0.21463061323032354,0.22839208112023177,0.22839208112023177
Investments & Asset Management,102,2438.1389999999997,384.94300000000004,280.4650000000001,0.7285883884107519,0.13017004131850357,0.15788394345031193,0.15563089162290328,0.11503240791439706,0.11524980070185821
Machinery,161,1711.5169999999991,433.3389999999997,368.68000000000006,0.8507888742993368,0.1918851708505093,0.25319000629266314,0.26740154524317,0.21541124043757687,0.22323677581864
Metals & Mining,42,5568.589,2201.7479999999996,1202.672,0.5462350823073304,0.18330685254117438,0.39538705406342606,0.39585029648442627,0.21597428001958846,0.21617066862225962
Office Equipment & Services,17,58.76599999999999,15.09,15.241999999999999,1.0100728959575878,0.15985527496174542,0.25678113194704427,0.25882373078634757,0.25936766157301844,0.2608948683715039
Oil/Gas (Integrated),1,8128.3,1953.4,1787.1,0.9148663868127367,0.24032085429917696,0.24032085429917696,0.24032085429917696,0.21986147164843817,0.21986147164843817
Oil/Gas (Production and Exploration),8,1094.834,264.56600000000003,347.00100000000003,1.311585766878586,0.12025435197395146,0.24164941899867926,0.2849986092950244,0.3169439385331475,0.36979005150403943
Oil/Gas Distribution,11,1241.7559999999999,163.10899999999998,183.13,1.1227461390849065,0.10164692168245261,0.1313535026204826,0.13088853328160863,0.147476637922426,0.14800536643713832
Oilfield Svcs/Equip.,23,26227.541,5907.3330000000005,1941.2029999999997,0.3286090355834011,0.2089970410286667,0.22523396303145615,0.225253244914724,0.07401391537239423,0.07404252449527139
Packaging & Container,86,305.66300000000007,60.698,90.998,1.4991927246367263,0.15685462062597802,0.19857817269345648,0.28873809633344066,0.29770695177368534,0.4186318259189399
Paper/Forest Products,49,890.1200000000001,224.51299999999998,166.88999999999996,0.7433422563504116,0.1641268991503686,0.25222778951152647,0.25275683765106166,0.1874915741697748,0.18978596909794515
Power,32,12032.210000000001,2285.7319999999995,1851.927,0.810211783358679,0.18284369811181447,0.18996776153341732,0.14571525575944752,0.15391411885264633,0.16356880573990154
Publishing & Newspapers,22,174.756,43.596999999999994,38.543,0.8840745922884603,0.1222335197586328,0.24947355169493463,0.24063609313008977,0.22055322850145345,0.2515073606180831
R.E.I.T.,4,194.36999999999998,66.46999999999998,37.818999999999996,0.5689634421543555,0.25214429597074334,0.3419766424859803,0.3780241048649599,0.19457220764521274,0.3327087182194071
Real Estate (Development),150,1277.483,227.64699999999996,219.65500000000003,0.9648930141842417,0.13688258405699544,0.178199631619364,0.3327777877606272,0.17194357967972962,0.3289174198726588
Real Estate (General/Diversified),17,583.2410000000001,102.49000000000001,80.023,0.7807883695970338,0.13811164815296334,0.1757249576075756,0.2434602261323342,0.1372040031479268,0.19120654885356825
Real Estate (Operations & Services),32,111.09400000000001,26.281,19.61,0.7461664320231346,0.13362150408450796,0.23656543107638572,0.2556939619052999,0.17651718364628152,0.18463595363858054
Reinsurance,1,914.6,116.8,259.6,2.2226027397260277,0.1277061010277717,0.1277061010277717,0.1277061010277717,0.2838399300240543,0.2838399300240543
Retail (Automotive),4,23.97,4.53,5.151,1.1370860927152318,0.15679069855142624,0.18898623279098875,0.1890729997078342,0.2148936170212766,0.21499227847572933
Retail (Building Supply),4,11.716,3.0509999999999997,2.647,0.8675843985578499,0.07105190755685986,0.2604131102765449,0.5665300037271711,0.22593035165585523,0.4932910920611256
Retail (Distributors),253,815.1469999999999,232.89999999999998,192.421,0.8261957921854873,0.11871717586556674,0.28571533723365233,0.2835919449561827,0.23605680938530108,0.24481292430457308
Retail (Grocery and Food),8,386.614,103.792,77.856,0.7501156158470788,0.16997271816155796,0.2684641528759952,0.2684632158368103,0.20137915336744142,0.20139009242278055
Retail (Special Lines),43,390.55099999999993,100.452,117.74700000000003,1.1721717835384067,0.19057280582678862,0.2572058450752911,0.41760999616411093,0.3014894341584071,0.480494095179022
Rubber& Tires,16,949.768,256.84200000000004,185.445,0.7220197631228535,0.18782379051237227,0.27042604088577427,0.270245543307619,0.19525294598259785,0.19591592238794614
Semiconductor,8,6.936,1.592,0.499,0.31344221105527637,0.13614267235197766,0.2295271049596309,0.22322232223222324,0.0719434832756632,0.22457245724572453
Semiconductor Equip,1,6.09,1.84,0.536,0.29130434782608694,0.3021346469622332,0.3021346469622332,0.3021346469622332,0.08801313628899836,0.08801313628899836
Shipbuilding & Marine,23,1241.472,183.07500000000002,174.078,0.950856206472757,0.16733807271884005,0.14746607253325086,0.15171723878683124,0.14021903031240335,0.15289151674202422
Shoe,12,101.077,26.016,27.01,1.0382072570725709,0.17582959409719123,0.25738793197265447,0.25912208914508733,0.2672220188569111,0.26890873430701995
Software (Entertainment),5,75.098,39.93000000000001,37.486,0.9387928875532179,0.2752644087938206,0.5317052384883753,0.5331357075137871,0.49916109616767423,0.5005541534804845
Software (Internet),6,3.408,0.9099999999999999,0.347,0.38131868131868135,0.09836094109265196,0.267018779342723,0.2589712918660287,0.10181924882629108,0.10376794258373205
Software (System & Application),73,968.8279999999996,261.9749999999999,211.534,0.8074587269777653,0.16094247210875315,0.270404034565475,0.31192746207020383,0.2183400975198901,0.2532052548104259
Steel,168,6724.594999999999,1627.8500000000006,1866.0240000000003,1.1463120066345178,0.17255598788028068,0.24207405799159662,0.3532746917227121,0.2774923991705077,0.2889737491012274
Telecom. Equipment,21,113.921,30.463,19.720999999999997,0.6473755047106324,0.14804069381106885,0.2674046049455324,0.5166053959748271,0.17311119108856132,0.4095997673790682
Telecom. Services,14,824.521,197.04999999999998,254.66,1.2923623445825934,0.10790598898689607,0.2389872422897658,2.2382076542425215,0.30885811277093006,2.890316429836112
Tobacco,6,3457.277,858.1389999999999,787.144,0.9172686476200244,0.17708060948133697,0.24821239374224277,0.24821239374224277,0.22767744673047605,0.22767744673047605
Transportation,48,256.04,45.31,75.29100000000001,1.6616861619951446,0.14963682219873262,0.1769645367911264,0.779203217024608,0.29405952194969537,1.3396736712869879
Transportation (Railroads),1,189.2,46.4,50.6,1.0905172413793105,0.2452431289640592,0.2452431289640592,0.2452431289640592,0.2674418604651163,0.2674418604651163
Trucking,12,33.908,7.002,9.803,1.400028563267638,0.19007479888222803,0.20649994101686917,0.21124853855147374,0.2891058157366993,0.30161220847947817
Utility (Water),1,7.82,2.49,7.35,2.951807228915662,0.3184143222506394,0.3184143222506394,0.3184143222506394,0.9398976982097186,0.9398976982097186
Total Market,4446,235838.2900000006,51661.99799999996,61376.971999999834,1.1880487471661447,0.16381051581513606,0.21905687155380849,0.22732639586745057,0.2602502418076373,0.27418766556549723
Total Market (without financials),3850,160203.9470000006,37960.577999999965,42626.21199999983,1.1229073487764036,0.16701986722161594,0.23695157772860506,0.2536079002755009,0.2660746679356138,0.2866944063277809
