Industry_Name,Number_of_firms,Price_Sales,Net_Margin,EV_Sales,Pre_tax_Operating_Margin
Steel,168,1.1986271673830249,0.04147185749046018,1.461824252064233,0.08657558683057932
Telecom (Wireless),3,3.571724019829543,-0.19745236913862677,6.160682529715774,0.17040497758418557
Telecom. Equipment,21,4.081807799475901,0.010903894586584915,4.448463425049956,0.046094930387027215
Telecom. Services,14,2.618182685235094,-0.016164763243877514,4.085477002134396,0.14836885602435843
Tobacco,6,7.927574771064339,0.28186468107533,7.864047083588518,0.33999041152077436
Transportation,48,1.4974435530810086,-0.0030405421640598068,1.791586166262799,0.020845130737877558
Transportation (Railroads),1,6.305261052210442,0.14282856571314265,5.997899579915983,0.14822964592918583
Trucking,12,1.6220977947625612,0.06725660944743768,1.9295075805036963,0.0752224032076181
Utility (Water),1,1.4174093879976233,0.016488413547237075,1.398098633392751,0.12745098039215685
Total Market,4446,2.3580684636462825,0.08813417499677408,2.8791975368646185,0.09770199234070752
Total Market (without financials),3850,2.210898698094238,0.06811705560238066,2.490370305272766,0.11262992702128126
