Industry_Name,Number_of_Firms,CEO_Holding,Corporate_Holdings,Institutional_Holdings,Insider_Holdings
Shoe,12,0.11739099999999998,0.292825,0.17414,0.4711416666666667
Software (Entertainment),5,0.340625,0.386375,0.14920000000000003,0.39632
Software (Internet),6,0.45908,0.17309999999999998,0.04763,0.6243
Software (System & Application),73,0.23828588235294126,0.22135470588235295,0.08837149999999999,0.4450783098591549
Steel,168,0.1393292307692308,0.3643517567567567,0.07783401960784314,0.3587931707317073
Telecom (Wireless),3,0.00017,0.32449999999999996,0.12256666666666666,0.03109
Telecom. Equipment,21,0.16630299999999998,0.3599117647058824,0.09879692307692307,0.278659
Telecom. Services,14,0.08800857142857144,0.3811516666666667,0.15946666666666665,0.17411461538461537
Tobacco,6,0.0017033333333333334,0.49645000000000006,0.18791999999999998,0.131665
Transportation,48,0.19900387096774197,0.3430548387096773,0.14116399999999996,0.4038897872340425
Transportation (Railroads),1,0,0,0.2921,0
Trucking,12,0.176483,0.19096666666666665,0.08418333333333333,0.47236363636363643
Utility (General),0,0,0,0,0
Utility (Water),1,0,0.0354,0.1636,0.315
Total Market,4446,0.18038315987675435,0.3172446702217242,0.10414252581413834,0.3937920696864106
Total Market (without financials),3850,0.1876931787840157,0.3157863716192449,0.1003745366505443,0.4028373931178365
