Industry_Name,Number_of_firms,Book_Debt_to_Capital,Market_Debt_to_Capital_Unadjusted_,Market_D_E_unadjusted_,Market_Debt_to_Capital_adjusted_for_leases_,Market_D_E_adjusted_for_leases_,Interest_Coverage_Ratio,Debt_to_EBITDA,Effective_tax_rate,Institutional_Holdings,Std_dev_in_Stock_Prices,EBITDA_EV,Net_PP_E_Total_Assets,Capital_Spending_Total_Assets
Power,32,0.5338825661594077,0.3025292554761412,0.43375189260829616,0.30253059977133795,0.4337546560066359,2.5850532762067657,4.038340389779201,0.18284369811181447,0.18632035714285713,0.3130009553928686,0.08153060313136919,0.6713786600851543,0.05798158693173288
Precious Metals,1,0.2545045045045045,0.046868519286603065,0.04917319408181027,0.046868519286603065,0.04917319408181027,-21.472222222222225,-39.372822299651574,0,0.0161,0.4616925383845834,-0.002110199296600234,0.11832229580573952,0.00033112582781456954
Publishing & Newspapers,22,0.18122133231931933,0.12397495381576294,0.14151987361065674,0.1239958246210256,0.14154707032918296,3.881970333941461,2.432744679800161,0.1222335197586328,0.061853846153846155,0.3888542826313922,0.05883889992278575,0.1649246464047554,0.016884665468314342
R.E.I.T.,4,0.36504551000166774,0.33211157160082727,0.4972560647544806,0.33211157160082727,0.4972560647544806,2.2819301501602838,5.441580531205025,0.25214429597074334,0.19662500000000002,0.10577529881527599,0.06413349742526801,0.8203507376212795,2.7066290794002178e-05
Real Estate (Development),150,0.48101821116420196,0.1594977435768484,0.18976480117448863,0.15949853978440193,0.1897659282394212,1.1262836987666256,9.005158878972484,0.13688258405699544,0.07795263157894737,0.4276323370609384,0.01920743908021443,0.06205884669610765,0.014873451457830244
Real Estate (General/Diversified),17,0.1893862179546134,0.054310143424034556,0.057429127579599795,0.054321642729214005,0.05744198575717168,2.7027393459370157,3.564189504815014,0.13811164815296334,0.12156874999999999,0.2903085594737977,0.015861905317464446,0.14866337800863774,0.00709041494481232
Real Estate (Operations & Services),32,0.26198727896135077,0.1173746294863575,0.13298352099039654,0.11738513789681362,0.1329970102895119,5.96866828317406,1.928557780322977,0.13362150408450796,0.05990588235294117,0.36464228273898797,0.07158997013761392,0.4395520399622124,0.00850040326451371
Recreation,12,0.1949085171403785,0.05574975251055884,0.05904128980509718,0.055836595116225775,0.05913869869071997,7.823584029712164,1.4028536827951943,0.08991645780833019,0.06803333333333333,0.42796554687516764,0.04491530656286354,0.6680862649494937,0.05259923866236373
Reinsurance,1,0,0,0,0,0,85.57613168724279,0,0.1277061010277717,0.0929,0.2522730228319716,0.22366053444339998,0.0016755470661170872,0.0007276661544279921
Restaurant/Dining,16,0.2694463657082849,0.05221160619041338,0.055087830291476264,0.05221160619041338,0.055087830291476264,-0.34281071561498605,16.177072608716966,0.12909808643329304,0.2645090909090909,0.35149329309790395,0.005775150980202189,0.3053632107668232,0.054832962564269304
Retail (Automotive),4,0.2678881199467938,0.1340652733424749,0.1548214538755845,0.1340652733424749,0.1548214538755845,2.5092223061158445,4.080578898225956,0.15679069855142624,0.15307500000000002,0.3316325757613725,0.03320709895840957,0.1765000089955562,0.02222082291348074
Retail (Building Supply),4,0.27612302774861724,0.11523346825080263,0.1302416672825364,0.11523346825080263,0.1302416672825364,1.7183489420742277,3.377347642775009,0.07105190755685986,0.08156666666666666,0.3602305511752161,0.04062326283188184,0.21776514638877612,0.02374250011278026
Retail (Distributors),253,0.51467335300639,0.14158116810867336,0.16493250479690913,0.14158284071235258,0.16493477463782794,1.9106743703168734,6.308842626065506,0.11871717586556674,0.05988072072072073,0.4095098192832985,0.025271699881881375,0.4095178148021936,0.10600938014017268
Retail (General),11,0.7909845110453076,0.2108610850341615,0.2672040131784523,0.21086302232876428,0.26720712410540776,0.5210156859346564,12.26902614001772,0.12873396378144786,0.12267500000000002,0.39218955174446285,0.017194647678710533,0.36482629600401395,0.03736041530622279
Retail (Grocery and Food),8,0.04110069715732159,0.002860978255032819,0.0028691869364676774,0.002861088396272175,0.0028692977106575877,34.47743918980016,0.21339257745242501,0.16997271816155796,0.0677,0.39589810917128354,0.013881195556498095,0.6410226349442756,0.12713534030846857
Retail (Special Lines),43,0.5553703578637731,0.09801769375283395,0.10866919791437084,0.0980483051110862,0.10870682506246859,1.492650812664961,6.304590951669178,0.19057280582678862,0.10886074074074074,0.3926749969905448,0.01602943596946167,0.27213255140301945,0.035669821084035554
Rubber& Tires,16,0.2858577445137888,0.10544972188266537,0.11788015102358945,0.10544972188266537,0.11788015102358945,5.1149576429520796,1.9604770291246676,0.18782379051237227,0.11106615384615384,0.29353256193213884,0.07191740314465757,0.5683394310982426,0.07873830017487027
Semiconductor,8,0.26041224470543844,0.0392113692374344,0.0408116499112951,0.0392113692374344,0.0408116499112951,1.805852962169879,5.27316141356256,0.13614267235197766,0.020503333333333335,0.5010518370389238,0.013734184522104257,0.29529842091176733,0.09383531091087519
Shipbuilding & Marine,23,0.46446463996693266,0.1751107228337217,0.2122839121333656,0.1751107228337217,0.2122839121333656,3.419856202829693,3.5295808811112486,0.16733807271884005,0.081815,0.4009758861057829,0.05353548380009252,0.530506606983298,0.07453223804041514
