Industry_Name,Number_of_firms,Acc_Rec_Sales,Inventory_Sales,Acc_Pay_Sales,Non_cash_WC_Sales
Retail (Building Supply),4,0.12058599502361246,0.10926894497198668,0.14275461669967332,0.11078217302256299
Retail (Distributors),253,0.11485120321331077,0.07603048091058441,0.21034202053526713,-0.07821924811908061
Retail (General),11,0.012033460134730266,0.3018584424309553,0.269535434786556,0.07585556897209159
Retail (Grocery and Food),8,0.005254261605879027,0.0890583983610229,0.020518615016473566,0.07485579232637696
Retail (Special Lines),43,0.05022279672809782,0.3593258363456761,0.12586658125340372,0.283955136504211
Rubber& Tires,16,0.1198842801043687,0.15275161486997368,0.12089409649947681,0.0845586195721226
Semiconductor,8,0.1780586737100273,0.24167531364965567,0.1712385623997736,0.24403358173757178
Semiconductor Equip,1,0.12886923562855337,0.16045483259633606,0.08717624763108023,0.16620341124447252
Shipbuilding & Marine,23,0.16186144437402905,0.030141969222663687,0.1104127931702008,0.10365848072553593
Shoe,12,0.10119595216191353,0.2548970147455961,0.11555401161562646,0.23725449463994877
Software (Entertainment),5,0.01958188807332992,0.0012963346772459049,0.042579608244923184,-0.3742965966815397
Software (Internet),6,0.11819901076520221,0.035205120744835616,0.1166715158568519,0.06139074774512659
Software (System & Application),73,0.22060826127975647,0.006960098042417329,0.08619342140508633,0.11042814620373136
Steel,168,0.05420245807129564,0.19581751251240712,0.13089737960324152,0.05991506289883993
Telecom (Wireless),3,0.0427020167646581,0.0018195230546981,0.28915742005172546,-0.5917319235447285
Telecom. Equipment,21,0.45719962518667273,0.26719409777188,0.29748206423443246,0.3870344260580776
Telecom. Services,14,0.23476435659589104,0.015774444760758323,0.1504270959929133,0.14227014778923103
Tobacco,6,0.058941113963176146,0.21751985113121958,0.06809854036786032,0.12579673589346388
Transportation,48,0.1640728113170585,0.014862784086170932,0.1343856880809673,0.13659853338221867
Transportation (Railroads),1,0.03680736147229446,0.005051010202040408,0.03890778155631126,-0.02475495099019804
Trucking,12,0.1576462849267009,0.009536712191454704,0.014487532890615211,0.16029163012153863
Utility (Water),1,0.595068330362448,0.015092097445038621,0.31966726084373137,0.3573380867498515
Total Market,4446,0.3223473618297316,0.1130437641955544,1.364991932342477,-0.9807671676293909
Total Market (without financials),3850,0.10166691955878362,0.1375797702198763,0.11988821929442914,0.0511725259369876
