Industry_Name,Number_of_Firms,CEO_Holding,Corporate_Holdings,Institutional_Holdings,Insider_Holdings
Software (System & Application),339,0.11416704545454542,0.2259634158415842,0.25129420233463035,0.23247417322834657
Steel,59,0.06198565217391303,0.3328743902439025,0.2342234782608696,0.21746475
Telecom (Wireless),12,0.0035883333333333336,0.4306845454545455,0.2905372727272727,0.056877142857142855
Telecom. Equipment,54,0.10644911764705883,0.2716696969696969,0.22473021739130433,0.20712780487804872
Telecom. Services,64,0.1753853571428571,0.30834416666666664,0.19592471698113204,0.23164454545454555
Tobacco,6,0.061231999999999995,0.28742999999999996,0.37583333333333335,0.255456
Transportation,59,0.0856196,0.4063319047619047,0.23069999999999996,0.22784794871794875
Transportation (Railroads),7,0.0026966666666666667,0.2773,0.29713333333333336,0.21120200000000003
Trucking,6,0.30274999999999996,0.49800000000000005,0.14556666666666668,0.185485
Utility (General),16,0.001016,0.26111928571428566,0.3693723076923077,0.013035000000000001
Utility (Water),12,0.035217500000000006,0.29907799999999995,0.2909833333333333,0.10374
Total Market,6971,0.07341001825928196,0.2909380729596041,0.25428212411796663,0.19378200552704355
Total Market (without financials),6149,0.07347227795139509,0.29622153514845806,0.2515864670455792,0.19649065844753288
