Industry_Name,Number_of_firms,PBV,ROE,EV_Invested_Capital,ROIC
Advertising,75,2.591965665760453,0.027095029504707758,2.656992871301173,0.04011424146399753
Aerospace/Defense,67,2.398256625604485,0.05209628143638104,2.3680022576019804,0.06724578268621362
Air Transport,16,1.9993715883741525,-0.1260657546219562,1.3051575801432567,-0.006841639936839239
Apparel,212,1.8127557946524968,0.06121570529726598,1.7125019310232572,0.06678752369834133
Auto & Truck,37,1.4323511699299363,0.05526986738017522,1.1973126628811457,0.05015577595483451
Auto Parts,210,2.1872943720597924,0.07613911405465326,1.8423140031217111,0.06288426824091965
Bank (Money Center),27,0.41476617581645825,0.10301435790607183,0.7143198155921215,0.0005995316927995965
Banks (Regional),37,0.4095033785803981,0.10093941302280114,0.8379412607022423,7.798446379644281e-07
Beverage (Alcoholic),45,5.836294614755427,0.24300275115034556,8.946647848479989,0.4196408130042685
Beverage (Soft),5,13.51301167782626,0.3408661719808327,32.47222733866318,0.7169379434239372
Broadcasting,7,0.8948761960411948,-0.017599953334147555,0.885187826619165,-0.024817482792258243
Brokerage & Investment Banking,105,1.002391966656108,0.05103495379436442,1.0042741958733616,-1.5454689128398725e-05
Building Materials,65,1.7164833995337934,0.07718212750716336,1.4546592282991617,0.061119824791150426
Business & Consumer Services,124,2.6472714970167535,0.04210575765362564,2.26572556504237,0.05418908421509298
Cable TV,11,1.7316263361204134,-0.014079360206075947,1.6598152840231002,-0.015134612331950723
Chemical (Basic),284,1.6669802310629165,0.045790084808412276,1.3689704448583693,0.03785834697945564
Chemical (Diversified),5,2.0257168638459997,0.13637505232314776,1.7443125472703045,0.1223763922881686
Chemical (Specialty),244,1.9394573008957494,0.11131243854995573,1.6804465500784458,0.11084774117424946
Coal & Related Energy,39,1.1803366527342254,0.1687118826115187,1.1469377866335437,0.2407771811007528
Computer Services,150,2.3030672193089923,0.03481605181009129,2.0672722271762636,0.04163859526058547
Computers/Peripherals,63,2.2334039978205262,0.07963671238653872,1.839529581342763,0.08558526184191607
Construction Supplies,55,0.5974513120594911,0.032099430438052995,0.7336495857444539,0.0316649997969707
Diversified,15,0.2137728827808895,0.06427431024863695,0.6648004364777202,0.09006150424903471
Drugs (Biotechnology),126,3.4505664828947697,0.0026729161054068963,3.0158277634234616,-0.001744783453259183
Drugs (Pharmaceutical),274,2.404707025858489,0.09276403065793096,2.1917432190897124,0.0921685436493964
Education,52,1.4373090624894798,0.08984363604539224,1.5111852366251997,0.10866487647817473
Electrical Equipment,334,2.2545420421575617,0.10850438702417342,1.9625223371514056,0.10207305774530688
Electronics (Consumer & Office),29,1.6582541959847559,0.04994456357522298,1.3111549540459368,0.01408191483184025
Electronics (General),442,2.2958450602549307,0.059688379649604294,1.8742950415384172,0.036394765128753885
Engineering/Construction,345,0.6811864417396152,0.07953174265960843,0.6963034513229015,0.06603691040429276
Entertainment,112,2.2712122908625227,-0.022431412234917975,2.379566566542316,0.019134058359366195
Environmental & Waste Services,120,1.2304382178156437,0.01577482125512612,1.1180889009473896,0.038268034633900265
Farming/Agriculture,52,2.1673573972928044,-0.08102856219645937,1.5631014782276327,0.0123795453963144
Financial Svcs. (Non-bank & Insurance),115,1.5415310637008774,0.023969691680145646,1.1538703049922903,0.006042017375360703
Food Processing,231,2.3281141844717976,0.08807423704183608,2.065758819299764,0.082357593155122
Food Wholesalers,14,0.577252106286455,0.057574096500732995,0.6315148637020287,0.05822660032722845
Furn/Home Furnishings,103,2.088606672401355,0.18266129101112505,1.8740527685619546,0.17972884138410758
Green & Renewable Energy,41,1.7063322332150628,0.10380868096003867,1.3079756051928562,0.06987528095661097
Healthcare Products,140,3.355522618335631,0.09044823526378663,3.5317869492900273,0.09862057349088213
Healthcare Support Services,75,1.2643471100348718,0.06393985617903533,1.27960831232428,0.11147818317946549
Heathcare Information and Technology,45,3.179536201015573,0.09037708041908134,3.1539769313671284,0.08968411927015418
Homebuilding,4,1.099392888117953,0.013605091159270721,1.0263000088507575,0.028120916673987393
Hospitals/Healthcare Facilities,25,4.332845080036713,0.07775945574724191,5.242318703282777,0.14289256965705527
Hotel/Gaming,80,1.7076707203789934,-0.03701749094049444,1.4469022521126615,0.0038512191825492707
Household Products,34,1.9850081500494166,0.0466162113396273,1.988488513991389,0.03742421856774497
Information Services,3,4.028092922744463,0.07188881869867339,4.00039685506738,0.032598672540742835
Insurance (General),6,0.8855604186265411,0.06805057804674638,0.9173440520454019,0.05807338165243119
Insurance (Life),8,0.9669065311033609,0.06322453762948396,0.9865989855546008,0.10673785954096077
Insurance (Prop/Cas.),3,0.6913452911903857,0.10311878188824546,0.7545874906236192,0.07824269237113454
Investments & Asset Management,42,0.4447187135095994,-0.017632338709124996,0.9224228164124743,0.0008304742862517119
Machinery,421,2.6175683024814904,0.0814390394690948,2.3275818747545216,0.07693695055355242
Metals & Mining,129,1.4611012939312216,0.08549174948589018,1.258605552135572,0.08187819920064937
Office Equipment & Services,10,3.057939719739067,0.07249928254838814,3.0176460111049064,0.06985373151228051
Oil/Gas (Integrated),4,0.7625885702774551,0.1047203749632044,0.7822209113314887,0.08818125282625508
Oil/Gas (Production and Exploration),15,1.0006213050417048,0.20787676408625858,0.9953510631950545,0.23607699592240133
Oil/Gas Distribution,21,1.2165171569808082,0.10567161078982769,1.1323955507569312,0.07431741182799922
Oilfield Svcs/Equip.,56,1.3347692794787283,0.05798177900371524,1.1838440465270863,0.06411498436949326
Packaging & Container,22,1.6853822402075047,0.062023469234241006,1.477642646696449,0.05269752739958879
