Industry_Name,Number_of_firms,Lease_Expense_Sales,Total_Debt_without_leases,Total_Debt_with_Leases,Lease_Debt_as_of_Total_Debt,Market_Debt_to_Capital_without_leases,Market_Debt_to_Capital_with_leases,Book_Debt_to_Capital_without_leases,Book_Debt_to_Capital_with_leases,Operating_income_before_lease_adj_,Operating_income_after_lease_adj_,ROIC_without_leases_,ROIC_with_leases_,Pre_tax_Operating_Margin_before_lease_adj_,Pre_tax_Operating_Margin_after_lease_adj_,Lease_Debt_My_Estimate_,Lease_Debt_Accounting_
Household Products,34,0.003017070055592947,2263.2769999999996,2264.9311750523234,0.0007303423037945486,0.09512810946732042,0.0951834075439176,0.17265222058488464,0.17274398043770062,411.465,412.8851649895352,0.04183806410661143,0.04197448388526165,0.03634342556427635,0.036468864327199486,1.654175052323808,0.193
Information Services,3,0.0072557349192863205,1.9969999999999999,1.9969999999999999,0,0.002671225272439563,0.002671225272439563,0.010673607807714716,0.010673607807714716,7.71,7.71,0.06483358748523721,0.06483358748523721,0.06550552251486831,0.06550552251486831,0,0
Insurance (General),6,0.00047015905627173445,16988.229,16990.466831424765,0.0001317110028210838,0.33883091095953577,0.3388292605814575,0.31215943379815975,0.31215785199643065,3044.89,3045.845433715047,0.058056676499740875,0.058072327724203565,0.045782807536257686,0.045797173387861406,2.237831424765318,2.373
Insurance (Life),8,0.0008704136995069585,358906.7,358906.7,0,0.5373763825317756,0.5373763825317756,0.5290002891833916,0.5290002891833916,58538.8,58538.8,0.10673785954096077,0.10673785954096077,0.13867320612439293,0.13867320612439293,0,0
Insurance (Prop/Cas.),3,0.00023880581173743836,23951.8,23951.8,0,0.30902398336169606,0.30902398336169606,0.2361684232530027,0.2361684232530027,6847.81,6847.81,0.07824269237113454,0.07824269237113454,0.045424911824270775,0.045424911824270775,0,0
Investments & Asset Management,42,0.01876681454660745,246678.225,246678.32596082255,4.092812862657578e-07,0.9230585284961746,0.9230585546848256,0.842152843340759,0.842152892358252,262.27400000000006,262.36080783548766,0.0008296448932447949,0.0008299192154628929,0.0430403161832206,0.04305456173057401,0.10096082254312932,0.01
Machinery,421,0.00233599040052183,57475.502000000044,57505.16922845323,0.0005159054194820028,0.12079926909664551,0.12000603131788944,0.26451401629282084,0.2630594264677117,12876.515999999998,12885.90555430936,0.08813120478611274,0.08817594396229879,0.07151906721012162,0.07157121890750034,29.667228453188727,461.83599999999996
Metals & Mining,129,0.0007180240463439795,108781.708,108782.71743053834,9.2793282074759e-06,0.31131942862083656,0.31128149233501845,0.39776949234687414,0.3977271054503772,17561.358999999997,17562.193113892332,0.08781219529274599,0.08781586465520187,0.045169034641101766,0.04517118003994576,1.0094305383390747,20.589
Office Equipment & Services,10,0.0013597876205113872,1333.35,1333.35,0,0.1266495885732029,0.11636035186930567,0.30721511439361443,0.2870784037204896,292.212,292.212,0.08297122044746744,0.08297122044746744,0.040828838898980015,0.040828838898980015,0,134.99699999999999
Oil/Gas (Integrated),4,0.0012938043042682213,128798.29999999999,128798.29999999999,0,0.32305174244223567,0.3230371409832447,0.2668196101908031,0.2668065486128776,47774.3,47774.3,0.09023730905926482,0.09023730905926482,0.05373199024071048,0.05373199024071048,0,8.62
Oil/Gas (Production and Exploration),15,0.005709322938012614,22772.601,22772.601,0,0.18604923352600036,0.18595418891380544,0.1861433099283401,0.18604822824172046,25300.864999999998,25300.864999999998,0.24043525005003297,0.24043525005003297,0.3810864236804129,0.3810864236804129,0,14.350000000000001
Oil/Gas Distribution,21,0.0012921524454331073,22087.090000000004,22087.090000000004,0,0.4082319871659451,0.4078069594807301,0.4562900872861926,0.4558535677253605,3285.213999999999,3285.213999999999,0.0742084562135706,0.0742084562135706,0.11935213270366013,0.11935213270366013,0,38.9
Oilfield Svcs/Equip.,56,0.007474253703563257,11214.989000000001,11226.805726339922,0.0010525457220834382,0.22358051065482168,0.22372744841446077,0.27764709860091447,0.2778168548333026,2372.3999999999987,2382.505654732015,0.07341968826222782,0.07370132801516498,0.04126782897542924,0.04144361654547037,11.816726339920933,2.327
Packaging & Container,22,0.002146762285321126,3735.734999999999,3736.3277470105695,0.00015864427606613162,0.24490801475904928,0.24252076715815396,0.3534372033804532,0.3504830947717584,561.9399999999999,562.4454505978858,0.05450767866532623,0.05455312075852412,0.059481859800471056,0.05953536220570918,0.5927470105702923,49.28
Paper/Forest Products,47,0.001595348809896749,29397.756000000005,29398.891756229314,3.8632620532986566e-05,0.4791639541427317,0.47911502673519446,0.485921192096537,0.4858722183704223,456.9120000000001,457.77584875413794,0.008532188303844753,0.00854813087199344,0.011665557331682992,0.0116876125133532,1.135756229308754,6.951999999999999
Power,101,0.0013964379945502422,449295.412,449303.9078310344,1.89088741190607e-05,0.5791448711401571,0.5790959038105885,0.5479697930655152,0.5479200299069956,41911.23000000001,41912.863833793126,0.054154203637979084,0.05415558955788718,0.10973672076712386,0.10974099865547825,8.49583103437908,98.92999999999998
Precious Metals,19,0.0012262607287449392,33313.16799999999,33313.21849431977,1.515744261988584e-06,0.28738383857588395,0.2873755426742194,0.47344245431658066,0.47343235569961895,5641.149999999999,5641.187901136043,0.10258747529516278,0.10258805297335351,0.07308372469635624,0.07308421572321998,0.050494319781137165,1.44
Publishing & Newspapers,41,0.005019531778831835,2305.354,2305.354,0,0.045695547632872764,0.04513134572126769,0.07739913374625614,0.07647485736892447,1864.568,1864.568,0.11315130177555703,0.11315130177555703,0.09179163148813202,0.09179163148813202,0,30.123
R.E.I.T.,9,3.071747239084328e-05,9830.8,9830.8,0,0.6463846826529204,0.6463846826529204,0.3545211288938254,0.3545211288938254,802.8,802.8,0.024549780062181538,0.024549780062181538,0.5871425436992614,0.5871425436992614,0,0
Real Estate (Development),206,0.01195617716001088,1107284.234,1107396.1014796211,0.00010101848784886528,0.7987087906493004,0.7984490251866484,0.5686497371593963,0.5682535671077528,23302.44500000001,23301.69550407569,0.012929468500321721,0.01292808891215542,0.029969342097701048,0.029968378168819046,111.86747962119989,1901.696
Real Estate (General/Diversified),56,0.0028275557817102454,172348.85,172349.7535381844,5.242468676845535e-06,0.6025933957575681,0.6023783876558443,0.3683223976493751,0.36811355093548875,10803.369999999999,10804.153292363118,0.02228206674781568,0.022283631788462304,0.15590680085670036,0.15591810479301557,0.9035381843859795,155.742
Real Estate (Operations & Services),125,0.005422125814090411,56763.996000000014,56861.336220796285,0.0017118876773893127,0.4136515955574019,0.41394347951838245,0.23888101053950925,0.23909985991753463,8738.372000000005,8776.063955840751,0.03831429670728545,0.038460573161851315,0.1614851566753289,0.16218170420092548,97.34022079627175,29
Recreation,62,0.0056993050539268205,4084.566999999999,4092.9890628841354,0.0020576802807778915,0.12318703437088738,0.12291642676140842,0.22996224447431446,0.22951847973298536,768.3040000000003,768.0685874231731,0.058086698026087014,0.05802837706998131,0.06379090176933108,0.06377135588571776,8.422062884136267,18.693
Reinsurance,1,0.000704689689277178,9222.6,9222.6,0,0.78847206073456,0.78847206073456,0.4001232136194435,0.4001232136194435,907.3,907.3,0.04512515977579166,0.04512515977579166,0.03738976345503997,0.03738976345503997,0,0
Restaurant/Dining,48,0.019025054460745462,12896.243999999999,15305.776769700904,0.15742636299719082,0.12518544481628316,0.12878739997057287,0.30796195819358785,0.3149297076197153,2726.1310000000008,2834.7524460598197,0.07352946882638636,0.0714433104801871,0.045759632141122254,0.04758290380867384,2409.532769700905,1920.2
Retail (Automotive),28,0.0010677944900446795,20948.708000000002,20950.758363293025,9.786582697719759e-05,0.5920644566151269,0.5920519645185409,0.4961279140690122,0.4961149844239246,1622.411,1622.9009273413951,0.045508914298679946,0.04551955521042996,0.02009536737913534,0.020101435674970622,2.0503632930231106,3.135
Retail (Building Supply),7,0.0413007806672965,232.42,232.42,0,0.1302371973394449,0.1302371973394449,0.19961694708544828,0.19961694708544828,117.517,117.517,0.10647381613795645,0.10647381613795645,0.14608547561036248,0.14608547561036248,0,0
Retail (Distributors),136,0.0004357072861086928,121216.42000000004,121217.59820067673,9.719716395778377e-06,0.5940794014427584,0.5939165671771778,0.522112579824926,0.5219441073845829,10752.269,10752.91335986466,0.06615561893802914,0.06615903081636462,0.02092989007751526,0.020931144359856754,1.178200676687993,83.081
Retail (General),58,0.007941374358167263,28300.585000000003,29649.962369664063,0.0455102557244611,0.4003323569711568,0.3920187450083497,0.44355749567871966,0.4349973876482645,1992.0220000000006,1955.7605260671885,0.03150505059699497,0.030155497415878637,0.03918911687749603,0.03847574366168654,1349.37736966406,2397.95
Retail (Grocery and Food),29,0.005660805306030773,12471.72,12491.648264748994,0.0015953270798723467,0.3815325037717384,0.3317998053159303,0.5857194288686414,0.5322775483688271,279.01500000000004,283.8853470502011,0.011454972047891409,0.01164398703054671,0.006848918285015054,0.0069684695957563806,19.92826474899448,3047.3039999999996
