Industry_Name,Number_of_Firms,Capital_Expenditures_US_millions_,Depreciation_Amort_US_millions_,Cap_Ex_Deprecn,Acquisitions_US_millions_,Net_R_D_US_millions_,Net_Cap_Ex_Sales,Net_Cap_Ex_EBIT_1_t_,Sales_Invested_Capital_LTM_
Real Estate (Operations & Services),125,697.7550000000001,1233.8289999999997,0.5655200193868034,374.63900000000007,-8.977200000002995,-0.003149218277316172,-0.024914386140289263,0.27375634624078693
Recreation,62,826.5980000000001,410.7589999999999,2.0123673492242418,75.026,-9.063600000000065,0.04000310525485509,0.783792640886445,0.8972313820429865
Reinsurance,1,63.9,94.70000000000005,0.6747624076029564,0,0,-0.001269265639165913,-0.03394687534442858,1.206885404077329
Restaurant/Dining,48,2057.5749999999994,2594.581,0.7930278530521881,4.704,-54.80220000000054,-0.009854872058792447,-0.2518609607169279,1.3067396138285134
Retail (Automotive),28,1671.894,958.4999999999999,1.7442816901408453,134.727,0.21059999999988577,0.010507531791469418,0.7637538727201758,2.6790732333445333
Retail (Building Supply),7,34.796,56.833000000000006,0.6122499252195027,-21.4,0,-0.05399656904181791,-0.4533251634194958,0.8221096016686648
Retail (Distributors),136,9372.391000000001,3639.896999999999,2.574905553646162,692.984,18.77320000000509,0.012544093646456946,0.7578963292294825,3.5802273039456303
Retail (General),58,2096.2580000000003,1774.6879999999996,1.1811980472060446,421.29699999999997,5.735000000000127,0.014727272727272742,0.5656262203278039,0.9397791570288954
Retail (Grocery and Food),29,921.9670000000001,631.088,1.460916702583475,-11.040000000000006,-26.182999999999936,0.006226436630660644,1.6981592563117083,1.9010986354680346
Retail (Special Lines),71,1684.373,1092.6710000000003,1.5415189018469417,385.001,-64.15200000000141,0.00967160765460987,0.6769264867086232,1.4989515850161814
Rubber& Tires,15,1810.6480000000001,911.43,1.986601274919632,-0.412,2.658000000000129,0.051510756835519,0.6885363103136987,0.9720684932107956
Semiconductor,173,32716.277000000013,11031.479000000005,2.9657199184261693,759.8969999999999,548.1000000000004,0.13585115052646124,2.0555626007954397,1.219842418333095
Semiconductor Equip,59,10692.169999999998,2464.4260000000004,4.338604608131872,-416.84000000000003,289.4543999999987,0.16322942997162748,0.8969256779257074,0.9753119921373875
Shipbuilding & Marine,56,11379.026999999995,5257.751999999999,2.1642380621984447,478.892,-23.814800000003743,0.0720691708631705,0.3819855021944349,0.7121822281602691
Shoe,21,332.65100000000007,477.8280000000001,0.6961730999439129,32.982,14.346799999999803,-0.00601098522382349,-0.20915233871588712,1.2159238390311489
Software (Entertainment),33,4377.802000000001,3381.9089999999987,1.2944765811262227,1675.17,-307.4986000000026,0.023380160337334616,0.15666774009380574,0.5711968803684969
Software (Internet),19,985.564,501.87,1.9637834498973836,65.67,-27.428200000000004,0.024783040996761655,1.3949922006570723,1.7895291977761325
Steel,111,18062.087,13947.815999999995,1.2949760019776577,373.2239999999999,139.79579999999623,0.012858513580885429,0.8738945956473299,1.5916230873978086
Telecom (Wireless),8,34067.536,28146.53,1.210363622087696,0.048,240.53199999999924,0.03269734614711081,0.37308485451179507,1.1156595637156153
Telecom. Equipment,125,3586.8400000000033,1682.1479999999997,2.1322975148441183,129.904,336.2345999999998,0.029529916403564723,0.8856648131990452,1.0935326290542149
Telecom. Services,16,12873.504,32552.973,0.39546323464833766,20.848000000000003,705.9617999999973,-0.13308171334639857,-2.2956008751259565,0.9067035704478544
Tobacco,2,2.2,42.599999999999994,0.05164319248826292,0,31.876000000000005,-0.005141754131982137,-0.040526844888713415,0.9746724394140517
Transportation,141,12131.573999999999,7638.996999999999,1.5881108475366597,1514.3580000000002,84.27439999999842,0.02372296320212743,0.7957691742474361,1.4512076037416988
Transportation (Railroads),10,4182.49,2754.91,1.518194786762544,2.74,-5.579000000000633,0.04866483813011071,0.37849859137961983,0.34198487682506507
Trucking,7,122.25999999999998,64.993,1.8811256596864276,-4.22,-1.2121999999999957,0.016287446975648073,0.8175121157084255,1.041642407114899
Utility (General),4,198.79999999999998,82.3,2.4155528554070473,12.4,-0.7530000000000037,0.0769097347257232,8.400000812656238,0.5889143292590255
Utility (Water),38,3700.6170000000006,2510.19,1.4742378066998916,107.418,1.9061999999994441,0.055750054688404785,0.3433799629384802,0.30368052765245535
Total Market,7504,843350.8250000009,445734.4559999997,1.8920476387851906,81264.12299999995,6474.121000004234,0.038394464555765374,0.7387580418267159,0.6514197963521078
Total Market (without financials),7161,786015.2180000008,438314.1049999997,1.7932692766070153,41843.60599999994,6451.117600004305,0.03531238150665402,0.6677776150021898,1.0644173735180769
