Industry_Name,Number_of_firms,EV_EBITDAR_D,EV_EBITDA,EV_EBIT,EV_EBIT_1_t_,EV_EBITDAR_D,EV_EBITDA,EV_EBIT,EV_EBIT_1_t_
Advertising,75,18.429313607998296,24.356291000741884,46.1498637698873,65.91053059129342,33.60297254068273,51.07990938712423,59.847481312252164,85.47325876218271
Aerospace/Defense,67,17.894793054672263,27.80662558287732,45.16505008693182,49.35367414719215,20.262632774558877,32.15051176265292,49.301583748414075,53.87383152628818
Apparel,212,11.212776397850881,12.928313284020932,21.109034914617546,28.82434948729608,13.303800907615013,15.444814145426326,23.974661301684726,32.73735720247322
Auto & Truck,37,5.14449727783681,8.435446478157404,23.99499456256191,35.83486932665325,7.726287535227005,14.485130796268447,30.13087409763653,44.99838219056317
Auto Parts,210,10.545741313847707,16.024654610144317,30.27143023390689,35.24730387249305,12.137213009436483,19.014486680330855,32.93433126539834,38.347919902660735
Beverage (Alcoholic),45,17.400080962233375,17.5911276502992,18.901476541457885,25.27814515269214,19.08765018614461,19.31524667324736,19.11073838450774,25.558004307183683
Beverage (Soft),5,28.724297276567544,29.273802971579972,36.61515733893783,47.46651500295503,31.02177256768936,31.661851211244354,36.71758597221591,47.5992996367399
Building Materials,65,9.451948993707145,12.188515704275677,20.021658289505254,22.96931756692837,11.24226345091378,14.577688278184123,23.368194271101206,26.80854240030401
Business & Consumer Services,124,12.535381992290523,17.3744095994842,30.756815638662836,39.205145382643735,19.527210725971216,28.971534901396822,40.93479996067929,52.178834197987946
Chemical (Basic),284,12.610623939194085,16.19243093494273,37.59415958754357,43.74313296898646,10.297398589631147,12.371266158939179,40.50742035851765,47.13289230065337
Chemical (Diversified),5,9.932295074815688,11.091635407024894,14.517503028757252,16.91803764691656,6.667193768485167,7.170283122854533,14.517503028757252,16.91803764691656
Chemical (Specialty),244,9.801211545842786,11.352812300821642,15.76597986345886,18.889486494523823,7.803030001472287,8.71365545445409,16.415027111305815,19.667120953573747
Coal & Related Energy,39,3.7610722113205437,3.9015490531656614,5.027475854107381,6.394815807720298,2.975836729848559,3.0630553443664104,5.029916149023483,6.3979197980641285
Computer Services,150,11.480606086731669,22.836662188101812,36.91174346815427,44.63479386848531,15.49246075980908,30.260519142002508,50.753736808123996,61.372949842925635
Computers/Peripherals,63,8.370460043877127,13.998399778283666,21.1748941030706,27.25020014293575,8.76051369149658,14.492271120816529,22.52792469301052,28.991429836737648
Construction Supplies,55,7.776405859096751,8.609999566181498,20.998204184761082,27.045290951182658,6.626959425099984,7.180998630382585,22.455006818703318,28.921625267524348
Diversified,15,6.157269788938955,6.244437065684766,7.166198293953068,8.371568111653252,7.803790994887184,7.944025516408664,7.1821115475936566,8.390158008452874
Drugs (Pharmaceutical),274,11.35530788010693,15.924561993241563,22.597291742670993,26.724028498533404,12.916147559815741,18.419017315036076,24.685703853737532,29.193828216498527
Education,52,8.885180931174567,9.43522996809724,12.862775536591032,14.472586593721907,10.635901293763673,11.37458910138906,13.82185772649764,15.55170050692314
Electrical Equipment,334,10.43638909799771,14.470602469710377,20.738000376897144,23.84744947688893,11.421758196034729,16.143902819816567,21.631721332612457,24.875174664974143
Electronics (Consumer & Office),29,7.293764655249217,14.629476634484089,48.047977413368166,57.42678937458438,10.713105383295119,26.04574652450627,60.113506542705586,71.84747131177234
Electronics (General),442,11.21849666298178,17.34545017407467,46.77396145588237,55.29613938896401,12.169781270400701,18.554393646406243,52.08629941993245,61.57638103192315
Engineering/Construction,345,5.409647577717324,8.081601053729909,11.186788260861228,13.820252561891762,6.074369579962732,9.252644204435741,12.090481113465776,14.936682333345198
Entertainment,112,11.479144538340973,18.7271225433995,77.38340091674443,122.80334838493934,18.54490626956293,36.553365926274495,98.2108686100295,155.85543372642397
Environmental & Waste Services,120,11.378104343565758,12.670140910834583,25.36113298429308,33.26456405064844,14.111837645818346,15.871578978664893,28.92990253467309,37.945489124624544
Farming/Agriculture,52,17.214704667612853,20.22369813652699,101.44809944887653,118.43974442660748,22.73003925992651,27.051739365156877,124.7514962868832,145.6462508151891
Food Processing,231,13.244940929398197,14.343258939987722,23.480684351646033,28.99986355283296,12.545562941639178,13.48318817435347,24.49031968584841,30.246815579081513
Food Wholesalers,14,6.572418402146458,6.868233481684354,9.414985428486956,11.581654219045275,9.126028511289705,9.555280867521262,12.533786669294702,15.418184591112936
Furn/Home Furnishings,103,6.918819676037588,9.270891402304068,11.475403242859825,13.631911226193754,7.323185779118973,9.902865297971582,11.829330860583454,14.052350470305612
Green & Renewable Energy,41,13.89646815202261,13.98338932830032,22.41774311430143,26.403246010577195,13.946758383419697,14.03431180180874,22.41774311430143,26.403246010577195
Healthcare Products,140,16.398912361003024,24.46063039173339,36.56120088056312,43.64511762971903,13.396344909050706,17.73189997071629,40.258932307638524,48.059303138149986
Healthcare Support Services,75,8.350336051818712,9.15641400559124,10.870070562768339,14.175381559927974,8.188372096974645,8.912035153071374,11.556280925714892,15.070250978573842
Heathcare Information and Technology,45,16.497163810074326,23.035940848745714,36.1434245262084,44.84869323296496,20.226619854351558,28.98932633780699,41.6134532681572,51.636197301520326
Homebuilding,4,0.544070487378949,0.6978415801262471,1.7326086956521736,2.8573651087098013,16.7082029141932,26.712942191544435,31.304651162790698,51.62667034821749
Hospitals/Healthcare Facilities,25,23.45908815624353,24.55716184657003,34.90132289639221,45.244358692652014,29.716157980158496,31.486444897109116,35.160634316702335,45.58051726602304
