Industry_Name,Number_of_firms,Book_Debt_to_Capital,Market_Debt_to_Capital_Unadjusted_,Market_D_E_unadjusted_,Market_Debt_to_Capital_adjusted_for_leases_,Market_D_E_adjusted_for_leases_,Interest_Coverage_Ratio,Debt_to_EBITDA,Effective_tax_rate,Institutional_Holdings,Std_dev_in_Stock_Prices,EBITDA_EV,Net_PP_E_Total_Assets,Capital_Spending_Total_Assets
Healthcare Products,140,0.12017924790095662,0.039115275996876274,0.04070756358152813,0.039287168305545635,0.040893768678256344,14.708118473219143,0.7732566658281416,0.09346722912001236,0.135306962962963,0.33605620339408704,0.032183723253037165,0.19163998478269997,0.04662403758319193
Healthcare Support Services,75,0.36357179561347713,0.3112138186980457,0.4518293588727122,0.3106343265051555,0.4506089270885034,4.948278494584741,3.4717258570448646,0.16803180614446553,0.11898433962264149,0.3592459110336466,0.10031681309716152,0.0785347712920772,0.012621213799754949
Heathcare Information and Technology,45,0.16471152360841523,0.05839712878157582,0.0620188516481588,0.058391941253505684,0.062013000750269,11.168326295763533,1.8477111948875367,0.06576450433145967,0.16354571428571427,0.3784127491930924,0.03162866513184919,0.2916373781579903,0.059972340041217896
Homebuilding,4,0.24197698713135957,0.22502326275232906,0.29036131271694543,0.22502326275232906,0.29036131271694543,3.178531255021694,7.939214840379638,0.08672689729970243,0.01742,0.43412105511810106,0.054004644657836,0.15508486134262767,0.0029822700409152902
Hospitals/Healthcare Facilities,25,0.2834795686845528,0.08367038127908079,0.0913103533593884,0.08351326439239141,0.09112326577975417,7.545556350720952,2.8381743823015193,0.17855983605177844,0.09315809523809523,0.36086831134495234,0.03955842300070808,0.38466367361460796,0.05807337098267187
Hotel/Gaming,80,0.49263636096273583,0.36248678771189946,0.5685949416026957,0.3575638721609166,0.5565749755755934,0.13692456282643536,-62.10228034426075,0.10929719040039862,0.0831327272727273,0.3405963376293836,0.027397326965252856,0.5018367281473146,0.018606517386361265
Household Products,34,0.17265222058488464,0.09512810946732042,0.10512881487712084,0.0951834075439176,0.10519635508180358,5.781682521393342,2.160604238778657,0.11569026361806861,0.048852758620689656,0.2594404247158052,0.04220819802784745,0.2673037711805845,0.039439312309472924
Information Services,3,0.010673607807714716,0.002671225272439563,0.00267837982832618,0.002671225272439563,0.00267837982832618,642.5,0.12056266602269983,0.090824559621743,0.06125,0.254814001419472,0.013529114914087963,0.18013489208633096,0.16672661870503602
Insurance (General),6,0.31215943379815975,0.33883091095953577,0.5124724016533673,0.3388292605814575,0.5124686263028461,2.7967099583004207,3.5312130352892885,0.03433117583603021,0.13939600000000002,0.3305644797757673,0.07420272315776885,0.009995612076434075,0.001955289612681193
Insurance (Life),8,0.5290002891833916,0.5373763825317756,1.1615844116922664,0.5373763825317756,1.1615844116922664,5.561564186364673,12.082569980979313,0.0562192320847696,0.16569375,0.2621537692307264,0.10989222047984996,0.009711235375183973,0.0009744813921447821
Insurance (Prop/Cas.),3,0.2361684232530027,0.30902398336169606,0.4472282335718994,0.30902398336169606,0.4472282335718994,4.927971041609696,2.6449856717703506,0.08899121747560901,0.057653333333333334,0.1698605885437505,0.10329199558253004,0.029113104584119465,0.005178922832015655
Investments & Asset Management,42,0.842152843340759,0.9230585284961746,11.996892059054044,0.9230585546848256,11.996896482821587,2.88096048859255,747.2723102068204,0.03574030904539238,0.19221043478260863,0.4516306902367724,0.001200694119564729,0.008524470029937723,0.0007354314923355895
Machinery,421,0.26451401629282084,0.12079926909664551,0.13739668866349508,0.12000603131788944,0.13637142479239023,6.558805566917153,3.141354427450479,0.08305532484008964,0.09100844059405945,0.30487098047369054,0.04230194560239537,0.2083201883769907,0.0401201975354889
Metals & Mining,129,0.39776949234687414,0.31131942862083656,0.45205199850110916,0.31128149233501845,0.45197201595522885,4.202306495291553,3.082439407069377,0.11609253127367955,0.09775909836065573,0.2950865035573305,0.09229492859045678,0.3548973056769426,0.04993631763612179
Office Equipment & Services,10,0.30721511439361443,0.1266495885732029,0.14501577707657434,0.11636035186930567,0.13168303630949735,4.457984988100323,3.4416937051348566,0.15066940020146188,0.07389000000000001,0.2920955291337081,0.041531353457958955,0.24960112954465224,0.03781009530533003
Oil/Gas (Integrated),4,0.2668196101908031,0.32305174244223567,0.4772177767436966,0.3230371409832447,0.4771859145307251,8.02201363468449,1.340389550651367,0.28215547749322856,0.087675,0.23493592145511297,0.2695055391523076,0.5734675489839369,0.0936310390895254
Oil/Gas (Production and Exploration),15,0.1861433099283401,0.18604923352600036,0.22857553698482008,0.18595418891380544,0.2284320936013217,37.73612610892688,0.568543554037937,0.12344773224079483,0.08591181818181819,0.3601212399445332,0.3546731722075167,0.5738863002636029,0.11011301711133796
Oil/Gas Distribution,21,0.4562900872861926,0.4082319871659451,0.6898513916135285,0.4078069594807301,0.6886385546225615,4.5742582804693965,5.124857417845302,0.15095657484277214,0.1139275,0.26565094004412865,0.10025299854853963,0.5666296119579763,0.0710474449637202
Oilfield Svcs/Equip.,56,0.27764709860091447,0.22358051065482168,0.28796354769943555,0.22372744841446077,0.2882073415548401,4.87472106584695,3.289408088603109,0.13348415227371918,0.054785744680851074,0.2940733612130657,0.09955389283270388,0.1836881023698025,0.026377937755784824
Packaging & Container,22,0.3534372033804532,0.24490801475904928,0.3243419603783754,0.24252076715815396,0.32016820612795577,3.9176781444118323,3.869131827870393,0.12536554345521594,0.06905611111111112,0.2436783961826011,0.07476127581930155,0.35695712980933897,0.056174862998059134
Paper/Forest Products,47,0.485921192096537,0.4791639541427317,0.9199900006038434,0.47911502673519446,0.9198096534292299,0.5334379399959371,8.369131247508541,0.038691117289737426,0.052297692307692316,0.3050858271086253,0.04560473595777433,0.5410773043242012,0.07850752351183211
Power,101,0.5479697930655152,0.5791448711401571,1.3761145615811887,0.5790959038105885,1.3758381280993501,3.0673425502649585,6.721806058792002,0.18021000184124533,0.0809518279569892,0.23704571751509676,0.1042656788243447,0.5977743703047854,0.0727088539395642
Precious Metals,19,0.47344245431658066,0.28738383857588395,0.4032799901725025,0.2873755426742194,0.4032636541168329,4.985162444281839,4.002197871882184,0.15569712213803824,0.1342575,0.35827017839671627,0.07807434442075731,0.3236592518288578,0.0680272509974561
