Industry_Name,Number_of_Firms,CEO_Holding,Corporate_Holdings,Institutional_Holdings,Insider_Holdings
Retail (Building Supply),7,0.22302,0.26862499999999995,0.02358,0.3809714285714285
Retail (Distributors),136,0.15036714285714287,0.4052976237623762,0.05230835294117647,0.22438915966386555
Retail (General),58,0.11545689655172416,0.44703333333333334,0.054175576923076896,0.17508219999999997
Retail (Grocery and Food),29,0.13773272727272723,0.5081399999999999,0.06586249999999999,0.20112538461538457
Retail (REITs),2,0.00039,0.26170000000000004,0.28240000000000004,0.00122
Retail (Special Lines),71,0.18673744186046515,0.3582463157894737,0.07902557692307692,0.30581892307692315
Rubber& Tires,15,0.051312222222222224,0.34591428571428573,0.11002933333333337,0.1941638461538462
Semiconductor,173,0.11944642857142858,0.26488031645569626,0.14409198757763975,0.20264220779220765
Semiconductor Equip,59,0.12432379310344825,0.2659337037037038,0.1668096610169491,0.23807140350877198
Shipbuilding & Marine,56,0.11205533333333334,0.5673208333333333,0.08156822222222222,0.18339325581395344
Shoe,21,0.0509875,0.3693473684210526,0.091470625,0.1791238095238095
Software (Entertainment),33,0.1918,0.1774373913043478,0.07378392857142857,0.3515275862068966
Software (Internet),19,0.16078666666666666,0.24705294117647061,0.09626111111111109,0.1849755555555555
Software (System & Application),189,0.13335,0.2039650641025641,0.11699786127167622,0.26864939560439566
Steel,111,0.08265690476190474,0.42372762886597953,0.08444368932038834,0.19429894736842104
Telecom (Wireless),8,0.1869333333333333,0.4268166666666666,0.08693333333333335,0.21940714285714286
Telecom. Equipment,125,0.10168697368421054,0.24659099009900995,0.0884898230088496,0.23237228813559316
Telecom. Services,16,0.15737125000000002,0.4046283333333333,0.08072466666666667,0.1983771428571428
Tobacco,2,0.3732,0.3178,0.03565,0.46465
Transportation,141,0.17405676923076915,0.4257775630252098,0.07734400000000004,0.24179439655172408
Transportation (Railroads),10,0.008325,0.31561111111111106,0.08672,0.10943857142857143
Trucking,7,0.2919,0.36989999999999995,0.04899571428571428,0.221945
Utility (General),4,0.055040000000000006,0.49273333333333336,0.0297,0.2686
Utility (Water),38,0.06694181818181817,0.509313888888889,0.08520029411764705,0.13034903225806452
Total Market,7504,0.14123056752496024,0.34086365707821625,0.09114201176106461,0.252841703559677
Total Market (without financials),7161,0.14266589818409176,0.3365691456264623,0.09083991774810211,0.2556711419370608
