Industry_Name,Number_of_firms,Average_Unlevered_Beta,Average_Levered_Beta,Average_correlation_with_the_market,Total_Unlevered_Beta,Total_Levered_Beta
Paper/Forest Products,15,0.3016398579414082,0.6327654571567366,0.1263677855194493,2.386999635243135,5.007332007565706
Power,25,0.12333694553764638,0.34461386009154316,0.12263406648160746,1.005731515525862,2.8100989388884696
Precious Metals,2,0.3780175577083411,0.6911070336869088,0.2165426503709265,1.7456956265235342,3.191551560411207
Publishing & Newspapers,53,0.8056218879952194,0.6991495243697493,0.17566928919072014,4.586014389348238,3.9799189009679354
R.E.I.T.,54,0.48749562698409044,0.6699746166013884,0.2154842433791941,2.2623260955847697,3.1091582664928956
Real Estate (Development),15,0.6014616642230906,0.9606148286582006,0.14440979386180341,4.164964495404477,6.652006093004226
Real Estate (General/Diversified),56,0.45909102764197496,0.8845776518419701,0.19778791718081337,2.3211277725437798,4.472354350308005
Real Estate (Operations & Services),43,0.6028025834836127,1.0558271465907556,0.1947168969037289,3.0957898008288813,5.422370443345619
Recreation,51,1.0458613073614946,0.9898248157489942,0.2038375150656659,5.130857815964703,4.8559501690850375
Restaurant/Dining,107,0.6835910220594666,0.7076663674600806,0.15045764247902443,4.543411758925887,4.703425866577284
Retail (Automotive),29,0.8098383814009736,0.8139889192116196,0.1592657348322211,5.084824945265848,5.1108854021181545
Retail (Building Supply),19,0.6804774675780094,0.8154533111364074,0.20527438499973136,3.31496532106965,3.9725039786989234
Retail (Distributors),144,0.6058622445661201,0.778446886419387,0.1821724604987647,3.32576198898202,4.2731315385876645
Retail (General),42,0.7903703896898545,0.945268890605411,0.18006310763435712,4.389407691967697,5.249653318906999
Retail (Grocery and Food),57,0.4441345590891201,0.5488731609884041,0.1842434787789603,2.4105849609035825,2.9790642503385185
Retail (REITs),4,0.5339875285617238,0.7523258211788442,0.23735529282582105,2.2497392925363626,3.169618895884176
Retail (Special Lines),131,0.8344447554478112,0.8095486918478231,0.1586923463806718,5.258254569165811,5.101371996264234
Rubber& Tires,6,0.9798980820130977,1.048272666557178,0.26890252916321666,3.644064208181269,3.898336954357556
Semiconductor,21,2.1226696731353147,2.0799231891256103,0.3094275903368698,6.859988376680929,6.721841406777027
Semiconductor Equip,36,2.4510578178125932,2.359767894827367,0.3496614510203379,7.009802798278809,6.748721907837968
Shipbuilding & Marine,29,0.8365039279130824,1.0211506757701603,0.19509238741430987,4.287732284174844,5.234190269052291
Shoe,3,1.3505721716338759,1.3663029466545527,0.2214158512873835,6.099708597109068,6.1707548881908165
Software (Entertainment),73,1.4752450060065558,1.4153890080971834,0.220392231282487,6.693725080153418,6.422136569246914
Software (Internet),26,1.6397453965726272,1.545976217545948,0.21317163732629374,7.692136801776923,7.252260370733939
Software (System & Application),176,1.7385692039165148,1.471066295218439,0.22799754281928608,7.625385705557924,6.452114689606221
Steel,42,0.8640185513286784,1.1963358593061786,0.25249877186378583,3.421872292490935,4.737986844354077
Telecom (Wireless),7,0.812361290618286,1.1694905319096311,0.24296880462993933,3.3434798012673945,4.813336155194317
Telecom. Equipment,16,1.3782289849195244,0.8878135172507612,0.16340408758101285,8.434482914855009,5.433239341767377
Telecom. Services,20,0.9148330246505708,1.2651535839202313,0.2085447563364009,4.386746714335341,6.06658065225782
Tobacco,1,0.5647832837014058,0.5539711856763359,0.161245154965971,3.502637234716275,3.4355834492716717
Transportation,33,0.5581489645115034,0.6519101833862485,0.19120192840021769,2.919159702946113,3.4095377010094334
Transportation (Railroads),20,0.1283280926403921,0.21595413627696508,0.11266087630703514,1.139065280219009,1.9168512029715126
Trucking,20,0.6816699343373434,0.7108068023963088,0.20100418184678345,3.3913221509836546,3.5362786777149005
Total Market,4020,0.91023843321003,1.009376297896443,0.20662606627760344,4.405244941299511,4.8850385436866395
Total Market (without financials),3821,0.8724613014934234,1.0076094206552852,0.2053479837040786,4.248696703789912,4.906838637906101
