Industry_Name,Number_of_Firms,Capital_Expenditures_US_millions_,Depreciation_Amort_US_millions_,Cap_Ex_Deprecn,Acquisitions_US_millions_,Net_R_D_US_millions_,Net_Cap_Ex_Sales,Net_Cap_Ex_EBIT_1_t_,Sales_Invested_Capital_LTM_
Office Equipment & Services,26,211.41800000000003,64.64599999999999,3.270395693469048,12.357999999999999,-5.183999999999855,0.015997547567831585,0.3141707052325793,1.6958194659904307
Oil/Gas (Production and Exploration),2,356.3,186.2,1.9135338345864663,0,3.544000000001688,0.009997466721938287,0.040268055113898873,0.46303599349298225
Oil/Gas Distribution,3,232.87,128.923,1.8062719607827928,34.5,-0.5,0.02200603005455764,0.72016026035147,1.9033539441474274
Oilfield Svcs/Equip.,19,3514.0269999999996,2775.455999999999,1.2661079836970937,315.64300000000003,-19.076000000000022,0.005208537380563658,0.4773554804547361,2.4502537303564687
Packaging & Container,30,1207.3390000000002,446.13200000000006,2.706237167475097,64.105,-11.104199999999992,0.03771121691847379,1.4207488973058018,1.3216440592734735
Paper/Forest Products,15,1667.811,112.448,14.831842273762094,265.34000000000003,-13.591200000000072,0.06060798084275766,3.8900423582645822,1.0090774043057682
Power,25,20898.999000000003,12442.371000000001,1.6796637071824978,532.617,-37.15140000000247,0.03789850740202775,0.6438243858210507,0.786336147125064
Precious Metals,2,28.33,2.9610000000000003,9.5677136102668,0,-0.016000000000005343,0.009358803986710962,0.3239142698466963,1.5942308733489792
Publishing & Newspapers,53,1016.0370000000001,168.65700000000015,6.024280047670712,137.70100000000002,-36.82860000000028,0.0316844983754322,0.9472757331745255,1.4346009502329278
R.E.I.T.,54,3570.933,1361.5,2.6227932427469702,0,0,0.2437161357218496,0.5154566587164464,0.07225570111478882
Real Estate (Development),15,164.726,10.441,15.776841298726174,200.819,0,0.0871921545132665,1.4344988370258533,0.7445629642690489
Real Estate (General/Diversified),56,10820.035000000002,504.26,21.457254194264866,604.5749999999999,-8.173399999997855,0.10421518980571902,1.1088907073868506,0.4784063165280784
Real Estate (Operations & Services),43,1240.393,72.78,17.043047540533113,12.22,0.6582000000003063,0.0821873342142749,0.44601130970999797,0.41429660878370494
Recreation,51,1532.033,572.2149999999999,2.677373015387573,699.7799999999999,-72.50160000000142,0.0427133695222152,0.38680907924026714,1.143279607577415
Restaurant/Dining,107,1307.6270000000002,1591.3970000000002,0.8216849723858974,571.9580000000001,-1.9218000000000757,0.007213667863273996,0.2800302204619542,2.543425491956266
Retail (Automotive),29,439.32800000000003,155.80799999999996,2.8196754980488814,-7.911999999999999,0,0.016815619280048814,0.37822463185858407,2.7633043904643397
Retail (Building Supply),19,1137.108,579.424,1.9624799801181863,30.4,-0.04259999999999309,0.025519750375391673,0.5618201974823062,1.1511405123206013
Retail (Distributors),144,10259.105,3655.5609999999997,2.8064379174632843,2048.7200000000003,-5.000799999990704,0.0136722594946541,0.4276850610442539,1.6727673537794086
Retail (General),42,5726.054000000001,3652.1790000000005,1.5678459352622092,107.24100000000001,-1.6295999999993,0.017038725328092308,1.5406911620323378,1.9333476354860593
Retail (Grocery and Food),57,3946.161999999999,5139.305,0.7678396203377692,18.670999999999996,0.23180000000047585,-0.007205102525307507,-0.2407211801683823,2.85900076282091
Retail (REITs),4,6.07,127.61000000000001,0.04756680510931745,0,0,-0.10680140597539545,-0.24912049576979786,0.07715463470195802
Retail (Special Lines),131,2314.5850000000005,2084.448,1.1104066880056498,724.6369999999998,-7.315199999999095,0.0063719031708372505,0.15592464957199825,2.8714193611693766
Rubber& Tires,6,2634.25,765.35,3.441889331678317,2155.12,-39.66200000000026,0.08405995907086647,1.1171290092491772,1.2062815134250644
Semiconductor,21,2166.31,385.894,5.613743670541651,113.675,279.0041999999994,0.09166068557333293,0.6479614186672336,0.9921894115267024
Shoe,3,1.69,109.03999999999999,0.015498899486427,0,-0.0786000000000513,-0.027041437395852748,-0.41085050471683154,2.0964024095042055
Software (Entertainment),73,343.4390000000001,78.825,4.356980653346021,-2556.2200000000007,16.0791999999999,-0.13806841438408987,-1.7062162035675874,1.390869173082461
Software (Internet),26,42.030000000000015,76.855,0.5468739834753759,17.2,-0.5603999999999587,-0.0049884651994656255,-0.09198024864046982,3.295207220487761
Software (System & Application),176,92.43300000000008,210.15699999999987,0.4398283188283052,78.30600000000001,17.300800000001118,-0.001377393929731477,-0.017773357044856365,2.867590772523947
Steel,42,6974.107000000004,2151.9049999999997,3.240899110323181,758.818,-43.80620000000272,0.03717890237507412,0.6782780259893041,1.3160327749175484
Telecom (Wireless),7,11766.961,9843.616999999998,1.1953899669196801,-2710.7,-462.3295999999991,-0.010110634937714948,-0.09902704153064437,0.5697580283619611
Telecom. Equipment,16,93.351,12.013000000000002,7.770831599100973,6.36,-11.89080000000002,0.03569783102120003,1.7834222093626801,1.1362206474074055
Tobacco,1,604.8,765,0.7905882352941176,0,-23.31999999999971,-0.00976762504923197,-0.05288574457225891,1.7615050130224206
Transportation,33,1316.5800000000002,309.402,4.255240754746253,209.23300000000003,-7.2806000000000495,0.018867338993444737,0.552494895566494,2.1115856022003854
Transportation (Railroads),20,14479.85,1448.2290000000003,9.998315183579392,304.206,-25.536000000000058,0.1442340267829472,1.7679756024581648,0.4296252574083648
Trucking,20,649.6,94.232,6.893624246540454,9.311,0,0.03923234582997526,1.0395851250760137,1.3006011590606934
Total Market,4020,302674.3679999999,102243.38799999993,2.9603319483114166,22838.254000000004,-6793.979000000458,0.03299659366645653,0.632975354829219,0.9839254790581935
Total Market (without financials),3821,286729.32099999994,95118.68699999993,3.0144373313311204,21524.021000000008,-6773.810600000375,0.03437005027592767,0.648234733956857,1.2136875626394912
