Industry_Name,Count_of_Market_Cap_in_US_,Lease_Expense_Sales,Total_Debt_without_leases,Total_Debt_with_Leases,Lease_Debt_as_of_Total_Debt,Market_Debt_to_Capital_without_leases,Market_Debt_to_Capital_with_leases,Book_Debt_to_Capital_without_leases,Book_Debt_to_Capital_with_leases,Operating_income_before_lease_adj_,Operating_income_after_lease_adj_,ROIC_without_leases_,ROIC_with_leases_,Pre_tax_Operating_Margin_before_lease_adj_,Pre_tax_Operating_Margin_after_lease_adj_,Lease_Debt_My_Estimate_,Lease_Debt_Accounting_
Heathcare Information and Technology,36,0.002841008449022271,480.66100000000006,496.7818212745699,0.03245050560265953,0.025443024835137572,0.02627393450857377,0.09835480214797962,0.10131928721945546,761.6470000000002,765.0868357450862,0.3216414428278946,0.32036911070975244,0.1930281500599881,0.19389992547613782,16.120821274569835,0
Homebuilding,51,0.00200934069796451,27636.870000000006,42465.56574926371,0.349193410887757,0.3799221923608295,0.48492064617005737,0.39446051344193644,0.5002355118953266,6365.090000000002,4746.453850147261,0.09666190707064828,0.05466008003988438,0.07960089115220405,0.05935846253305638,14828.695749263705,0
Hospitals/Healthcare Facilities,9,0,444.51,495.9524678098014,0.1037245928767708,0.12845587661577676,0.1412224665915726,0.5106610298003355,0.5379663089394418,110.55000000000003,105.15250643803971,0.15565672384989107,0.1336451408179735,0.11952643529030169,0.11369067622233724,51.44246780980143,0
Hotel/Gaming,33,0.019807397493741802,5952.6,7490.262051672027,0.2052881516113017,0.3911577812970252,0.44703138149427696,0.5540745318951684,0.6099074178397847,591.5069999999997,535.2675896655943,0.06685414615576543,0.05035386318642835,0.06292848578726695,0.056945359748330975,1537.6620516720268,0
Household Products,43,0.0016661913780202154,5885.701999999999,5947.511206429329,0.010392448922586835,0.06668934929405307,0.06734253030561421,0.1652879801639888,0.16673435097708303,2838.988999999999,2842.907158714133,0.08771975879442652,0.08760391833666516,0.06919688405638139,0.06929238438211581,61.809206429329606,0
Information Services,14,0.0077075627442375625,584.6519999999999,633.0126466622683,0.07639759950652332,0.10632062254771453,0.1141115864531526,0.19677884913123433,0.20964344464653517,363.51400000000007,376.28887066754635,0.21124754088850345,0.21099189530662388,0.07596472530457864,0.07863433236527416,48.36064666226832,0
Insurance (General),6,0.013139389647813216,28.74,39.481544590534895,0.2720649534342185,0.02235114788776208,0.03045049095080503,0.06492861015723839,0.08708238141054483,72.88300000000001,75.34669108189303,0.39116873171681044,0.3761650635378008,0.07167950117526728,0.07410250994000042,10.741544590534897,0
Insurance (Life),5,0,221808,222357.40454578557,0.002470817407263091,0.7696212510509046,0.7700595873132613,0.6053533356549534,0.6059441917442088,8671.33,8700.839090842883,0.11355931506588064,0.11277514004909735,0.049749454962707974,0.049918755541267255,549.4045457855682,0
Insurance (Prop/Cas.),7,2.2003249453265264e-05,13454.849999999999,14667.391332757932,0.08266918808185487,0.13392101309315205,0.14424895662024267,0.16188129943946694,0.17393248892033256,13227.63,13203.016733448414,0.21402989425297428,0.20749549143447887,0.11066571960665217,0.11045979875349847,1212.5413327579336,0
Investments & Asset Management,14,0.008028390090766398,750.07,759.3692081360731,0.012245964198230569,0.19261851995470036,0.1945419886372176,0.28644260035057306,0.28896765706033284,105.789,108.13615837278536,0.045514726111890016,0.04629602320919465,0.14439227461953183,0.1475959303525358,9.299208136073048,0
Machinery,229,0.001308158181572346,46985.614999999976,47449.96078978944,0.009786009978945714,0.176816683915648,0.1782526300887735,0.24214895065480224,0.24395822730968755,13306.127000000008,13319.712842042118,0.07074841832991087,0.0705832528345741,0.06771251979106725,0.06778165573108606,464.3457897894623,0
Metals & Mining,21,0.0010878406125395751,14958.050000000001,15109.288305408638,0.010009624699165897,0.4265058317163823,0.4289683077251325,0.34190805451584333,0.34417522392704414,1316.9940000000001,1319.8893389182724,0.02913671116003352,0.029081830042464233,0.02907695160884367,0.029140875688693543,151.23830540863673,0
Office Equipment & Services,26,0.009292639585996193,691.7919999999999,738.0652854923325,0.06269538264689631,0.08421604160062483,0.08934587292881117,0.08944130472557568,0.09485645341636724,704.1849999999998,704.7273429015333,0.10232330885548298,0.10149863348731178,0.07317652315781811,0.07323288159756555,46.27328549233255,0
Oil/Gas (Production and Exploration),2,0,8875.5,8923.066840631684,0.005330772645911978,0.3182209314832742,0.3193816952577062,0.2063110181311018,0.20718762389458467,8309.9,8327.406631873662,0.14520059275046032,0.1453217579530724,0.4784383492238957,0.47944628482529955,47.56684063168359,0
Oil/Gas Distribution,3,0.013561879845579555,1308.5,1381.9494497332726,0.053149158058892025,0.3232939664970104,0.33535548109449165,0.3441881263645211,0.3566183621197867,277.051,278.96111005334546,0.0602076600144722,0.05925292532417083,0.04419663082665986,0.0445013416158864,73.44944973327256,0
Oilfield Svcs/Equip.,19,0.0022281014101379645,40103.171,40272.97624598417,0.00421635701684956,0.5847633567434529,0.5857889477938052,0.4642114930348721,0.4652625563378604,2932.6539999999995,2964.7129508031658,0.026138637556838172,0.026368196416053567,0.014756330057692332,0.014917642118151848,169.80524598417105,0
Packaging & Container,30,0.0018279714320120794,6474.619999999999,6485.884862686284,0.0017368274221289638,0.4133038673468866,0.4137254494143067,0.3284338442153191,0.32881737499799973,795.808,800.0710274627431,0.036956166368770894,0.03712761674780135,0.03685900345520736,0.03705645176432073,11.264862686284687,0
Paper/Forest Products,15,0.0003087227163574408,16991.9,17182.074430624325,0.011068188034697824,0.6595182212775834,0.6620130281977885,0.5242666024905278,0.5270417443254097,696.0459999999998,708.866113875135,0.021441280284040062,0.021693397816844557,0.023344401067868684,0.023774369604483942,190.17443062432358,0
Power,25,0,218821.50999999998,219078.00748509585,0.001170804354304335,0.7552071644030337,0.7554236722403656,0.6497784719680665,0.6500450170053735,18659.442000000003,18661.023502980832,0.04562325030457733,0.04558788922071478,0.07899437074191312,0.07900106600283234,256.4974850958679,0
Precious Metals,2,0.0010605389442598745,1550.7,1550.7,0,0.5806125505466526,0.5806125505466526,0.6466369208957091,0.6466369208957091,112.95,112.95,0.053082060493402035,0.053082060493402035,0.04169435215946844,0.04169435215946844,0,0
Publishing & Newspapers,53,0.0017419162549001,4264.855999999999,5169.7554987414005,0.17503719449821242,0.15076429650827292,0.17708805205128736,0.15204414840922578,0.17854438720525348,1428.9959999999996,1395.6931002517204,0.05481005106026007,0.0510521328591847,0.047747858524269604,0.046635089737212976,904.8994987414017,0
R.E.I.T.,54,0.0003187875044122838,60181.799999999996,60417.21227125924,0.003896443784964739,0.3769110377519789,0.3778283411545479,0.46516722099110586,0.4661386286554364,4329.400000000001,4288.900545748152,0.03453694243506823,0.03414967012400527,0.4775635368866926,0.47309615974101565,235.41227125924343,0
Real Estate (Development),15,0.0003302509907529723,4559.32,4798.594479322141,0.049863450715248045,0.5612935313583359,0.5738466672898787,0.6270183443971817,0.6389007173073098,373.02799999999996,358.5751041355717,0.05248913184657381,0.04824832169940451,0.09159320935211876,0.08804444862462658,239.2744793221409,0
Real Estate (General/Diversified),56,0.0021916351855042378,130836.04899999998,158539.09187481663,0.17473950775932995,0.559058510713825,0.6057299413912004,0.5878652501166521,0.6334865596714178,13045.911999999995,14215.600425036673,0.04851796813701777,0.04616784565770797,0.1245931261109453,0.13576406896653928,27703.042874816645,0
Real Estate (Operations & Services),43,0.0031727819697537213,22247.973,26873.230029815997,0.17211392246798196,0.5246789362164107,0.5714270224804805,0.6159939671945159,0.659587972990081,2047.9180000000001,3312.417594036801,0.0471767024522552,0.06612523128109433,0.1425787173249825,0.2306148253018293,4625.257029815995,0
Recreation,51,0.0013051142587244898,8388.98,9137.511958394598,0.08191857496907841,0.0681619262773668,0.07379506097361825,0.189923932895044,0.20342314944746454,5371.646000000001,5475.740608321082,0.1426702055116725,0.1416613197623014,0.14456658117334867,0.14736806914250328,748.5319583945984,0
Restaurant/Dining,107,0.05763844254876205,11370.761999999995,12153.038055584351,0.06436876540717308,0.18170494027351797,0.19180584638934378,0.4525505252565088,0.46907686284595224,1493.824999999999,1510.5837888831275,0.08129833342830381,0.0780855773862165,0.03764313564037692,0.0380654430479354,782.2760555843561,0.156
Retail (Automotive),29,0.01909060402684564,2222.67,2447.526584670044,0.09187094680745105,0.17932393793486257,0.19394680703021683,0.2685444613996107,0.2878905672834519,1050.121,1056.3566830659913,0.12775341308708588,0.12364011206685473,0.06407083587553387,0.06445129243843754,224.85658467004396,0
Retail (Building Supply),19,0.051219089859651255,6143.713999999999,9454.87043178106,0.3502064312432172,0.22245878074891712,0.30570119698081005,0.3057034357510737,0.4039139502975534,1742.6380000000001,1542.5257136437879,0.06533563066089196,0.048266177135528096,0.07562679558730354,0.06694234650793696,3311.1564317810617,0
Retail (Distributors),144,0.0016574457749031484,184152.74599999998,184777.1399461131,0.0033791731287496725,0.3820139621811857,0.3828133844095982,0.4068548813426924,0.4076719946473663,26232.232999999997,26285.531210777415,0.04891636197155992,0.048934752827818784,0.041476000950246096,0.041560271192922375,624.3939461131231,0
Retail (General),42,0.04146381505655766,69499.801,76534.11833660853,0.0919108691586482,0.497361448881758,0.5214471973635074,0.6134810550146951,0.6360739783670738,2744.268,3061.326532678292,0.03427426130031747,0.034146065744362186,0.021454058478489794,0.023932749444964003,7034.317336608525,1.18
Retail (Grocery and Food),57,0.03729461528143668,40992.53999999999,45365.7416216298,0.09639876843862111,0.3762732512639116,0.4003445649108784,0.4573022567789966,0.4825468873534135,6343.814999999999,6292.888675674042,0.0852577602920251,0.07808447895726624,0.0389254579059579,0.03861297551265747,4373.201621629807,0
Retail (REITs),4,0,6538.4,6538.4,0,0.39989480315345893,0.39989480315345893,0.4515687913089721,0.4515687913089721,487.9,487.9,0.03307541411530992,0.03307541411530992,0.42873462214411245,0.42873462214411245,0,0
Retail (Special Lines),131,0.057814687179415444,17189.143000000004,21823.328757231247,0.21235008686269677,0.10186690472229327,0.1256783561003957,0.22724585119258378,0.27150509696260006,8706.525999999998,8975.14684855375,0.1387897267574658,0.13024261182456515,0.0585536179793537,0.06036016200707568,4634.185757231244,0
Rubber& Tires,6,6.023333825608135e-05,11857.601,11869.668225138985,0.0010166438446381188,0.23862144609260938,0.23880629430059824,0.2504493740572058,0.2506403685422312,4829.6,4832.156554972204,0.0983016433147765,0.09832046876298468,0.1018924449882909,0.10194638188510735,12.067225138984213,0
Semiconductor,21,0.0013150391175314367,9205.16,9217.621845364394,0.0013519588429049593,0.14301441491885533,0.1431803049431474,0.245126448963723,0.24537687028498364,4484.095000000001,4487.422630927123,0.2340931364250519,0.23407470261936797,0.1891381573508397,0.18927851610369828,12.461845364394321,0
Semiconductor Equip,36,0.00011791663214663876,4730.28,4842.518088057124,0.023177629079782283,0.023783388291663418,0.024333978290214414,0.12857089272929792,0.13122125510574534,7686.131,7702.854382388575,0.28023302899126296,0.2793496179019802,0.21807571745858442,0.21855020372647688,112.23808805712451,0
Shipbuilding & Marine,29,0.0002783619378666087,21151.429999999997,22929.47469674443,0.07754406589161345,0.3129695427979479,0.3305813065468644,0.2738395522644093,0.2901793893215582,3905.249999999999,4028.414060651113,0.04273887590966627,0.04296977911429422,0.08484140777753635,0.08751714231264635,1778.0446967444332,0
Shoe,3,0.02592165608622764,873.2600000000001,888.2691964527374,0.01689712590808719,0.13086409022587941,0.13281459189471642,0.35499196526098376,0.35890357709771636,355.785,354.85316070945254,0.15545330563150783,0.15372832505890716,0.08955657807961256,0.08932201974190421,15.009196452737342,0
Software (Entertainment),73,0.0010672189580899492,13254.652000000002,13273.217967028115,0.0013987540228927525,0.26792884172947956,0.26820347873317113,0.34093303436412276,0.34124762118551416,1641.2180000000003,1648.1988065943776,0.11065982522667152,0.11094369430288879,0.09958149775191713,0.1000050607253823,18.565967028112937,0
Software (Internet),26,0.00091208589243147,3351.976,3364.5669450022024,0.003742218599901872,0.4033046189297527,0.40420719927801685,0.6259378397445737,0.6268152697833478,317.94,323.63881099955944,0.24238467697905564,0.24383397864751966,0.08721461312471025,0.08877786278375731,12.590945002202261,0
Software (System & Application),176,0.00442671486079834,1152.6569999999995,1242.746608214315,0.07249233883950332,0.021133802138293176,0.022700277814673767,0.08332278397238657,0.08907933778225825,1957.045,1983.5470783571366,0.3280270247900495,0.3261974010056233,0.12187898573108265,0.1235294569414705,90.0896082143156,2.48
Steel,42,0.0001567939688842664,47095.469,47292.07861421082,0.004157347699065662,0.46573672016564727,0.46677347924366136,0.35414608746464743,0.3550995436867663,9922.044000000004,9918.73307715784,0.06808880877968443,0.06794388052114578,0.06662027484602273,0.06659804408492764,196.60961421082175,0
Telecom (Wireless),7,1.3567840415659733e-05,198874.964,198876.1707001427,6.067595421098618e-06,0.5048668590137609,0.5048683757734539,0.5814005737862669,0.5814020504846614,15804.51,15805.260659971465,0.05798240842195099,0.057984835131461875,0.1278670659079895,0.12787313915467957,1.206700142705813,0
Telecom. Equipment,16,0.003738027293532619,287.16900000000004,291.4363749809881,0.01464256128380143,0.17070845115885627,0.17280683633407562,0.12452155708641874,0.12613855839150837,71.33200000000002,71.7075250038024,0.044746920719771675,0.04484445922216924,0.03359044632177738,0.0337672821385596,4.267374980988052,0
Telecom. Services,20,0.00022652355427055747,68987.55,69007.36366583715,0.0002871239355425531,0.38319593650130634,0.3832638122197373,0.49417750262803034,0.4942492843031124,12449.579999999998,12455.075266832568,0.08674681751676154,0.0867692978555219,0.13272416748755866,0.1327827521719797,19.813665837151348,0
Tobacco,1,0,6788.8,6788.8,0,0.12883440239875507,0.12883440239875507,0.2021655489511739,0.2021655489511739,4610.4,4610.4,0.3781696221588366,0.3781696221588366,0.24538283852974677,0.24538283852974677,0,0
Transportation,33,0.0009279108196966883,13418.460000000001,16668.164990589295,0.19496477221242112,0.2954966168140576,0.34254652695339344,0.3491897192161222,0.3999355760348865,3150.67,3359.8070018821395,0.08015807646206029,0.07630839247589095,0.049163232473913916,0.05242661805299043,3249.7049905892945,0
Transportation (Railroads),20,0.0003110012071614801,131146.2,133865.95683497383,0.020317016359332144,0.5225483246690995,0.5276669012473266,0.5795384945791806,0.5845318717035088,10651.749000000002,10552.347633005238,0.03704510234940406,0.036232124329903366,0.11542532395056058,0.1143481830053037,2719.756834973814,0
Trucking,20,0.000400050023622266,2605.3,3210.6847909950448,0.18855316868630562,0.2421845224262143,0.282558949602259,0.20403160755260744,0.24006044652701525,790.6250000000001,826.7750418009911,0.0486500326959166,0.04809144406994637,0.05493045326959953,0.057442058875093155,605.3847909950446,0
Total Market,4020,0.005465821265793865,6315045.308999987,6422048.973986774,0.01666191980475651,0.5103799922987058,0.5144714648865373,0.568777177860299,0.5727891296222916,462645.65799999924,465876.8160026432,0.055532919332175947,0.05496982282803861,0.07051951867928934,0.07101203320565108,107003.66498678643,2652.873
Total Market (without financials),3821,0.005540290028723687,2417557.082999988,2512705.6672610166,0.03786698358695772,0.3083843294158131,0.3165570255601462,0.38544767333370833,0.3944977438249746,430656.54699999926,433276.16214779497,0.07136483999787165,0.07030466930904838,0.07172720781931152,0.07216351299433202,95148.58426102856,1312.073
