Industry_Name,Number_of_Firms,ROC,Reinvestment_Rate,Expected_Growth_in_EBIT
Retail (General),42,0.03392920253803958,4.457066306292779,0.15122470543167962
Retail (Grocery and Food),57,0.07808176368036208,-0.1865070584377604,-0.014562800061656687
Retail (REITs),4,0.03307541411530992,-0.2562350032637667,-0.008475078843786872
Retail (Special Lines),131,0.12984200428400292,0.3006872748192543,0.03904183842522677
Rubber& Tires,6,0.08841255237097664,1.1728924020300295,0.10369841092000058
Semiconductor,21,0.16050911598134815,0.7590403384016771,0.12183289371103653
Semiconductor Equip,36,0.19824412734356672,0.6497511648482965,0.1288093526658165
Shipbuilding & Marine,29,0.042969352497664266,1.3255264057356932,0.05695701137301895
Shoe,3,0.14320928254219356,-0.3867758734995164,-0.05538989534849596
Software (Entertainment),73,0.10476179656644605,-2.317355329782751,-0.24277030763087004
Software (Internet),26,0.23598463973914674,0.04633861481982998,0.010935201324268664
Software (System & Application),176,0.2812943866200559,0.0787300282914378,0.022146315016819643
Steel,42,0.06535752470695748,0.5829554079631895,0.03810052247900863
Telecom (Wireless),7,0.05501818142716227,-0.06460173264706154,-0.003554269847285064
Telecom. Equipment,16,0.027006047367461553,3.923513804109675,0.10595859964067515
Telecom. Services,20,0.0816446474036632,2.292933808416729,0.18720577230812244
Tobacco,1,0.3231512447607213,-0.11867593357534699,-0.03835027565801406
Transportation,33,0.07592062376565148,0.5457971314715595,0.04143725867082409
Transportation (Railroads),20,0.03591238704621941,1.8196142380908527,0.06534669079313034
Trucking,20,0.04809144406994637,1.0326426400417525,0.04966127576780971
Total Market,4020,0.05085683067743622,0.8472211502243576,0.04308698258330291
Total Market (without financials),3821,0.06360399323384407,0.8239987823402332,0.05240961297666394
