Industry_name,Number_of_firms,_Dividends_,_Net_Income_,Payout,Dividends_Buybacks,Cash_Return_as_of_Net_Income,Dividends_Buybacks_Stock_Issuances,FCFE_before_debt_cash_flows_,FCFE_after_debt_cash_flows_,Net_Cash_Returned_FCFE_pre_debt_,Net_Cash_Returned_FCFE_post_debt_,Net_Cash_Returned_Net_Income,Cash_Firm_Value
Retail (General),256,20753.917399999995,80169.28300000002,0.2588761758041417,45501.625,0.56756931454657,41435.433,45150.758000000016,30374.75000000003,0.9177128986405939,1.3641407089770272,0.5168492401260466,0.050145172709159566
Retail (REITs),123,14842.788999999997,8987.041000000001,1.6515768649547715,11826.809000000001,1.3159847607238022,800.3840000000018,13060.141000000001,19786.106,0.06128448383520528,0.040451820080211934,0.08905979176015796,0.023244441181511564
Retail (Special Lines),639,15452.643140000002,21733.087000000018,0.7110192463684515,24900.634999999995,1.1457477255762136,22543.285999999993,23428.339000000047,6490.162000000055,0.9622229727852216,3.4734550539724283,1.0372795176313414,0.07301264711469158
Rubber& Tires,89,3242.9966000000013,8778.077,0.36944271507301674,2463.2080000000014,0.2806090673390085,1788.4460000000013,3049.429999999999,3131.6719999999987,0.5864853431624932,0.5710834340250198,0.2037400674430176,0.1035892365378709
Semiconductor,647,52471.75582,103103.29000000007,0.5089241654655245,84271.87899999999,0.8173539273092055,62184.306999999986,12279.279000000019,50859.22499999992,5.06416598238381,1.2226750800862594,0.6031263114882168,0.04762080213641853
Semiconductor Equip,367,12454.827619999995,43482.26799999999,0.28643463629818017,21688.852,0.4987976248157066,17034.853000000003,18233.294000000013,27128.341000000037,0.934271832615653,0.6279356706700192,0.3917655123233224,0.04936047151683857
Shipbuilding & Marine,348,60151.42797,61102.40300000002,0.9844363726578802,63121.922,1.0330513842475226,61594.488,57561.32100000003,35428.61700000004,1.0700673113461028,1.738551860491758,1.0080534475869956,0.17863260611386836
Shoe,85,3770.7662499999997,9203.425000000001,0.409713367577831,2174.835,0.2363071356587357,1917.71,11022.616,8288.769,0.17397957072985215,0.23136246166348706,0.2083691669134045,0.05564659539762826
Software (Entertainment),317,3383.7935100000004,123459.49600000004,0.027408126710642,100083.46099999998,0.8106582664163796,97571.21399999998,84872.44900000004,90586.70600000003,1.149621757703727,1.0771030133273634,0.7903095117122456,0.0351203362887375
Software (System & Application),1616,33027.51531,100414.06900000008,0.3289132253967318,90193.52100000001,0.8982159760899634,73280.795,77434.43400000012,96177.41600000016,0.9463592773209898,0.7619334979845983,0.7297861318616612,0.03441187476790311
Steel,718,29490.493700000014,58101.289000000055,0.5075703862611376,37625.33400000002,0.6475817429799188,33625.788000000015,23569.723000000136,19188.002000000037,1.42665181088466,1.7524382163395622,0.578744268479138,0.11604766727395016
Telecom (Wireless),98,34155.664529999995,46418.87699999999,0.7358141070495954,52206.972,1.1246926977574234,50595.045,36506.892000000036,30566.764000000083,1.3859039274008849,1.6552306616428176,1.0899670192365922,0.08353009059550842
Telecom. Equipment,453,11527.52596,21635.063000000006,0.5328168427334831,20542.519000000004,0.9495012332527064,16526.972000000005,11667.241000000016,11034.712000000021,1.4165278663567489,1.497725722248118,0.7638975675735264,0.07910960596325241
Telecom. Services,288,61204.45515000001,68212.39700000007,0.8972629293469917,56528.185000000005,0.8287083797978826,54932.130000000005,85360.15100000029,69312.2070000002,0.6435336554172663,0.792531826320288,0.8053100670249126,0.04049474810972552
Tobacco,56,28341.56986,39542.719,0.7167329555663585,30474.536,0.7706737617107211,30183.738,35050.036,50359.39200000001,0.8611613979512033,0.5993666087152124,0.7633197403547288,0.03372479197746289
Transportation,443,20408.73153000001,40449.50300000001,0.5045483878998465,34969.90000000001,0.8645322539562476,30134.71000000001,27712.584000000053,28822.66700000006,1.0874016656115486,1.04552122119719,0.7449958037803333,0.07780777709820902
Transportation (Railroads),49,12516.010760000001,31253.380000000005,0.40046902958975955,21787.740999999998,0.697132310169332,21675.763,10774.650000000001,11462.715000000004,2.011737086587499,1.8909798420356776,0.6935494016967123,0.0391059810364619
Total Market,47698,2490471.0777800065,5331723.031999978,0.46710436060400684,3592944.4499999983,0.6738805501403271,2938945.5229999996,3492787.635999988,4369073.859000035,0.8414326404240655,0.6726701396786747,0.5512187158562087,0.1215084172586813
Total Market (without financials),42566,1977742.458870007,3800288.5049999794,0.5204190303625429,2963303.241999998,0.7797574415998225,2420186.6689999993,2097338.6579999896,2428999.490000043,1.1539322272864965,0.9963718308561508,0.636842878064599,0.06675423138421084
