Industry_name,Number_of_firms,Total_Taxable_Income,Total_Taxes_Paid_Accrual_,Total_Cash_Taxes_Paid,Cash_Taxes_Accrual_Taxes,Average_across_all_companies,Average_across_only_money_making_companies,Aggregate_tax_rate,Average_across_only_money_making_companies,Aggregate_tax_rate
Furn/Home Furnishings,383,24928.621999999996,4534.023000000002,8712.073999999995,1.9214887088133412,0.14366739006588514,0.18188020982467473,0.2245594581861941,0.3494807695347138,0.4173612168371437
Green & Renewable Energy,253,24109.420000000002,3856.764000000001,5921.245000000003,1.53528839203021,0.1047793758008416,0.15996917387477594,0.16821071406205693,0.24559881573260586,0.2622435104613604
Healthcare Products,849,59475.29499999996,12243.774000000005,18169.13,1.4839484949656858,0.08334677413472792,0.20586319075844875,0.2531265101401547,0.3054903720948339,0.37793295843029334
Healthcare Support Services,463,93052.49,21463.314000000002,26025.97600000001,1.2125795671628345,0.1447747479852563,0.23065813714388514,0.25971458174281303,0.279691344100518,0.32062101339198246
Heathcare Information and Technology,443,33134.64500000001,4659.734000000001,8177.168999999998,1.7548574661128717,0.06131214221453263,0.1406302678057966,0.22487395319447645,0.2467860754204548,0.4227583645436675
Homebuilding,173,40827.74899999999,9914.853999999998,7527.026000000001,0.7591665999317794,0.18872652923726171,0.24284596243598933,0.2481363619770364,0.18436054360969062,0.18858996801548247
Hospitals/Healthcare Facilities,232,20810.16,4180.65,3672.8129999999987,0.8785267841125182,0.1718131529834948,0.20089465914726268,0.24815127049247704,0.17649133884602516,0.2660282195489921
Hotel/Gaming,650,43206.91599999999,8884.780000000002,9536.373000000001,1.073338113042754,0.11825805716497438,0.20563328333825087,0.16852537284561833,0.22071404031706413,0.3141477473018727
Household Products,549,72644.32699999995,16715.807999999983,18332.133000000013,1.096694398499913,0.1366916395957152,0.2301047953820261,0.24130165552677577,0.25235464016343667,0.26511713487682903
Information Services,81,6111.919,1572.1209999999996,2046.697,1.3018698942384208,0.16585514761820333,0.25722215886696137,0.34101850425538016,0.33486978475990925,0.44218384305788494
Insurance (General),202,85856.17300000001,18021.371999999985,12599.465,0.6991401653547805,0.15238045010153373,0.20990187857546344,0.20865588904602356,0.14675083409552855,0.15192609653608377
Insurance (Life),137,90516.34999999999,12944.730000000001,21535.861999999997,1.6636779600656015,0.13664672979645745,0.1430098540208482,0.07183122291024609,0.2379223422066842,0.2879198531663511
Insurance (Prop/Cas.),228,77408.113,14477.095999999998,12089.217,0.8350581497836308,0.1756962923521229,0.18702298039483276,0.18878690400254655,0.1561750639755293,0.16731918223314496
Investments & Asset Management,1374,85989.68099999992,14872.762000000004,14282.366000000002,0.9603035401225406,0.08615714630156937,0.17295984619363824,0.19069261902191179,0.16609395259880094,0.18691933241067035
Machinery,1492,82633.13799999998,17602.15200000001,23210.591999999993,1.3186224048059567,0.14714515530435857,0.2130156548090914,0.22325120255945105,0.2808872150056797,0.30589040138162504
Metals & Mining,1815,120932.91899999998,37290.12099999998,51788.84499999999,1.388808714243647,0.03902902271894731,0.3083537659419267,0.3317565500438143,0.4282443972099937,0.4682318193934174
Office Equipment & Services,137,3024.9300000000003,806.9530000000001,587.418,0.7279457415735489,0.19433541841163088,0.2667674954461756,0.3021198687433131,0.1941922623002846,0.22887241903019356
Oil/Gas (Integrated),36,634131.169,260922.80999999997,145851.418,0.5589830111058517,0.2803033369389523,0.41146504501815456,0.41130253590408833,0.23000196982905283,0.23000347506088525
Oil/Gas (Production and Exploration),590,196289.65999999997,61361.58300000002,37806.05800000002,0.616119339685223,0.08549234197609665,0.3126073120713543,0.3014558086952232,0.19260341069417525,0.1975501767325712
Oil/Gas Distribution,174,59234.09399999998,10411.082000000002,2861.1910000000016,0.27482167559529364,0.13257576188632905,0.17576164835069488,0.1749405437727766,0.04830311070512874,0.048660075007364044
Oilfield Svcs/Equip.,444,136265.67999999993,31366.58099999999,29293.797999999995,0.9339174709541982,0.13609775062804738,0.2301869480268253,0.24110328765131742,0.21497561234787813,0.2274775713791515
Packaging & Container,426,19926.26599999999,4538.914999999999,6022.655000000002,1.3268931011045597,0.1546920934997709,0.2277855269020298,0.25392942406887165,0.30224704417777043,0.3529145213512334
Paper/Forest Products,266,16973.688999999995,3539.52,3817.177999999998,1.078445099900551,0.1224691019938501,0.20852980162414905,0.22656847943379685,0.2248879427447975,0.28472313439521096
Power,488,260490.08899999998,54197.49500000002,39966.69800000001,0.7374270342199395,0.16229579615577702,0.20805972007633666,0.183360667021261,0.15342886231652375,0.1710170949623851
Precious Metals,853,24629.215999999997,6319.823,9510.309000000001,1.504837872832831,0.04188073378789107,0.25659862660670973,0.34701436392343155,0.38613933143466694,0.5101611847757186
Publishing & Newspapers,324,9133.588,1379.5920000000003,1844.2449999999992,1.3368046494905732,0.1388019161884983,0.1510460073303066,0.18550717202277714,0.20191900488614106,0.22421248532296273
R.E.I.T.,659,54581.810000000005,1717.877,2140.125000000001,1.2457964103367127,0.019801851377796918,0.031473434098282925,0.024524854213901014,0.03920949122060995,0.08950741592545058
Real Estate (Development),884,79432.458,23323.968999999994,58581.878999999986,2.511659958045734,0.14392586391939624,0.2936327237915764,3.8808974092597013,0.7375055547192054,7.336831679969069
Real Estate (General/Diversified),336,32799.899999999994,9221.712,10903.132000000007,1.1823327382160718,0.15451442812867944,0.2811506132640649,0.31301467735249383,0.3324135744316296,0.37279534381756724
Recreation,326,14484.003999999994,3555.803000000001,3222.5170000000007,0.9062698355336334,0.13549645390942844,0.24549862040910803,0.30329076172744,0.22248799434189623,0.2868175946735606
Reinsurance,34,22545.979999999996,3856.835,1495.5140000000001,0.38775680058908407,0.12877121702446767,0.1710653074295285,0.1710621390704733,0.06633173630066204,0.06744554910896493
Restaurant/Dining,394,37475.75400000001,7195.515000000002,8110.437999999998,1.127151843891646,0.13824157611958085,0.192004542456971,0.24377814866741196,0.21641827406594666,0.2771910599056479
Retail (Automotive),204,23680.734000000004,5389.205000000001,5493.3160000000025,1.0193184337949663,0.1796100862400052,0.22757761647084082,0.26995795159740127,0.231974059587849,0.277239861215441
Retail (Building Supply),120,37927.82699999999,9237.084000000003,10382.090999999999,1.1239576255883346,0.19923997301058546,0.243543717914554,0.25196423588412364,0.27373281891419726,0.29243072160887207
Retail (Distributors),1028,98477.19999999992,21740.575000000004,27513.575999999975,1.2655404008403628,0.16387364830784448,0.22076759899753468,0.22704626945303466,0.2793903157279045,0.28864073161995896
Retail (General),256,119235.02099999998,23107.059000000005,26692.195000000003,1.1551532802162316,0.1663147147490064,0.1937942292977833,0.20973573964203016,0.22386203966031093,0.24580962211476257
Retail (Grocery and Food),201,40195.055999999975,9435.835999999998,9774.328000000001,1.0358730270428613,0.20388956237660108,0.23475115944607725,0.28032338696769526,0.2431723941372294,0.2974821178129049
Retail (REITs),123,13476.880000000001,606.2160000000001,524.6170000000001,0.8653961624239545,0.036379179766419995,0.044981924599759,0.0718621573987155,0.038927184927075115,0.05142230606964487
Retail (Special Lines),639,54309.227999999974,13694.964000000002,13434.964999999998,0.9810149920803002,0.15364561217998884,0.25216642740714357,0.3397725089031046,0.24737904578573655,0.4052957067503708
Rubber& Tires,89,12822.105,2939.5870000000004,2690.5969999999998,0.9152976251425793,0.17233330756142265,0.22925931428575888,0.24979415117484358,0.20984050590757133,0.22436954888377983
Semiconductor,647,148248.40399999998,18085.100000000002,30663.077999999998,1.6954884407606259,0.07515801726668393,0.12199186980792052,0.11918171119266646,0.20683580512610444,0.25677964194073916
Semiconductor Equip,367,55310.38499999998,8617.454000000007,10854.889,1.2596399122060866,0.12472294376754772,0.15580173596694383,0.15958993097222968,0.196254085014957,0.206360500595581
Shipbuilding & Marine,348,77243.97700000003,10237.129000000008,13701.154999999995,1.3383786606576886,0.13686222773566767,0.13252980229125183,0.13698799781838528,0.17737505928779393,0.1838112017231396
Shoe,85,12845.402999999998,2432.546,1299.3760000000002,0.53416297163548,0.13799217449229226,0.18937093682463682,0.1995283612251855,0.10115494235564275,0.10985088274600834
Software (Entertainment),317,155695.95200000002,26092.377999999997,29142.631999999998,1.1169021083475028,0.11274319857375675,0.16758546169524044,0.17497423994379266,0.18717655549580373,0.19667048848260513
Software (System & Application),1616,150910.33000000005,28424.153000000002,38895.769000000015,1.3684055598771936,0.08178235100880618,0.18835127456152267,0.21881465438124229,0.25774093131994347,0.32253844738592274
Steel,718,89110.23399999997,18188.194000000007,30120.02700000002,1.6560207681972168,0.14045727797487256,0.20410892423422447,0.22752671422514226,0.3380086175062679,0.3772404738787389
Telecom (Wireless),98,90967.928,20333.875000000007,25694.411000000007,1.2636258952118078,0.17769531998554977,0.22352795591870583,0.2904959939325075,0.2824557134026402,0.34318788881077267
Telecom. Equipment,453,31624.382000000005,4674.93,10578.022000000003,2.262712382859209,0.0787113828288091,0.1478267622747537,0.10832472186535398,0.3344894455170697,0.4788870467253893
Telecom. Services,288,119397.189,26085.262999999995,20739.413000000004,0.795062445795544,0.13311420339943306,0.21847468285036423,0.3364812211293771,0.17370101569141636,0.23469500803394852
Tobacco,56,52401.587,11759.030999999997,14202.930000000002,1.207831665721436,0.17406817384601334,0.2244021922465821,0.22529234278138105,0.2710400736527312,0.2720256071149058
Transportation,443,59906.43900000001,13723.539,16471.923000000006,1.2002678755093716,0.1565575649802559,0.22908287037391753,0.2598687638892533,0.27496081013929075,0.3117381959218237
Transportation (Railroads),49,38440.82,9419.949999999997,9124.758999999998,0.9686632094650185,0.23196974015051325,0.24505070391318387,0.11464002999889514,0.23737160133420668,0.2545876937568147
Trucking,106,9789.675000000001,2522.616,2393.465,0.9488027507952063,0.20119370845273146,0.2576812815542906,0.25821312067636126,0.24448870876714496,0.2581070078667982
Utility (General),50,51790.35999999999,10462.17,7290.503999999999,0.6968443449112373,0.16337072200906733,0.20200998795914918,0.22274758732794683,0.14076951772492025,0.17783434692716663
Utility (Water),102,9288.047999999995,1837.703,1891.1860000000001,1.0291031793494378,0.14058888548396203,0.19785675095563685,0.20863737980003416,0.20361501146419583,0.21556416232949635
Total Market,47698,8140690.197999957,1772839.5730000052,1968422.9710000046,1.1103221075266458,0.12472016611425192,0.2177750939884145,0.23491016839096088,0.24180050132402975,0.2725896355774358
Total Market (without financials),42566,6124617.364999957,1403350.8690000053,1564436.0510000046,1.1147861062820197,0.12238530330050343,0.22913282338577817,0.253649665392427,0.25543408800363737,0.2963252656207857
