Industry_Name,Number_of_Firms,Goodwill_in_millions_,Change_in_Goodwill_in_last_year,Goodwill_as_of_Total_Assets,Impairment_of_Goodwill_in_LTM_in_millioins,Impairment_as_of_Goodwill
Reinsurance,34,8804.800000000001,1064.9400000000005,0.00943465269670573,0,0
Restaurant/Dining,394,60793.93099999999,288.9479999999676,0.13127571179732855,2495.785999999999,0.041053209735688906
Retail (Automotive),204,22927.451,-744.8199999999961,0.06877336659050771,1633.627,0.07125201139891216
Retail (Building Supply),120,15712.233999999999,832.6879999999983,0.0681732771241927,139.64,0.008887342181894695
Retail (Distributors),1028,60057.55000000002,6039.536000000007,0.03674490372470948,498.966,0.008308131117569728
Retail (General),256,113453.988,1286.8320000000385,0.057041237112878555,3730.209999999999,0.03287861507345162
Retail (Grocery and Food),201,72685.93000000001,-9499.042999999961,0.09197498828094705,352.841,0.0048543232507309185
Retail (REITs),123,5893.049999999999,-90.90000000000055,0.010486739121061402,145.566,0.024701300684704868
Retail (Special Lines),639,65421.124000000025,3617.7890000000334,0.08347691873760343,4903.322,0.07495013384361905
Rubber& Tires,89,7710.622,1343.688000000001,0.03480792675522305,10.31,0.001337116512779384
Semiconductor,647,208574.61800000002,1374.1419999999925,0.13084414958902946,1156.093,0.00554282688414177
Semiconductor Equip,367,23283.707999999995,-312.0020000000004,0.05861162119602432,1898.28,0.08152825142799422
Shipbuilding & Marine,348,14323.196,1230.930000000002,0.017890319036330357,87.33399999999997,0.0060973821764360395
Shoe,85,4740.901,1723.8730000000005,0.04244749620350656,442.865,0.09341367811730303
Software (Entertainment),317,92367.00099999999,4204.651999999987,0.08729397138731468,2679.3160000000007,0.029007285837936873
Software (Internet),151,24424.957000000002,-2769.547999999999,0.20510083354133152,729.4810000000001,0.029866214298760078
Software (System & Application),1616,400892.5630000003,8016.860000000452,0.2740099293020425,4294.517000000001,0.010712388795299246
Steel,718,23630.570000000007,709.0879999999961,0.01591831810248408,168.679,0.00713816890578602
Telecom (Wireless),98,140787.52600000004,18263.17300000004,0.07989283129496066,1203.8,0.008550473427596132
Telecom. Equipment,453,74305.32000000002,-2530.7649999999558,0.17851417882129264,4921.196,0.06622938976643931
Telecom. Services,288,291449.3089999999,-26018.765999999945,0.10618770411792637,39230.359000000004,0.134604398736111
Tobacco,56,57664.757,12788.961999999992,0.1395125026725291,726.948,0.012606452152395267
Transportation,443,49434.64000000001,1730.9010000000126,0.04580911455100691,438.354,0.008867344841592857
Transportation (Railroads),49,14953.429999999997,12688.221999999996,0.021029887796476243,35.14,0.002349962516960992
Trucking,106,11307.252999999999,-53.046000000002095,0.07536004326224174,68.953,0.0060981212678269435
Utility (General),50,82427.06999999999,-1996.0600000000122,0.05772862324420623,-0.03799999999999998,-4.610135966254773e-07
Utility (Water),102,6271.521999999999,21.95599999999922,0.024949434260086497,4.203,0.0006701722484589867
Total Market,47698,8555709.289000027,242534.9090000568,0.03014096602434815,154056.61799999984,0.01800629413601846
Total Market (without financials),42566,7306749.959000027,219767.32600005623,0.07662419784149728,154596.48399999985,0.021158036728706853
