Industry_name,Number_of_firms,_Dividends_,_Net_Income_,Payout,Dividends_Buybacks,Cash_Return_as_of_Net_Income,Dividends_Buybacks_Stock_Issuances,FCFE_before_debt_cash_flows_,FCFE_after_debt_cash_flows_,Net_Cash_Returned_FCFE_pre_debt_,Net_Cash_Returned_FCFE_post_debt_,Net_Cash_Returned_Net_Income,Cash_Firm_Value
Retail (Grocery and Food),14,1171.071,3171.5699999999997,0.3692401555065788,2154.386,0.6792806086575419,1676.116,1010.0329999999999,420.0569999999998,1.6594665718842851,3.9902108523367086,0.5284814776277995,0.04621168575764987
Retail (REITs),28,8577.606,5513.579999999999,1.5557235045106812,5329.629000000001,0.9666367405569525,-2601.2109999999993,12297.749999999998,16899.880000000005,-0.2115192616535545,-0.1539189035661791,-0.471782580464961,0.011420522776816953
Retail (Special Lines),105,6069.07,6972.523999999997,0.8704265485497078,14754.301,2.1160631358171025,13936.533,6321.168,3773.7360000000044,2.204740168272699,3.6930333759436227,1.9987787779575956,0.04486414325023439
Semiconductor,63,23975.2,49055.14200000001,0.48873979408723345,54855.227,1.118236025083772,51359.988,27685.267000000025,44076.23800000002,1.8551378969904806,1.1652534410944957,1.0469847992693608,0.020447513459422584
Semiconductor Equip,30,2940.6499999999996,14637.390000000001,0.20089988720666727,10975.177,0.7498042342248173,10328.279999999999,13060.921,11568.506,0.7907773119521968,0.892792898235952,0.7056094016761183,0.042449141282180414
Shipbuilding & Marine,8,169.7,578.4399999999999,0.29337528524998274,680.6479999999999,1.1766959408063067,677.218,258.4889999999998,210.35099999999989,2.6199103250041604,3.2194665107368174,1.1707661987414426,0.034613184442004764
Shoe,13,2218.7909999999997,6877.56,0.3226131069739849,917.523,0.13340821454120355,899.963,8420.079,7241.579,0.10688296392468527,0.12427717767078147,0.13085498345343405,0.04768554520903761
Software (Entertainment),84,235.41,93923.67300000005,0.0025063968697220758,90466.018,0.9631865440356016,89973.84199999999,55413.70400000005,62184.25100000004,1.623674930663359,1.4468911429036901,0.9579463741798081,0.02779043806426649
Software (System & Application),351,26468.845,97238.32000000008,0.27220590606666156,78137.651,0.8035685005664427,66388.049,76723.88500000015,92868.45200000016,0.8652852889292542,0.7148611565098542,0.682735458613435,0.028309766617784907
Steel,29,1786.074,14321.58,0.12471207785733139,7126.835,0.4976291023755759,7035.049,12606.556000000004,10905.458000000006,0.5580468606969261,0.6450943188264074,0.4912201726345836,0.09206029344919556
Telecom (Wireless),13,859.325,7780.02,0.1104528008925427,13772.85,1.7702846522245443,13772.492,2887.6060000000007,3379.857,4.769519110294132,4.074874173670661,1.7702386369186711,0.017674424001325816
Telecom. Equipment,66,7386.130000000001,16027.247000000001,0.46084832909856577,15674.184000000003,0.977971076380117,14293.764000000003,12630.185000000001,12871.303,1.1317145394149017,1.1105141414198705,0.8918414996661623,0.048149551329149144
Tobacco,16,14856.91,16885.910999999996,0.8798405961040541,15977.739,0.9462171747796138,15917.255,13122.400999999996,29206.831999999995,1.2129834319192048,0.5449839612868661,0.9426352537331272,0.017812652027244778
Transportation,36,7039.4,17378.891,0.4050546148197834,16414.645,0.9445162525042594,15472.904,1705.046999999998,8809.404000000002,9.074766853934243,1.7564075844404452,0.8903274668101665,0.03943094652770576
Transportation (Railroads),4,5268.3,12105.6,0.4351952815226011,12013.3,0.9923754295532645,12013.3,9074.5,10217.199999999999,1.3238525538597168,1.1757918020592726,0.9923754295532645,0.01055454881045288
Total Market,6481,700711.3805400002,1785480.618999999,0.3924497264677397,1556225.826999998,0.8716005149759617,1389702.485999998,1308488.795999996,1909631.7089999877,1.0620667828782864,0.7277332479610638,0.778335239941352,0.06131655924751868
Total Market (without financials),5214,586557.7755600002,1421325.188999999,0.4126837264965974,1304851.7859999982,0.9180529523423503,1148887.3889999983,1040850.5359999962,1368157.187999988,1.1037967020848058,0.839733474396663,0.8083212750266674,0.03477700453191491
