Industry_Name,Number_of_firms,Lease_Debt_My_Estimate_,Conventional_Debt,Total_Debt_with_leases,Interest_expense,Book_interest_rate,Short_term_Debt_as_of_Total_Debt,Lease_Debt_Accounting_
Insurance (Life),23,2299.244768979115,191456.946,193756.1907689791,2607.3540000000003,0.013618487364778087,0.21796343306650998,303.1
Insurance (Prop/Cas.),50,3775.1215204161417,69844.812,73619.93352041615,3199.655,0.04581091864059996,0.02227801580478103,1489.714
Investments & Asset Management,334,9266.191389066575,227967.50100000002,237233.6923890666,4040.3599999999997,0.017723403477586042,0.26703491286496156,6608.244999999998
Machinery,103,4459.74252302575,80834.59900000003,85294.34152302578,3862.1760000000004,0.04777874880037444,0.09031994271888076,3191.2440000000006
Metals & Mining,68,1442.1092459327447,21587.843,23029.952245932745,1212.805,0.05617999908559646,0.002841292398656161,958.968
Office Equipment & Services,17,1310.209586834586,6715.03,8025.239586834586,375.114,0.05586185020766847,0.006868336874691316,1352.3799999999999
Oil/Gas (Integrated),4,10029.57994013223,81633,91662.57994013223,2229.16,0.027307093944850733,0.06638573660885826,896.89
Oil/Gas (Production and Exploration),166,9847.046217294075,125501.05500000001,135348.10121729408,6729.862,0.0536239476233885,0.004097395353498284,7937.839000000003
Oil/Gas Distribution,24,4115.955669207586,151697.927,155813.88266920758,7479.829,0.04930739099684599,0.021475834234137646,3862.495
Oilfield Svcs/Equip.,100,10551.070879285398,113467.17500000003,124018.24587928543,6262.480999999999,0.05519200597000848,0.007025587240726853,6843.229
Packaging & Container,22,4513.239171677531,76734.40000000001,81247.63917167754,3811.04,0.04966533914385204,0.021739457992332144,3943.738
Paper/Forest Products,7,149.48479767923982,2778.5800000000004,2928.06479767924,167.17,0.060163824687430256,0.007198984192414567,131.48499999999999
Power,50,13208.55419070297,686122.4200000002,699330.9741907031,27272.482999999997,0.03974871277344354,0.04803795651021053,9299.57
Precious Metals,61,173.5307049772673,10984.191000000006,11157.721704977273,525.113,0.04780625173032768,0.003006365562955823,34.155
Publishing & Newspapers,21,2235.4396254078474,7794.267,10029.706625407847,493.59999999999997,0.06332859780143534,0.0008578595782667295,1945.8569999999997
R.E.I.T.,193,45128.42708120856,911833.901,956962.3280812085,21193.163999999997,0.023242351459797278,0.037813029780217645,34470.58100000002
Real Estate (Development),17,243.47576160282551,6092.789000000001,6336.264761602826,145.563,0.023891029215027792,0.004402804043373236,77.63
Real Estate (General/Diversified),11,172.44362891808737,1405.4,1577.8436289180875,30.28,0.02154546748256724,0,184.87
Real Estate (Operations & Services),60,15522.441727619349,32589.299,48111.74072761935,2035.559,0.06246096302961288,0.12794882443607603,18316.471999999998
Recreation,55,10742.621855732876,33094.00199999999,43836.62385573287,2075.8889999999997,0.06272704642974276,0.01217690264038672,9227.255
Reinsurance,1,85.31089172905922,4450,4535.310891729059,236,0.05303370786516854,0,0
Restaurant/Dining,64,47493.94931455408,96438.4,143932.34931455407,4079.5659999999993,0.04230229866940969,0.005060276124158745,45480.061
Retail (Automotive),30,18201.532749753896,84155.81800000001,102357.35074975391,3376.5969999999998,0.040123155834573425,0.1898814723209816,16886.152000000002
Retail (Building Supply),16,17138.42809335352,85489.40000000001,102627.82809335353,3676.525,0.04300562408906835,0.006161102736388129,17844.04
Retail (Distributors),62,8322.229670159839,79434.811,87757.04067015984,3654.9650000000006,0.0460121318851001,0.061657901009002966,8764.434000000003
Retail (General),26,121132.78406864748,216305.95,337438.7340686475,8490.462,0.03925209639401967,0.10095274159830282,127447.07699999999
Retail (Grocery and Food),14,17555.898116482527,24108.2,41664.09811648253,1083.024,0.04492347002264789,0.0036065160572702924,16753.620000000003
Retail (REITs),28,2903.518379348723,104733.1,107636.61837934873,4011.7,0.03830403186767125,0.00391734130072292,1863.0620000000004
Retail (Special Lines),105,83862.8041369596,47310.41599999999,131173.2201369596,2917.53,0.06166781539185791,0.04270515037306924,85410.63299999999
Rubber& Tires,3,1013.7554643899057,8667.04,9680.795464389907,523.226,0.06036963023131311,0.03959252913552107,1004
Semiconductor,63,6216.366342200199,177512.369,183728.7353422002,5513.113999999999,0.031057632947256754,0.0038562075352503093,5459.818000000001
Semiconductor Equip,30,1576.7317709487252,30673.465999999997,32250.197770948722,1563.845,0.050983641692138745,0.006374300433385231,1455.0210000000002
Shipbuilding & Marine,8,606.0555807922356,2418.391,3024.4465807922356,110.783,0.04580855618466989,0.004756742843849151,506.198
Shoe,13,5065.618673664403,12536.4,17602.018673664403,526.57,0.04200328642991609,0.03308924116842359,5576.08
Software (Entertainment),84,33128.9780517081,54292.242999999995,87421.2210517081,1496.0610000000001,0.027555704412506963,0.0015186428809402723,34666.72600000001
Software (Internet),35,2759.2164766903406,23608.566999999995,26367.783476690336,779.7599999999999,0.033028688272354695,0.00036539642987393374,2755.1890000000003
Software (System & Application),351,33258.193701603275,294172.4589999999,327430.6527016032,10629.420000000006,0.03613329417761711,0.10245196531374974,29909.322000000004
Steel,29,1612.5208833653596,25351.189999999995,26963.710883365355,1133.194,0.044699834603424936,0.016382822394678337,1161.2150000000001
Telecom (Wireless),13,34256.262594693355,89482.64,123738.90259469335,3813.487,0.04261705957714256,4.559529938840751e-05,34342.499
Telecom. Equipment,66,3192.5748561775836,41329.08299999999,44521.657856177575,2053.7300000000005,0.04969212600240854,0.004573001857437716,3301.885999999999
Telecom. Services,42,47476.131166904466,334459.42199999996,381935.5531669044,13828.205,0.041344940792249534,0.015515490127875864,47271.672
Tobacco,16,721.7785278920055,76773.89500000002,77495.67352789202,2810.2909999999997,0.03660477301561942,0.041564701090488695,112.881
Transportation,36,30812.705236225767,97250.963,128063.66823622577,3966.692000000001,0.04078820278622846,0.0007094164435531314,32470.006000000005
Transportation (Railroads),4,2988.5963612984488,69934.5,72923.09636129845,2944.6,0.04210511264111418,0,2161.2
Trucking,22,3098.2360411526824,24851.16,27949.396041152682,1215.554,0.048913370643462926,0.10155121482826358,3675.363999999999
Utility (General),14,2295.2733421423764,229218.1,231513.37334214238,8680.9,0.037871791102011575,0.0755622575750635,981.61
Utility (Water),13,169.047016781602,23685.95,23854.997016781603,932.0260000000001,0.03934931890002301,0.01935746775870944,129.82399999999998
Total Market ,6481,1120776.7814433612,21698014.015000015,22818790.796443377,374497.1489999999,0.0172595127250405,0.12606285183880334,991173.1759999982
Total Market (without financials),5214,1028354.941815557,8726573.772000011,9754928.713815568,350522.1869999999,0.04016721753097207,0.03385256390054155,927150.6179999982
