Industry_Name,Number_of_firms,Lease_Expense_Sales,Total_Debt_without_leases,Total_Debt_with_Leases,Lease_Debt_as_of_Total_Debt,Market_Debt_to_Capital_without_leases,Market_Debt_to_Capital_with_leases,Book_Debt_to_Capital_without_leases,Book_Debt_to_Capital_with_leases,Operating_income_before_lease_adj_,Operating_income_after_lease_adj_,ROIC_without_leases_,ROIC_with_leases_,Pre_tax_Operating_Margin_before_lease_adj_,Pre_tax_Operating_Margin_after_lease_adj_,Lease_Debt_My_Estimate_,Lease_Debt_Accounting_
Healthcare Products,230,0.009777938970380975,125599.22499999998,133007.31705471186,0.05569687607234877,0.11117369997228219,0.11239729750559911,0.36669182373351916,0.3695584033210456,29408.629999999997,29635.99458905761,0.174565679140772,0.1681472867133202,0.13294967540797936,0.13397753860033068,7408.092054711888,5778.6489999999985
Healthcare Support Services,119,0.004090134113139025,273517.9979999999,314918.3168580551,0.13146367372691065,0.2066226189284108,0.2117523051840508,0.4650274046538186,0.4727496861072266,87392.83999999998,86204.72922838898,0.6344798053092147,0.4716285936446093,0.039183419890367124,0.038650719005027985,41400.31885805522,31784.501000000004
Heathcare Information and Technology,128,0.012212629189326361,111597.01499999994,118661.63228483697,0.05953581750737282,0.13651971060302232,0.13845034763183783,0.3926305433277123,0.39651984860265554,21746.459999999992,21790.95854303259,0.1893358299265569,0.17839798231851617,0.14008066391084326,0.1403673029983578,7064.617284837033,5147.973000000002
Homebuilding,32,0.0027306458669149668,34243.88,35408.74183833264,0.03289757776910301,0.14085115205453377,0.14104057563334713,0.2472480988024758,0.2475393835335291,27772.571000000004,27875.561632333476,0.2105110764528821,0.20906182388989658,0.16243511385197026,0.16303748138534604,1164.8618383326393,1109.4929999999997
Hospitals/Healthcare Facilities,32,0.020330430255648246,87878.82200000003,97662.13543388566,0.10017509232642821,0.43882958146747103,0.44365037194401546,0.8000520541838008,0.8031616399620327,16048.187,16018.714313222865,0.2327076887149763,0.2015785833507554,0.11569354150132667,0.11548106893287978,9783.313433885633,7892.159
Hotel/Gaming,68,0.02639743202373901,227952.40800000002,285558.88546785933,0.20173239356035771,0.31651999266926095,0.32736720549245807,0.8366062734074267,0.8432861357524996,33223.093,25946.399506428123,0.18067604283626174,0.10507669501960201,0.17139569325713905,0.13385572291330425,57606.47746785931,43762.80699999999
Household Products,93,0.01231754563877626,100849.98900000002,107660.48975246462,0.06325905416298458,0.14018476802306848,0.1420395966697854,0.544351859755139,0.5481451353417436,36328.386,36587.74384950707,0.3739717037728282,0.34991518782415404,0.1685988615827197,0.16980253295335077,6810.500752464606,5175.460000000001
Information Services,18,0.021946408491170015,21299.94,23187.118353031256,0.0813890852799544,0.26214219675772404,0.26289829475513876,0.5904281412718185,0.5913722210023364,4181.09,4398.624329393749,0.2828513616082105,0.25839239350456994,0.11632760029506121,0.12237990878882006,1887.1783530312568,1796.8999999999999
Insurance (General),21,0.010002197704766189,55883.00000000001,59985.37227314275,0.06838954427860566,0.20328789796634852,0.20592429100406523,0.42146086640314273,0.42541587650529594,16143.970000000001,16187.539545371446,0.16425026243261046,0.15709652893162165,0.15227330392370475,0.15268426099462126,4102.372273142741,3138.547
Insurance (Life),23,0.0033776939799655837,191456.946,193756.1907689791,0.01186669060665302,0.47724963292652933,0.47983380623416055,0.5962156928024377,0.5987062681711944,141.92100000000028,277.9930462041739,0.0005577754242557317,0.0010816809572142688,0.0006561673843832166,0.0012852923105425914,2299.244768979115,303.1
Insurance (Prop/Cas.),50,0.003834670155600911,69844.812,73619.93352041615,0.05127852389827589,0.1581112212124045,0.1623541698682306,0.3015520396933602,0.30823494858015366,23646.666,23900.68769591677,0.11225564248337308,0.11118635097908262,0.0741210434078295,0.07491728052428294,3775.1215204161417,1489.714
Investments & Asset Management,334,0.016093672815046284,227967.50100000002,237233.6923890666,0.03905933974112703,0.2851236096795553,0.28742573556682555,0.44421146494340247,0.44699492271405256,20498.217999999997,20092.553722186676,0.06566112156208569,0.062276902501682864,0.1499916403489553,0.14702327253960745,9266.191389066575,6608.244999999998
Machinery,103,0.008525604573360048,80834.59900000003,85294.34152302578,0.05228649923772274,0.14246931685301312,0.14430985657050793,0.41917157864572563,0.4228242218163744,27642.172000000013,27953.442495394855,0.29120233612214663,0.2796004159303503,0.147792130725919,0.1494563751183827,4459.74252302575,3191.2440000000006
Metals & Mining,68,0.007803402688127905,21587.843,23029.952245932745,0.06261885524263001,0.1341119181571463,0.1365935261422664,0.3329381502958972,0.337664135283314,10621.566999999995,10583.191150813449,0.25111091780680556,0.24179215777846566,0.19621084093017843,0.19550192880447212,1442.1092459327447,958.968
Office Equipment & Services,17,0.020579220120902294,6715.03,8025.239586834586,0.16326111795889386,0.3457549564797683,0.34456840647253745,0.5727308991553095,0.5714457703443543,1352.279,1390.1670826330826,0.17127716980895483,0.14670149372035202,0.07292311757505164,0.07496627368747043,1310.209586834586,1352.3799999999999
Oil/Gas (Integrated),4,0.005987281038932513,81633,91662.57994013223,0.1094184774930279,0.10118001952716905,0.11113222576377609,0.16980285251478194,0.18511474559861918,90884.8,91961.88401197355,0.1738599083549892,0.17173986073981184,0.155957937510296,0.1578062091798459,10029.57994013223,896.89
Oil/Gas (Production and Exploration),166,0.020771752127494787,125501.05500000001,135348.10121729408,0.07275348622353536,0.18667583055897338,0.18884246603997282,0.3084320824916054,0.3114706894734434,97139.36400000002,98229.22075654114,0.2899009045295478,0.28430172973924106,0.37265839691067637,0.37683944417134074,9847.046217294075,7937.839000000003
Oil/Gas Distribution,24,0.008794215579882077,151697.927,155813.88266920758,0.026415846898223745,0.4121265365587155,0.4125209705549901,0.6189468791436042,0.6193307212363056,39229.449,39497.29786615849,0.2096053364279256,0.20604329994630977,0.37953024273539593,0.3821215803091032,4115.955669207586,3862.495
Oilfield Svcs/Equip.,100,0.008821359493440423,113467.17500000003,124018.24587928543,0.08507676273340782,0.2376889279216096,0.2432269507930905,0.38219819072781075,0.3893833664429199,65501.288000000015,66323.39182414292,0.29885937675725005,0.2871019930258733,0.0872091490275141,0.08830370727369344,10551.070879285398,6843.229
Packaging & Container,22,0.011135982671543018,76734.40000000001,81247.63917167754,0.05554917309216808,0.3782286453204903,0.37988410428510205,0.6103387810613522,0.6120101888654984,14345.937999999998,14660.644165664493,0.1505824623189605,0.1454694479532388,0.0975946017284918,0.09973552990617715,4513.239171677531,3943.738
Paper/Forest Products,7,0.008970074040994046,2778.5800000000004,2928.06479767924,0.0510524213117552,0.27081976372857797,0.27203680189153673,0.4734364120284507,0.4749708857695535,981.52,992.7560404641521,0.19260220530685337,0.18845915638486435,0.099619899214932,0.10076030717260351,149.48479767923982,131.48499999999999
Power,50,0.016720978754849403,686122.4200000002,699330.9741907031,0.018887414798105424,0.48026172507183806,0.48166097793207796,0.6126042500787466,0.6139336214112948,62836.041000000005,62815.75416185935,0.05875321596113323,0.05790570157485672,0.16292988851641926,0.162877286025492,13208.55419070297,9299.57
Precious Metals,61,0.05970336635487724,10984.191000000006,11157.721704977273,0.015552521344913823,0.13055580530635644,0.13198988940179562,0.23417300801351054,0.23643575536699965,1903.9229999999995,1919.5428590045462,0.04792258669068911,0.04810139207913219,0.09481534785916063,0.09559321669368132,173.5307049772673,34.155
Publishing & Newspapers,21,0.01624461029284487,7794.267,10029.706625407847,0.2228818557608554,0.23976384699862907,0.24514393589381342,0.3931677576481221,0.4001781413480668,2078.4770000000003,2021.8480749184312,0.18505599700551786,0.14741204059689325,0.07799268875649687,0.07586774721107596,2235.4396254078474,1945.8569999999997
R.E.I.T.,193,0.030623932488641457,911833.901,956962.3280812085,0.04715799750622882,0.4387055662699756,0.4414651235052642,0.6113857800268127,0.6140432595563887,45038.337000000014,40277.676583758366,0.034511816330020914,0.029812369849230053,0.243406841238619,0.21767815338482216,45128.42708120856,34470.58100000002
Real Estate (Development),17,0.005071574491172449,6092.789000000001,6336.264761602826,0.038425755672058706,0.4781693478047758,0.484795077605791,0.553244519840473,0.5597945681396619,341.629,302.3348476794348,0.033904891835056385,0.029287042485061747,0.1260895802230371,0.11158676233778687,243.47576160282551,77.63
Real Estate (General/Diversified),11,0.04106583072100314,1405.4,1577.8436289180875,0.10929069633873056,0.24317397206885252,0.24171470192446345,0.2860675980236095,0.28444766878926364,195.55,199.23027421638253,0.0550578319908151,0.05312220372276945,0.16131826431281968,0.1643542931994576,172.44362891808737,184.87
Real Estate (Operations & Services),60,0.039877146652715224,32589.299,48111.74072761935,0.32263313471650035,0.3204366547821268,0.3082714813242523,0.5752478381059873,0.5614005900027824,-269.21300000000014,48.90165447613069,-0.005657496748064557,0.0007664367212765568,-0.0028357035717595817,0.000515096211040762,15522.441727619349,18316.471999999998
Recreation,55,0.026456753136128514,33094.00199999999,43836.62385573287,0.2450604291764585,0.36122680533836504,0.3693821811903066,0.661753059563846,0.6695811977434633,5965.447,4999.642628853424,0.17043406957282467,0.10703218841953867,0.09659043658909008,0.08095246916289396,10742.621855732876,9227.255
Reinsurance,1,0,4450,4535.310891729059,0.01881037348170303,0.2944640753828033,0.2984245857127374,0.3530905339998413,0.357440082484535,1733,1732.9378216541882,0.30708927347604087,0.30116910073399067,0.0965567194116336,0.09655325505093537,85.31089172905922,0
Restaurant/Dining,64,0.05316738051018968,96438.4,143932.34931455407,0.3299741131214316,0.2023424721254187,0.20462608516509845,1.0208882531325867,1.020589990753954,25902.815,22110.648137089185,0.45138512799282055,0.1991994871600224,0.1580022591623619,0.13487076046383994,47493.94931455408,45480.061
Retail (Automotive),30,0.012183555169941651,84155.81800000001,102357.35074975391,0.1778234061005888,0.36213922855469793,0.3651324749998421,0.798273813774521,0.800348763971323,16267.717999999999,15039.967450049213,0.1751050704432597,0.1319944762441767,0.06175620642981021,0.057095367312297,18201.532749753896,16886.152000000002
Retail (Building Supply),16,0.014787948152047849,85489.40000000001,102627.82809335353,0.1669959153550815,0.16708154104636946,0.16613035370375878,1.120328648153555,1.1212560937420997,35250.530000000006,34874.04438132928,0.5223578636708903,0.40043721088110673,0.12513815577176424,0.12380164491660697,17138.42809335352,17844.04
Retail (Distributors),62,0.013213393633510232,79434.811,87757.04067015984,0.09483261521362649,0.245016461744788,0.24408909195893314,0.5667226340537043,0.565489649174727,23209.702999999998,23646.057065968045,0.19848875794802914,0.18646602445066068,0.11953213688630857,0.12177940105613401,8322.229670159839,8764.434000000003
Retail (General),26,0.012276781109592414,216305.95,337438.7340686475,0.3589771174402421,0.12030075220598029,0.1183525185747442,0.4975879248232673,0.4929535053619463,77575.048,71667.98918627047,0.18249994630374908,0.12642677216633857,0.044133968058007046,0.04077332630884682,121132.78406864748,127447.07699999999
Retail (Grocery and Food),14,0.009065932778369243,24108.2,41664.09811648253,0.4213675300831083,0.3538582466641133,0.35831710070912415,0.6138870927420712,0.6184861862456634,6512.902,5366.172376703495,0.15178827311936022,0.0838077691047704,0.024225596853965255,0.01996018497543851,17555.898116482527,16753.620000000003
Retail (REITs),28,0.007307604446926239,104733.1,107636.61837934873,0.02697519137135764,0.36816166906118214,0.37042376508860575,0.5300495310191674,0.5324680632418873,8686.099999999999,8275.715324130257,0.04756170322431454,0.04458731196833777,0.36745097043843167,0.35009033132520506,2903.518379348723,1863.0620000000004
Retail (Special Lines),105,0.048238265808198656,47310.41599999999,131173.2201369596,0.6393286987191242,0.26781319575483087,0.2655200484001674,0.6360829490501292,0.633364202864661,22150.931000000004,22950.711172608084,0.29168252376291975,0.1360900334994555,0.04617263081820448,0.047839737029024824,83862.8041369596,85410.63299999999
Rubber& Tires,3,0.015547684780366076,8667.04,9680.795464389907,0.1047181988421231,0.701529488997617,0.7017405533587942,0.6498070945659931,0.6500364885280685,375.48,427.87790712201894,0.032527847226192765,0.0340745921965329,0.018445123448906007,0.021019124368608658,1013.7554643899057,1004
Semiconductor,63,0.006968493177689705,177512.369,183728.7353422002,0.03383448065770459,0.05678679556175087,0.05700810294721246,0.30768337111823096,0.30856259096289373,58725.50799999998,58762.28273155997,0.17333057708418476,0.17015671301130939,0.19711975635060902,0.19724319548927027,6216.366342200199,5459.818000000001
Semiconductor Equip,30,0.009060111170759983,30673.465999999997,32250.197770948722,0.048890607807963886,0.0719131674240597,0.0721657639254397,0.3856389110464103,0.38653452220497114,19735.880000000005,19859.328645810252,0.39619051283239937,0.3848054489222779,0.2418675138617241,0.24338040394069302,1576.7317709487252,1455.0210000000002
Shipbuilding & Marine,8,0.04172188783666161,2418.391,3024.4465807922356,0.20038561257494023,0.22353111313019872,0.22942151889413903,0.28199410099813244,0.28885198883817204,795.124,891.3748838415527,0.08832600037554313,0.09235139499766344,0.10650740465993001,0.11940027650657051,606.0555807922356,506.198
Shoe,13,0.022439151906417258,12536.4,17602.018673664403,0.2877862344984002,0.08224615226480794,0.08011440800391599,0.4384013771416178,0.43137742237973503,8843.4,8825.407265267118,0.2871665104651502,0.24174634537858772,0.12199139215361694,0.12174318911420734,5065.618673664403,5576.08
Software (Entertainment),84,0.014014101358805079,54292.242999999995,87421.2210517081,0.3789580796648093,0.031082369812721687,0.030561494934367585,0.16685684832485473,0.16444684777629556,123724.92300000001,122324.21538965842,0.35298725691542476,0.31737746935744227,0.2680484859792075,0.26501387059899334,33128.9780517081,34666.72600000001
Software (Internet),35,0.029566319498024303,23608.566999999995,26367.783476690336,0.1046434744554674,0.10697212336833092,0.10698653549795539,0.5188435528953421,0.518881213585619,-968.8090000000001,-835.1582953380669,-0.037675224078666816,-0.029254750240590897,-0.03359481657046853,-0.02896029014923224,2759.2164766903406,2755.1890000000003
Software (System & Application),351,0.014842165351222578,294172.4589999999,327430.6527016032,0.10157324437157204,0.05785052400392516,0.05841338019643433,0.4037655070426813,0.40624274665626864,128521.15899999996,128741.80425967927,0.4685097794455836,0.416597431975511,0.25298655593299035,0.25342088351580655,33258.193701603275,29909.322000000004
Steel,29,0.004867667042481885,25351.189999999995,26963.710883365355,0.059803373887982444,0.16559883222310065,0.1679434941873973,0.2593063303131382,0.26256027223586476,18744.280000000002,18806.213823326932,0.2266050565347989,0.22221380821758743,0.12104448776971048,0.12144443633643207,1612.5208833653596,1161.2150000000001
Telecom (Wireless),13,0.08432545629202688,89482.64,123738.90259469335,0.27684310977688004,0.3910090452983495,0.3908431811819875,0.6191718711801836,0.6190075989863596,14859.11,13225.20148106133,0.09062588389667195,0.06552309668706069,0.16792801039724245,0.14946263752117678,34256.262594693355,34342.499
Telecom. Equipment,66,0.01334892036096043,41329.08299999999,44521.657856177575,0.07170835521199262,0.10267667888943115,0.10245104955940504,0.37056071495293147,0.3699891402374269,22453.31199999999,22748.49702876448,0.6807677355562296,0.6252011323808729,0.19578373512751376,0.19835762834581644,3192.5748561775836,3301.885999999999
Telecom. Services,42,0.040328876465909276,334459.42199999996,381935.5531669044,0.12430403709014638,0.5552515619461823,0.555383790159887,0.6185127101251282,0.6186390480971914,59521.957,59869.92876661911,0.13185135486089447,0.11919813095034337,0.2086157899836036,0.2098353803439346,47476.131166904466,47271.672
Tobacco,16,0.006322577347267681,76773.89500000002,77495.67352789202,0.009313791274195779,0.2572203640115405,0.25873063108247973,1.1504726022944163,1.1491137683821062,25041.662999999997,25137.380294421593,0.9008275364472546,0.878927354217841,0.4081835064651061,0.4097437151807317,721.7785278920055,112.881
Transportation,36,0.042634271016650065,97250.963,128063.66823622577,0.24060458099161086,0.25382293580430737,0.25139522991909635,0.6467632265896147,0.6438199742494414,23172.968999999997,23105.711952754846,0.22006424045340298,0.16711231738218532,0.0795021944889079,0.07927144793024148,30812.705236225767,32470.006000000005
