Industry_Name,Number_of_Firms,CEO_Holding,Corporate_Holdings,Institutional_Holdings,Insider_Holdings
Recreation,55,0.04341304347826086,0.1138565909090909,0.4325595833333333,0.12088354166666666
Reinsurance,1,0,0.00010999999999999999,0.9681000000000001,0.0044
Restaurant/Dining,64,0.04931461538461538,0.03541760000000002,0.5401412962962963,0.14467943396226413
Retail (Automotive),30,0.0697595833333333,0.05711720000000001,0.6276538461538462,0.13650464285714287
Retail (Building Supply),16,0.04815933333333334,0.023068666666666668,0.6376124999999999,0.097176875
Retail (Distributors),62,0.10284428571428571,0.06499446808510637,0.6068818,0.19449156862745096
Retail (General),26,0.044223461538461545,0.04082291666666665,0.6513320833333335,0.11564730769230767
Retail (Grocery and Food),14,0.16192249999999997,0.04077153846153846,0.5741109090909091,0.2714607692307692
Retail (REITs),28,0.005546785714285715,0.006310384615384614,0.7888435714285713,0.032295714285714275
Retail (Special Lines),105,0.052555512820512816,0.07558184210526314,0.5112140909090909,0.14147047058823525
Rubber& Tires,3,0.080535,0.088185,0.5496,0.100445
Semiconductor,63,0.02110433962264151,0.018409591836734705,0.5984157894736843,0.08122157894736841
Semiconductor Equip,30,0.015552499999999999,0.03408777777777779,0.6812737931034483,0.07548931034482759
Shipbuilding & Marine,8,0.007353333333333333,0.15683999999999998,0.47915571428571435,0.09603285714285713
Shoe,13,0.017084999999999996,0.022086250000000005,0.648344,0.0665
Software (Entertainment),84,0.06470574074074074,0.12463142857142856,0.38017471698113203,0.1822494915254238
Software (Internet),35,0.15122222222222223,0.08149719999999996,0.503754090909091,0.24078137931034488
Software (System & Application),351,0.07617670542635657,0.05086843220338976,0.4265529149797569,0.154792846975089
Steel,29,0.038748750000000026,0.013777083333333336,0.6512261538461536,0.07850461538461538
Telecom (Wireless),13,0.09014666666666665,0.24048500000000003,0.2757879999999999,0.15032888888888887
Telecom. Equipment,66,0.06225744680851064,0.044257333333333336,0.4802460416666667,0.12152163636363639
Telecom. Services,42,0.0542137037037037,0.04443285714285714,0.40528416666666667,0.18083516129032265
Tobacco,16,0.091965,0.07744500000000001,0.3131466666666667,0.14721461538461536
