Industry_Name,Number_of_Firms,Std_Deviation_in_Equity,Std_Deviation_in_Firm_Value,E_D_E_,D_D_E_
Retail (Automotive),30,0.46787574959813977,0.33645196965843865,0.6348675250001579,0.3651324749998421
Retail (Building Supply),16,0.4521058266464563,0.3928814975560802,0.8338696462962412,0.16613035370375878
Retail (Distributors),62,0.37735750438183585,0.30534212156389245,0.7559109080410669,0.24408909195893314
Retail (General),26,0.38283198873816127,0.34693989931226604,0.8816474814252558,0.1183525185747442
Retail (Grocery and Food),14,0.25647926947712857,0.1857076241012076,0.6416828992908759,0.35831710070912415
Retail (REITs),28,0.20718002005434216,0.14818867752373557,0.6295762349113943,0.37042376508860575
Retail (Special Lines),105,0.4400785368755131,0.34895442093681883,0.7344799515998326,0.2655200484001674
Rubber& Tires,3,0.4077252655256018,0.20446085262381003,0.29825944664120585,0.7017405533587942
Semiconductor,63,0.4147143445700453,0.3958854047799948,0.9429918970527875,0.05700810294721246
Semiconductor Equip,30,0.3704014298865129,0.34913999874515894,0.9278342360745603,0.0721657639254397
Shipbuilding & Marine,8,0.4507472470693009,0.3697577193064557,0.7705784811058609,0.22942151889413903
Shoe,13,0.3627990889011926,0.3396959899823372,0.919885591996084,0.08011440800391599
Software (Entertainment),84,0.5278932207822914,0.5150169798035865,0.9694385050656324,0.030561494934367585
Software (Internet),35,0.65221602599035,0.5968830046485857,0.8930134645020447,0.10698653549795539
Software (System & Application),351,0.5208648982480728,0.49663636491381785,0.9415866198035656,0.05841338019643433
Steel,29,0.3810220503199221,0.3305739540570522,0.8320565058126027,0.1679434941873973
Telecom (Wireless),13,0.6030586941268392,0.42246286230163743,0.6091568188180125,0.3908431811819875
Telecom. Equipment,66,0.4662214509006452,0.42832925691394846,0.8975489504405949,0.10245104955940504
Telecom. Services,42,0.5041671435022144,0.29647806531781873,0.44461620984011296,0.555383790159887
Tobacco,16,0.4800026780389306,0.38307298119565486,0.7412693689175203,0.25873063108247973
Transportation,36,0.5311913745643302,0.42687409373211543,0.7486047700809036,0.25139522991909635
Transportation (Railroads),4,0.2227735820416239,0.18581144000270378,0.7885753268996035,0.21142467310039645
Trucking,22,0.28328548955431604,0.24613373082216222,0.8336769518719606,0.16632304812803944
Utility (General),14,0.1492727509573606,0.09739841491013959,0.5410229667997655,0.4589770332002346
Utility (Water),13,0.28198719816416,0.20852098093260052,0.6627268690709837,0.33727313092901634
Total Market,6481,0.42031449597641213,0.31708920170766036,0.6829659117918159,0.31703408820818413
Total Market (without financials),5214,0.4700345950094993,0.40184070906856495,0.815661408370401,0.18433859162959904
