Industry_Name,Number_of_firms,Average_Unlevered_Beta,Average_Levered_Beta,Average_correlation_with_the_market,Total_Unlevered_Beta,Total_Levered_Beta
R.E.I.T.,53,0.484438547115686,0.8413396976264145,0.3973908191470871,1.219048160587675,2.1171593733145797
Real Estate (Development),13,0.40144843690109544,0.5694531085571933,0.2957590964311272,1.3573494162827209,1.925395078050628
Real Estate (General/Diversified),3,0.40555602699184784,0.549722075661478,0.15177477796764297,2.672091057700699,3.6219593467543985
Real Estate (Operations & Services),34,0.5146706903185223,0.7838457397869112,0.24335702633337014,2.114879106114178,3.220970241118643
Recreation,17,0.8540035371210009,0.9510150929418125,0.19431791633404433,4.394878008330003,4.8941194455119605
Restaurant/Dining,22,0.6480804354434316,0.8819631171538661,0.28874913867870905,2.2444411034747715,3.0544268328891047
Retail (Automotive),10,0.4628432734676854,0.7885001679756474,0.24325682625867628,1.9026938753838036,3.2414307960146043
Retail (Building Supply),10,0.8995651396602377,1.0339876770484948,0.30459317858407736,2.9533331765403577,3.3946514556073075
Retail (Distributors),33,0.7635828997425433,0.8728966046284056,0.28344356363803547,2.6939503933053066,3.0796134278890044
Retail (General),10,0.924645755919913,1.1028131281509244,0.3498439145897566,2.643023695307652,3.1523004464551994
Retail (Grocery and Food),12,0.39214453659390736,0.4909134136115663,0.26354671791046974,1.4879507500720384,1.862718752499646
Retail (REITs),18,0.5587697811641603,0.994458799753531,0.5578833193067103,1.0015889735842105,1.7825569708543345
Retail (Special Lines),41,0.8114708457088506,0.927939765605568,0.22085494607187803,3.6742253689204434,4.201580186950247
Semiconductor,10,0.9434910504207057,1.1677338931834913,0.1852622102286093,5.092733425000486,6.30314132462597
Semiconductor Equip,2,0.353366048683426,0.35005238095707963,0.03162277660168379,11.174415616135702,11.06962824189324
Shipbuilding & Marine,9,0.3275206198987506,0.41306414928443724,0.19640899704405004,1.667543874404568,2.1030816077727663
Software (Entertainment),38,1.0839482371411382,1.1215480745617745,0.20039186891759767,5.409142811013276,5.596774363250047
Software (Internet),20,1.3535008735191154,1.3587049735705707,0.22063682054881997,6.134519479352397,6.158106204535032
Software (System & Application),229,1.1681254663640601,1.1979248676535565,0.1863907730411657,6.267077749101194,6.426953695765759
Steel,52,0.727059505143749,0.7209210242927261,0.19067936901684193,3.8129951283797814,3.780802443441325
Telecom (Wireless),3,0.1498924378321545,0.2938678286183141,0.3349439440445711,0.44751499615771007,0.8773642092755946
Telecom. Equipment,18,0.850784570848334,0.8887924847827082,0.18577795096466776,4.579577750914805,4.784165613667165
Telecom. Services,22,0.5654318774116547,0.8179614713606506,0.2802653381566469,2.0174877176414214,2.918525268734704
Tobacco,2,2.251790877410107,1.106410670648875,0.1870765653402151,12.036734121748644,5.91421308509043
Transportation,45,0.7329141098533739,0.8675041961085335,0.1832289361776994,3.99999107751506,4.7345370999000345
Transportation (Railroads),3,0.7029036504941172,0.8113256284034346,0.5269729642435351,1.3338514462561262,1.539596304656891
Trucking,3,0.7920906309103621,0.9088406694512692,0.27072807833124873,2.9257793864336503,3.357024048090273
Utility (General),6,0.2521070880486272,0.48286864588095174,0.316353064643205,0.796916850901897,1.5263599435192743
Utility (Water),6,0.4389426603262326,0.5676577184571823,0.10454822128975676,4.1984708578608645,5.429625788504919
Total Market,4589,0.6842470340695541,1.0003788717918645,0.19769984837739357,3.461039751347608,5.060089221121806
Total Market (without financials),4243,0.8451282715789008,1.0101111949779493,0.193272361248621,4.372732169871655,5.226361329950153
