Industry_Name,Number_of_firms,Lease_Debt_My_Estimate_,Conventional_Debt,Total_Debt_with_leases,Interest_expense,Book_interest_rate,Short_term_Debt_as_of_Total_Debt,Lease_Debt_Accounting_
Shipbuilding & Marine,9,0,4125.5,4125.5,194.26000000000002,0.047087625742334265,0.03450889434337657,0
Software (Entertainment),38,0.1470231634521042,2477.4229999999993,2477.5700231634514,118.75999999999999,0.04793690863449642,0.005057328467531123,0
Software (Internet),20,692.9377600178404,2615.762,3308.6997600178406,110.31900000000002,0.042174708555289056,0.004940409367142095,228.9
Software (System & Application),229,748.866788320247,17331.924,18080.790788320246,959.0710000000005,0.05533551843407579,0.08214426353790258,453.09000000000003
Steel,52,2.4047525036603474,9008.491999999998,9010.896752503659,560.5770000000002,0.06222761811854862,0.0635112915637696,0
Telecom (Wireless),3,0,35849.5,35849.5,1197.9299999999998,0.03341552880793316,0.04275200953857638,0
Telecom. Equipment,18,0.3573845421418582,264.382,264.73938454214186,25.691000000000003,0.09717378641511147,0.1531528180054739,0.29
Telecom. Services,22,8.803425213394803,77080.087,77088.8904252134,3386.281,0.043931982069506485,0.007641975952162209,0
Tobacco,2,0,1.29,1.29,0.113,0.08759689922480621,1,0
Transportation,45,3.368059578876,3498.5679999999998,3501.9360595788758,171.19699999999995,0.04893344934270249,0.024633500558867955,2.246
Transportation (Railroads),3,505.87170739813155,34673.799999999996,35179.67170739813,1190.5,0.03433428121521149,0,594.3
Trucking,3,0,2783.4,2783.4,98.97999999999999,0.03556082489042178,0.039461380213203674,0
Utility (General),6,0,27888.48,27888.48,1208.546,0.043334954074227064,0.014206539639757283,20.8
Utility (Water),6,0,90.582,90.582,5.801,0.0640414210328763,0.0008647486386051837,0
Total Market,4589,12711.230834869202,3671892.5289999982,3684603.7598348674,75192.3459999999,0.020477817748243782,0.20876948547226898,8452.071999999998
Total Market (without financials),4243,12403.81193653727,1099658.414999998,1112062.2269365352,50879.942999999905,0.046268861590078404,0.03346519601964912,8450.961999999998
