Industry_Name,Number_of_Firms,Std_Deviation_in_Equity,Std_Deviation_in_Firm_Value,E_D_E_,D_D_E_
Shipbuilding & Marine,9,0.1827003215000635,0.14163873163150117,0.7109476265545629,0.28905237344543705
Software (Entertainment),38,0.6320263315792671,0.5970136414786904,0.9303680677419163,0.06963193225808376
Software (Internet),20,0.6416827989780239,0.626416651955387,0.970193241201243,0.029806758798757087
Software (System & Application),229,0.6209535064087184,0.5799982763674304,0.9170025073332324,0.0829974926667676
Steel,52,0.4594603582483998,0.42469034636294295,0.9046676397065609,0.09533236029343901
Telecom (Wireless),3,0.17404490589584257,0.09886376876256404,0.4129893113441684,0.5870106886558316
Telecom. Equipment,18,0.5349596882829207,0.47628926620965667,0.8612872064180754,0.1387127935819246
Telecom. Services,22,0.3546961825132359,0.24663857404738004,0.6019265017890189,0.39807349821098115
Tobacco,2,0.5843497372161772,0.5581890732168531,0.9437908496732026,0.0562091503267974
Transportation,45,0.5448479439977376,0.4422115050472548,0.7591551897482134,0.24084481025178667
Transportation (Railroads),3,0.14684057406844683,0.12601896653785452,0.8199153686472699,0.1800846313527301
Trucking,3,0.2593982908127704,0.22280110619420573,0.8208373027111924,0.17916269728880765
Utility (General),6,0.17565387511569447,0.10161348337676346,0.42962254866470406,0.5703774513352959
Utility (Water),6,0.3718533157717787,0.2837227745401054,0.6945287523774837,0.30547124762251626
Total Market,4589,0.5495083226035326,0.36252500306422636,0.551459560202745,0.448540439797255
Total Market (without financials),4243,0.5612267426736,0.4505521690521115,0.7475256548427018,0.2524743451572982
