Industry_Name,Number_of_firms,PBV,ROE,EV_Invested_Capital,ROIC
Precious Metals,682,1.509420290878167,0.028219114169388573,1.5794025113007057,0.06272011690000642
R.E.I.T.,53,0.721936047545272,-0.02418324117107421,0.8436108848948306,0.04178103975420076
Real Estate (Development),13,1.023496415473604,0.04633374449633055,1.0161990822938447,0.04049551199847496
Real Estate (General/Diversified),3,1.6185449821370577,0.04057971014492754,1.3326753773057576,0.04359625477375562
Real Estate (Operations & Services),34,1.6774825409246965,0.011343195035091937,1.4874064591357226,0.057654980186710905
Recreation,17,3.2480072912350297,0.5846363807671152,2.007808225890643,0.26744408217454746
Restaurant/Dining,22,4.939325396707093,0.28984246186540474,3.0333205812867425,0.15493525080125692
Retail (Automotive),10,1.6872365502100697,0.16533529757898258,1.5231390340526254,0.12130111878783076
Retail (Building Supply),10,2.2522866600074427,0.19859200171315383,2.3736800346268794,0.1647616250335165
Retail (Distributors),33,2.727209623447927,0.16254791159916918,2.4523270136232327,0.15578131189379305
Retail (General),10,5.321016290497446,0.2370748687080569,2.99764462721969,0.1366396320165536
Retail (Grocery and Food),12,3.5050703103373415,0.21054999749263187,2.609159499351179,0.1476103970569378
Retail (REITs),18,0.8416059197129946,0.023928618162784607,0.9176081885840949,0.05223957548128236
Retail (Special Lines),41,3.2094010517285416,0.1550503957766076,3.0017372124311343,0.19445411684812006
Semiconductor,10,0.6963928931312371,-0.018635044099976246,0.712265432102416,0.13671768121965508
Semiconductor Equip,2,7.4480519480519485,-0.8583973655323821,7.3382978723404255,-0.6353077816492451
Shipbuilding & Marine,9,1.7371430527973704,0.07479535799399029,1.6194284696262418,0.057540473556034366
Software (Entertainment),38,5.2826269883431785,0.26936272245220816,7.6944382671289455,0.18747640581555167
Software (Internet),20,10.504286080603698,-0.1319778975644296,6.714651959026026,0.001815056737176424
Software (System & Application),229,9.886098033020913,-0.19727392099577623,6.351313523277467,0.08202959033452858
Steel,52,2.4345211890410345,0.21454435659389914,2.37133498674432,0.3018692021487191
Telecom (Wireless),3,3.032595077492816,0.06028252395110672,1.9578012801294686,0.09120843379627326
Telecom. Equipment,18,1.9330592546250782,-0.07166909225808293,1.2723939945684788,0.06137449974833127
Telecom. Services,22,2.051548600628791,0.10543930313553188,1.7680674248258084,0.10950726883980884
Tobacco,2,1.1962224554039873,-0.223494698939788,1.4903793141470945,-0.7499221329346539
Transportation,45,2.61630987429092,0.07708115539587791,2.3758886371019394,0.12032124500638289
Transportation (Railroads),3,3.2756902789338382,0.1481207314953686,2.7820827957769105,0.10293346027281967
Trucking,3,3.7257720513045256,0.21953996811660215,3.5211372228139393,0.18034948763839942
Utility (General),6,0.872989090909091,0.043545347337793305,1.018066073491231,0.060228072892478064
Utility (Water),6,2.0822590918741843,0.09887882130876383,1.5130531892790362,0.06467353951532594
Total Market,4589,1.8252952905890119,0.09887882130876383,1.4890952248729619,0.06467353951532594
Total Market (without financials),4243,2.2081036260636746,0.08979799721406703,1.981200009540979,0.1207040362391124
