Industry_Name,Number_of_Firms,Beta,Cost_of_Equity,E_D_E_,Std_Dev_in_Stock,Cost_of_Debt,Tax_Rate,After_tax_Cost_of_Debt,D_D_E_,Cost_of_Capital,Cost_of_Capital_Local_Currency_
Electronics (General),45,0.8724992812029604,0.07893496693533618,0.8546493539244575,0.625035109242851,0.053524,0.018739871459420337,0.0385158704,0.1453506460755425,0.07306002514013533,0.07306002514013543
Engineering/Construction,44,0.8444261017343344,0.07764360067977938,0.7996519872514907,0.34721141564668145,0.050855,0.14961215553848778,0.036595258,0.20034801274850933,0.06941964679726575,0.06941964679726587
Entertainment,35,0.9717594561821101,0.08350093498437706,0.49253309851685645,0.6326428804170271,0.053524,0.02773047864455219,0.0385158704,0.5074669014831436,0.060672503646724135,0.06067250364672416
Environmental & Waste Services,35,0.8488786974896554,0.07784842008452414,0.781852693053713,0.49374739388254957,0.050855,0.10619555082713,0.036595258,0.21814730694628703,0.06884915387276652,0.06884915387276647
Farming/Agriculture,30,0.6808224751089781,0.070117833855013,0.596497790931889,0.4888739521859135,0.050855,0.07883150631485163,0.036595258,0.40350220906811096,0.05659140044386193,0.056591400443861906
Financial Svcs. (Non-bank & Insurance),85,1.0942634724129003,0.08913611973099342,0.2702453865622133,0.39253951045421004,0.050855,0.08818592954734313,0.036595258,0.7297546134377867,0.050794183488804115,0.05079418348880416
Food Processing,70,0.6703807977892956,0.0696375166983076,0.6217283471240725,0.44726382580719326,0.050855,0.05304816147699359,0.036595258,0.37827165287592746,0.0571385668857448,0.0571385668857447
Food Wholesalers,5,0.46476867924558557,0.06017935924529694,0.6654947467950795,0.21101763079444058,0.045043,0.17749736123299345,0.032412942800000004,0.3345052532049205,0.05089134708166962,0.05089134708166965
Furn/Home Furnishings,5,0.8599273455830797,0.07835665789682167,0.8198178803781065,0.3453975048502055,0.050855,0.18434650566784047,0.036595258,0.18018211962189346,0.07083200034503483,0.0708320003450349
Green & Renewable Energy,24,0.8364686753377879,0.07727755906553824,0.5637185073438221,0.4114712993548191,0.050855,0.04084346542566287,0.036595258,0.4362814926561779,0.0595286240319772,0.05952862403197723
Healthcare Products,54,0.9175766199335182,0.08100852451694185,0.8565598001266714,0.538131340416862,0.053524,0.020969363388493027,0.0385158704,0.14344019987332857,0.0749133697172595,0.07491336971725948
Healthcare Support Services,35,0.808461119000931,0.07598921147404283,0.7568057052362085,0.5214993778948086,0.053524,0.08344693291897498,0.0385158704,0.2431942947637915,0.06687590871909796,0.06687590871909799
Heathcare Information and Technology,55,0.8294851542967823,0.076956317097652,0.9778149745057488,0.6068322211288956,0.053524,0.02110827683435527,0.0385158704,0.022185025494251165,0.07610351480765418,0.0761035148076541
Homebuilding,4,0.5311372522646399,0.06323231360417345,0.695760402210944,0.3151637447628105,0.050855,0.2076923624099854,0.036595258,0.30423959778905596,0.055128266520875,0.05512826652087499
Hospitals/Healthcare Facilities,15,0.7992320313923995,0.07556467344405038,0.560590242124329,0.21333765703806248,0.045043,0.16916764742775173,0.032412942800000004,0.43940975787567105,0.056603381929832025,0.05660338192983194
Hotel/Gaming,31,1.0444267949249149,0.08684363256654609,0.8614969501560619,0.4097646529361175,0.050855,0.10071888355767118,0.036595258,0.13850304984393813,0.07988407943937888,0.07988407943937892
Household Products,8,0.8035222747088666,0.07576202463660786,0.9144827151942573,0.7006998405785497,0.060879,0.03811300639658848,0.043808528400000005,0.08551728480574272,0.07302944839840264,0.07302944839840264
Information Services,4,0.9149307949656571,0.08088681656842023,0.7017054695351062,0.45929856254347545,0.050855,0.07001780799740974,0.036595258,0.29829453046489385,0.06767488690169497,0.06767488690169499
Insurance (General),4,0.5799901211893488,0.06547954557471004,0.855102738839641,0.22514627991593608,0.045043,0.22404613371581228,0.032412942800000004,0.14489726116035895,0.060688285396777036,0.06068828539677695
Insurance (Life),11,0.7290135855584058,0.07233462493568667,0.7358044166950082,0.17124234613047803,0.045043,0.21953333801098004,0.032412942800000004,0.2641955833049918,0.06178749283733246,0.061787492837332536
Insurance (Prop/Cas.),8,0.5867578289561705,0.06579086013198385,0.712356755173315,0.16780989831341742,0.045043,0.2943003733087344,0.032412942800000004,0.287643244826685,0.056189927685055166,0.05618992768505526
Investments & Asset Management,195,0.7932188061970651,0.075288065085065,0.3612825045906808,0.46142094113158083,0.050855,0.06431559261834097,0.036595258,0.6387174954093192,0.05057429225333632,0.05057429225333632
Machinery,30,0.8177048071768621,0.07641442113013566,0.8552742192495537,0.517206097709194,0.053524,0.0834663745849932,0.0385158704,0.1447257807504463,0.07092952378640639,0.07092952378640649
Metals & Mining,1275,1.0518847333298558,0.08718669773317336,0.837323395588753,0.6648701719035058,0.060879,0.011805182678529503,0.043808528400000005,0.16267660441124698,0.08013008444047665,0.08013008444047665
Office Equipment & Services,1,0.6077912804329105,0.06675839889991389,0.18698347107438018,0.3039048723343728,0.050855,0,0.036595258,0.8130165289256198,0.042235266783971506,0.0422352667839716
Oil/Gas (Integrated),4,1.9682344350630172,0.12933878401289878,0.8212965591855702,0.3984047833385884,0.050855,0.16535381804521007,0.036595258,0.1787034408144298,0.11276519680113119,0.11276519680113117
Oil/Gas (Production and Exploration),228,1.1577064197002473,0.09205449530621138,0.8313780264262987,0.5509005573544684,0.053524,0.055311144236134126,0.0385158704,0.16862197357370134,0.0830267067121039,0.08302670671210399
Oil/Gas Distribution,7,1.2508087232348526,0.09633720126880321,0.5447754035042156,0.2417831222767132,0.045043,0.21889221751269616,0.032412942800000004,0.4552245964957844,0.06723730650105005,0.06723730650105009
Oilfield Svcs/Equip.,33,1.3048057951446264,0.09882106657665282,0.6443678990064843,0.4471488741246149,0.050855,0.08285234647280017,0.036595258,0.3556321009935157,0.07669157153651744,0.07669157153651751
Packaging & Container,6,0.6765192191992112,0.06991988408316371,0.7627284467577192,0.2118130741186659,0.045043,0.18854184351283462,0.032412942800000004,0.23727155324228077,0.061020553867540434,0.06102055386754035
Paper/Forest Products,18,1.0867885107498083,0.08879227149449118,0.7613511595875051,0.3185616289494674,0.050855,0.13157416969486102,0.036595258,0.2386488404124949,0.0763355147510355,0.0763355147510354
Power,19,0.7237962235692924,0.07209462628418745,0.5512448731832069,0.28449088164933634,0.050855,0.18109162028295223,0.036595258,0.4487551268167931,0.05616410276790087,0.05616410276790096
Precious Metals,682,1.0675836372859355,0.08790884731515303,0.9057204654534796,0.6376646043359396,0.053524,0.030121002995958417,0.0385158704,0.09427953454652038,0.08325210044172537,0.08325210044172549
Publishing & Newspapers,6,0.515534602254261,0.062514591703696,0.43855152859888036,0.38081201069434034,0.050855,0.04562043795620438,0.036595258,0.5614484714011196,0.047962221416020356,0.047962221416020245
R.E.I.T.,53,0.8413396976264145,0.07750162609081507,0.48557295534508893,0.2000181713771083,0.045043,0.006161946455576737,0.032412942800000004,0.5144270446549111,0.0543067879981398,0.054306787998139816
Real Estate (Development),13,0.5694531085571933,0.0649948429936309,0.6034961345361257,0.22463707744559702,0.045043,0.16255600936614323,0.032412942800000004,0.3965038654638743,0.052075993622698095,0.05207599362269799
Real Estate (General/Diversified),3,0.549722075661478,0.06408721548042799,0.5913168323880491,0.2591502986765015,0.050855,0.19894231568448176,0.036595258,0.4086831676119509,0.052851715213473614,0.05285171521347354
Real Estate (Operations & Services),34,0.7838457397869112,0.07485690403019792,0.5627639946221379,0.31489205139160303,0.050855,0.1537692228094246,0.036595258,0.4372360053778621,0.05812753476077244,0.05812753476077237
Recreation,17,0.9510150929418125,0.08254669427532338,0.7720011313109088,0.39982917509237204,0.050855,0.07471254166696871,0.036595258,0.22799886868909125,0.07206981878991078,0.0720698187899107
Restaurant/Dining,22,0.8819631171538661,0.07937030338907784,0.6395229704208587,0.3164679130647543,0.050855,0.12066255922786748,0.036595258,0.3604770295791413,0.06395088208711013,0.0639508820871102
Retail (Automotive),10,0.7885001679756474,0.07507100772687977,0.47884041191883486,0.27413994856847224,0.050855,0.26940806736679423,0.036595258,0.5211595880811651,0.05501900184810511,0.055019001848105153
Retail (Building Supply),10,1.0339876770484948,0.08636343314423076,0.7627800229175614,0.37056605776479035,0.050855,0.23983407610140578,0.036595258,0.23721997708243858,0.07455742777708155,0.07455742777708152
Retail (Distributors),33,0.8728966046284056,0.07895324381290666,0.7853959625725419,0.29567491031473836,0.050855,0.15139736730712527,0.036595258,0.21460403742745815,0.0698630490401619,0.06986304904016194
Retail (General),10,1.1028131281509244,0.08952940389494252,0.7708391057353935,0.2817508921962523,0.050855,0.21156207514396103,0.036595258,0.2291608942646065,0.07739896768452434,0.07739896768452437
Retail (Grocery and Food),12,0.4909134136115663,0.06138201702613205,0.7204972437077224,0.29775115963834753,0.050855,0.21929782175965515,0.036595258,0.2795027562922776,0.05445404955877565,0.05445404955877575
Retail (REITs),18,0.994458799753531,0.08454510478866242,0.47592542402067717,0.1611489520380035,0.045043,0.006384050875965516,0.032412942800000004,0.5240745759793228,0.0572239640995688,0.05722396409956887
Retail (Special Lines),41,0.927939765605568,0.08148522921785613,0.7889078574374223,0.4268411017421388,0.050855,0.1551392276896382,0.036595258,0.2110921425625777,0.07200930901390644,0.07200930901390645
Semiconductor,10,1.1677338931834913,0.09251575908644061,0.450871590899656,0.6049606172193432,0.053524,0.015588181982961755,0.0385158704,0.549128409100344,0.06286288612045982,0.06286288612045987
Semiconductor Equip,2,0.35005238095707963,0.05490240952402566,0.9583623450772872,0.4971100481784693,0.050855,0,0.036595258,0.041637654922712763,0.05414014266625047,0.054140142666250446
Shipbuilding & Marine,9,0.41306414928443724,0.05780095086708412,0.7109476265545629,0.1827003215000635,0.045043,0.2277090470285087,0.032412942800000004,0.2890523734454371,0.05046248687824155,0.05046248687824151
Software (Entertainment),38,1.1215480745617745,0.09039121142984163,0.9303680677419163,0.6320263315792671,0.053524,0.031704919757279716,0.0385158704,0.06963193225808373,0.08677903119738671,0.08677903119738661
Software (Internet),20,1.3587049735705707,0.10130042878424625,0.970193241201243,0.6416827989780239,0.053524,0.015235294117647059,0.0385158704,0.02980675879875705,0.09942902459620054,0.09942902459620062
Software (System & Application),229,1.1979248676535565,0.0939045439120636,0.9170025073332324,0.6209535064087184,0.053524,0.039370661056787395,0.0385158704,0.08299749266676759,0.08930742288842411,0.08930742288842408
Steel,52,0.7209210242927261,0.0719623671174654,0.9046676397065609,0.4594603582483998,0.050855,0.09840848603435179,0.036595258,0.09533236029343906,0.06859073712854181,0.06859073712854191
Telecom (Wireless),3,0.2938678286183141,0.05231792011644245,0.4129893113441684,0.17404490589584257,0.045043,0.11059381588193956,0.032412942800000004,0.5870106886558316,0.040633485674238856,0.040633485674238745
Telecom. Equipment,18,0.8887924847827082,0.07968445430000458,0.8612872064180754,0.5349596882829207,0.053524,0.0897676368518736,0.0385158704,0.13871279358192456,0.0739738450194231,0.07397384501942317
Telecom. Services,22,0.8179614713606506,0.07642622768258993,0.6019265017890189,0.3546961825132359,0.050855,0.14040295041182874,0.036595258,0.39807349821098115,0.06057057424390583,0.06057057424390577
Tobacco,2,1.106410670648875,0.08969489084984825,0.9437908496732026,0.5843497372161772,0.053524,0,0.0385158704,0.05620915032679741,0.0868181615958045,0.08681816159580458
Transportation,45,0.8675041961085335,0.07870519302099255,0.7591551897482134,0.5448479439977376,0.053524,0.06793359478199361,0.0385158704,0.2408448102517866,0.06902580324019177,0.06902580324019181
Transportation (Railroads),3,0.8113256284034346,0.076120978906558,0.8199153686472699,0.14684057406844683,0.045043,0.19086207186122592,0.032412942800000004,0.18008463135273012,0.06824983333715669,0.06824983333715662
Trucking,3,0.9088406694512692,0.08060667079475839,0.8208373027111924,0.2593982908127704,0.050855,0.25856170021428454,0.036595258,0.17916269728880763,0.07272146736695834,0.07272146736695828
Utility (General),6,0.48286864588095174,0.061011957710523784,0.42962254866470406,0.17565387511569447,0.045043,0.17260937228510867,0.032412942800000004,0.5703774513352959,0.0446997244751591,0.04469972447515902
Utility (Water),6,0.5676577184571823,0.06491225504903039,0.6945287523774837,0.3718533157717787,0.050855,0.047008547008547015,0.036595258,0.3054712476225163,0.056262226631539965,0.05626222663154001
Total Market,4589,1.0003788717918645,0.08481742810242576,0.551459560202745,0.5495083226035326,0.053524,0.049679385313593255,0.0385158704,0.448540439797255,0.06404930704728173,0.06404930704728162
Total Market (without financials),4243,1.0101111949779493,0.08526511496898567,0.7475256548427018,0.5612267426736,0.053524,0.04598433512346189,0.0385158704,0.25247434515729816,0.07346213005983264,0.0734621300598326
