Industry_Name,Number_of_Firms,ROC,Reinvestment_Rate,Expected_Growth_in_EBIT
Restaurant/Dining,22,0.15493525080125692,0.20938711029446683,0.03244144444802366
Retail (Automotive),10,0.12130111878783076,1.1266168819226514,0.13665988822247505
Retail (Building Supply),10,0.1647616250335165,-0.33222408924153973,-0.05473778081871609
Retail (Distributors),33,0.15578131189379305,0.27091342967107146,0.04220324948380635
Retail (General),10,0.1366396320165536,-0.03324687645499574,-0.004542840964510438
Retail (Grocery and Food),12,0.1476103970569378,0.2459611084441184,0.036306416878000854
Retail (REITs),18,0.05223957548128236,0.5469533017932862,0.028572608293766982
Retail (Special Lines),41,0.19445411684812006,-0.05988463011959284,-0.011644812862681755
Semiconductor,10,0.13671768121965508,3.5667905624662284,0.48764333509653207
Shipbuilding & Marine,9,0.057540473556034366,0.7640483677353125,0.04396370489920497
Software (Entertainment),38,0.18747640581555167,1.551667001153547,0.29090095239886243
Software (System & Application),229,0.08202959033452858,22.03392448507048,1.80743379897227
Steel,52,0.3018692021487191,0.4231547124056567,0.12773737541936628
Telecom (Wireless),3,0.09120843379627326,6.017894568386808,0.5488827383336606
Telecom. Equipment,18,0.06137449974833127,-0.5121436178248818,-0.03143255834330268
Telecom. Services,22,0.10950726883980884,0.3717753481279397,0.04071210299545982
Transportation,45,0.12032124500638289,1.1404484575457428,0.13722017827751276
Transportation (Railroads),3,0.10293346027281967,0.34611942338325713,0.03562726991647175
Trucking,3,0.18034948763839942,0.7533235285489691,0.13586151239975774
Utility (General),6,0.060228072892478064,0.9620168757880816,0.0579404225187586
Utility (Water),6,0.06467353951532594,1.864191199097343,0.12056384317894485
Total Market,4589,0.06467353951532594,0.7637327776994859,0.04939330197769734
Total Market (without financials),4243,0.1207040362391124,0.7860876763393221,0.09488395537198119
