Industry_Name,Number_of_firms,EV_EBITDAR_D,EV_EBITDA,EV_EBIT,EV_EBIT_1_t_,EV_EBITDAR_D,EV_EBITDA,EV_EBIT,EV_EBIT_1_t_
Advertising,11,9.04537104977062,9.046625826403153,21.46772354833892,35.23832127631417,4.07579138065816,4.076006229170719,25.453870827474848,41.781406208473456
Aerospace/Defense,21,9.862481970437406,12.973642680485218,19.21999516980522,20.865650602790854,12.716922023452877,18.177892290712467,19.782596238876085,21.476422730061284
Air Transport,12,6.071948356719326,6.165482197973524,9.60271071002632,11.65739836924043,8.395270761603006,8.57495999248704,9.61196672659885,11.668634891484675
Apparel,8,21.517365199266607,21.521971447937823,27.050921852952168,38.26839725123295,25.272846773683433,25.27919019546127,27.098923614602608,38.33630438185066
Auto Parts,14,5.343496223516534,6.0614120595502925,11.426003351666125,15.130188909064596,6.271937320673161,7.28443055172702,11.428092663174379,15.132955552556362
Beverage (Alcoholic),14,15.879666170658968,15.879666170658968,20.839221812282194,28.257187500327216,18.816185009271756,18.816185009271756,23.055456974751582,31.2623175908283
Broadcasting,12,6.603349103901022,6.660935330560463,9.59948968045731,12.316599544884992,6.748035144803376,6.806734664485859,9.834423420875284,12.618030651811532
Building Materials,8,7.591606406230022,7.746031529413688,9.64033197109084,13.11183862884315,8.254616177764985,8.433522161125895,9.850947650139226,13.39829751891747
Business & Consumer Services,68,18.966896684377467,19.255327295993737,26.37561595686263,34.84148585445021,22.508333116077708,22.867591763216822,29.843744433095214,39.42279115718509
Cable TV,2,5.1276041240597,5.1276041240597,8.88265119464569,10.988454710213675,5.154869734703101,5.154869734703101,8.88265119464569,10.988454710213675
Chemical (Basic),19,8.08028120891609,8.266974265900243,15.125779058490643,20.28681661486211,8.316820887938828,8.492129189104556,17.031163498292695,22.84233356123573
Chemical (Diversified),1,10.5768122367546,11.05980528511822,18.659366445052797,21.420617981764646,10.5768122367546,11.05980528511822,18.659366445052797,21.420617981764646
Chemical (Specialty),50,6.337717422674696,6.5682917679671124,9.343407906513681,14.207889248720436,3.8554542836825054,3.9374751343978054,9.578557226652217,14.565464935329505
Coal & Related Energy,85,3.3449336828616225,3.3630708473254605,4.335301627889388,6.445355236758409,4.709282657368499,4.733654840025061,6.393256123858885,9.504945762658014
Computer Services,19,13.812161093852646,14.101748525691775,16.50647440046328,22.505364764472972,14.12438504543071,14.42635010852243,16.56032093098515,22.578780551593567
Construction Supplies,9,18.468193376678258,18.4682207599261,34.0514411594399,46.56095639196349,19.119603091690788,19.119632405894507,34.091906836337714,46.61628798890202
Diversified,6,15.8473324910207,15.850610637375341,18.535772761363514,18.99312327382068,16.734498863527257,16.73814264388472,18.595362692384885,19.054183523120155
Drugs (Biotechnology),92,16.26738988420891,26.222698775257697,52.47640594561531,70.79537929900367,22.221168553323135,42.53504977321209,56.98289258088384,76.87503404861374
Education,17,17.94644748561744,22.373244766423046,27.19439772794977,40.42318023092495,20.583850437063695,26.102592930402736,29.189842465396495,43.389314030599316
Electronics (General),45,7.917090753538872,10.125432568573622,18.468660100856045,27.120898862052286,12.49927526909446,17.958831085151925,20.918380730611037,30.718270034462815
Engineering/Construction,44,16.1286556833085,16.27839074436346,24.21726067932474,34.86068818532259,21.20541608563039,21.450128742651124,25.6719672526669,36.95473477985403
Entertainment,35,10.03010163222428,11.039159232859953,25.57000161772503,31.493762438498255,18.35531940163009,21.808327189641034,27.01420085284391,33.27253696908593
Environmental & Waste Services,35,16.708142623038867,16.761753020675247,42.394557399866144,60.52250932842464,19.967454594591647,20.043133567292305,42.9165320843299,61.26768087041505
Farming/Agriculture,30,11.150552246340318,11.803602708813603,29.67612729988842,38.20969386449554,16.59869989154391,17.8909055237965,33.83901959956175,43.56965336170331
Financial Svcs. (Non-bank & Insurance),85,11.723245494737482,12.002448707836557,13.281360271663724,16.91594245218274,78.76661546285453,81.2664255683057,67.48256388931703,85.94986838154907
Food Processing,70,8.927404685834933,9.120614177644793,14.529978249930823,18.531525178540715,10.684445855505516,10.951975968260149,15.080506492504398,19.233668555031908
Food Wholesalers,5,9.262057387057387,9.52295017653982,11.521877730145599,16.464492404444442,9.341337396712902,9.606503840367777,11.533529055165124,16.481141873982185
Green & Renewable Energy,24,14.549903487682323,14.75054879656565,32.660823949364584,40.55989535313343,14.135724432826711,14.32261423264593,33.07825737126797,41.07828570163018
Healthcare Products,54,16.430546006768658,24.910111386174666,56.02505394243256,76.33566366164774,20.491545803183854,33.974446338846555,59.933824189328966,81.66146970557111
Healthcare Support Services,35,14.538575422943289,14.76405183926656,22.406466600396918,30.13840060627801,15.770868618362943,16.032000073953114,22.78931201133179,30.653356782582307
Hospitals/Healthcare Facilities,15,24.68381290357866,24.826594806025557,53.70799473649141,86.27406451189374,25.098553799342763,25.243136447480246,54.835087083061346,88.08457407003162
Hotel/Gaming,31,12.096461735568447,15.072968047852193,20.668133334942272,26.509629996463143,12.73059802317143,16.04845216071344,20.776653452319984,26.648821480872247
Information Services,4,9.043333097619552,11.3225594260212,16.252383552359074,20.131840533773456,8.656616091216318,10.722810046705753,16.252383552359074,20.131840533773456
Insurance (General),4,16.64847601320408,16.64847601320408,20.15017210082652,29.1596218548696,16.64005928910123,16.64005928910123,20.15017210082652,29.1596218548696
Insurance (Life),11,4.558793910278082,4.558793910278082,4.803490378501474,5.688120009176857,7.3892620041819175,7.3892620041819175,4.803490378501474,5.688120009176857
Insurance (Prop/Cas.),8,9.67733530715115,9.67733530715115,10.584168283541251,13.689284541838346,12.975992836973115,12.975992836973115,10.584168283541251,13.689284541838346
