Industry_Name,Number_of_firms,PBV,ROE,EV_Invested_Capital,ROIC
Telecom. Equipment,299,2.785595471953111,0.05647525168468969,2.0342869514426796,0.04732566164451487
Telecom. Services,140,1.3734131517246604,0.06708947700348619,1.3686014761871297,0.08188974499683177
Tobacco,31,3.9585871904542826,0.19477912346823617,4.007040861621066,0.22248642676188818
Transportation,296,1.4368758630157978,0.0779467214734034,1.2590230721453541,0.0566158336842924
Transportation (Railroads),15,1.2080719804384006,0.05738814128825536,1.1816454670186467,0.050538050659707734
Trucking,55,1.5994334724089452,0.08905616071659082,1.2620297766599395,0.1078838608488584
Utility (General),14,2.3759274352790927,0.14397942923601964,1.8194801627914041,0.06646783279997945
Utility (Water),71,1.0140423554865834,0.0029683614438498216,1.0178150607462328,0.05301076962242373
Total Market,25637,1.4432253612469865,0.0029683614438498216,1.258786433488388,0.05301076962242373
Total Market (without financials),23133,1.687654595212503,0.0019001638586821459,1.4650619071349813,0.08256538928769594
