Industry_Name,Number_of_Firms,Dividends_in_millions,Buybacks_in_millions,Equity_Issuance_in_millions,Net_Equity_Change_in_millions,Net_Equity_Change_as_of_Book_Equity,Debt_Repaid_in_millions,Debt_Raised_in_millions,Net_Debt_Change_in_millions,Net_Change_in_Debt_as_of_Total_Debt,Change_in_Lease_Debt_in_millions
Office Equipment & Services,71,217.47107999999997,30.261999999999997,96.18299999999999,65.92099999999999,0.013014544994362488,2239.9650000000006,2303.9,63.93499999999949,0.028186791555292582,42.874000000000024
Oil/Gas (Integrated),16,110506.3,692.2,265.3,-426.90000000000003,-0.0005497858166334874,254363.821,218919.46499999997,-35444.35600000003,-0.12137892886109423,2761.260000000002
Oil/Gas (Production and Exploration),103,12675.0157,484.908,1083.779,598.871,0.004081636853667167,14820.125999999997,12855.546999999995,-1964.5790000000015,-0.02738282424026663,6404.607999999998
Oil/Gas Distribution,111,4391.51696,184.254,319.45399999999995,135.19999999999996,0.002158560062899674,33213.48500000001,31237.402000000013,-1976.082999999995,-0.03417471841500154,726.55
Oilfield Svcs/Equip.,225,6631.0417,546.704,1225.6919999999998,678.9879999999998,0.002597453322240723,85336.56899999994,78604.11699999997,-6732.451999999976,-0.032381499017396544,3843.9570000000276
Packaging & Container,320,1290.5222639999997,200.6940000000001,1122.2670000000003,921.5730000000002,0.02389492954756312,11073.604,11439.746000000003,366.14200000000346,0.019180338620653575,354.20899999999995
Paper/Forest Products,188,2599.6331000000005,483.88700000000006,400.76299999999986,-83.1240000000002,-0.001159769994856631,33213.853,37366.096999999994,4152.2439999999915,0.057720036296985605,389.54100000000085
Power,321,37604.10947999999,4795.502,22614.094999999998,17818.592999999997,0.029358874288714604,407115.8829999996,458133.069,51017.186000000394,0.05747651737886463,2711.2549999999947
Precious Metals,62,4485.0067,149.914,978.1580000000001,828.2440000000001,0.013292644359845604,23187.555999999997,29680.418999999998,6492.863000000001,0.14401416651977716,1457.4849999999994
Publishing & Newspapers,170,1370.8689,125.908,205.805,79.897,0.002320565618881782,4815.154000000001,4188.7570000000005,-626.3970000000008,-0.13234126208618088,368.50900000000024
R.E.I.T.,213,7071.902399999999,214.53299999999996,5450.6709999999985,5236.137999999998,0.04188499424436472,25119.529000000002,31360.058,6240.528999999999,0.07822442449879566,63.35999999999993
Real Estate (General/Diversified),218,7985.927499999999,1912.5520000000001,1127.6339999999998,-784.9180000000003,-0.0021540177789192436,82755.925,84940.21599999999,2184.290999999983,0.009037488079521412,875.7299999999998
Real Estate (Operations & Services),374,7825.239700000001,413.992,1764.821,1350.829,0.0044217164254132255,46831.798,46201.66000000001,-630.1379999999917,-0.0036671099522632396,1418.3359999999966
Recreation,143,993.7282000000002,27.503000000000004,501.15999999999997,473.657,0.022841815495544822,9448.605,8791.401000000002,-657.2039999999979,-0.05905148544760811,438.2410000000009
Reinsurance,29,923.4526000000001,416.193,3044.5820000000003,2628.389,0.05617536173032122,3891.2709999999997,4468.2,576.9290000000001,0.027462020872752374,168.86400000000003
Restaurant/Dining,158,958.18119,380.38699999999994,291.203,-89.18399999999997,-0.002171892913873038,10105.727,5680.964999999998,-4424.762000000002,-0.17934864203279552,1060.2769999999891
Retail (Automotive),107,2719.3794999999996,225.388,235.51900000000003,10.131000000000029,0.0002604314143677686,67920.483,71437.992,3517.5090000000055,0.0654700819893653,143.49100000000112
Retail (Building Supply),46,575.7463999999999,42.63900000000001,195.553,152.914,0.022866164584226807,3728.127,2904.8460000000005,-823.2809999999995,-0.12152662096680024,121.16700000000014
Retail (Distributors),673,8733.513439999999,1939.267,4718.113000000001,2778.8460000000014,0.024583679214377083,172374.27700000015,164537.5880000001,-7836.689000000042,-0.04368297220280931,981.479999999995
Retail (General),146,5333.277440000001,5092.6269999999995,1353.0120000000004,-3739.614999999999,-0.025535705138054695,82380.89,79118.32999999996,-3262.5600000000413,-0.022950886028249563,5533.0859999999975
Retail (Grocery and Food),86,1789.8798000000002,102.69399999999999,385.4459999999999,282.75199999999995,0.008491498320962612,25654.001999999997,19640.646999999997,-6013.355,-0.12266604800771436,8.203999999999724
Retail (REITs),40,2829.559,82.61500000000001,2848.8599999999997,2766.245,0.04329157407117593,12146.759000000002,13500.67,1353.9109999999982,0.0360734529359699,-2.3900000000000006
