Industry_Name,Number_of_Firms,ROE,Retention_Ratio,Fundamental_Growth_
Healthcare Products,343,0.05948574514946571,0.2625645309094188,0.015618846770966697
Healthcare Support Services,217,0.048043979143756986,0.046222648024208834,0.0022207199376443093
Heathcare Information and Technology,129,0.07937480087918469,0.7305990226580841,0.05799115194601237
Homebuilding,43,0.0240967809742264,-0.31767850675155285,-0.007655029397411472
Hospitals/Healthcare Facilities,147,0.11780155376679993,0.48112307590526193,0.05667704589470188
Hotel/Gaming,412,0.01025770407697831,-0.6100956397228059,-0.006258180530931317
Household Products,309,0.1134288757105452,0.42668479376926793,0.048398376440033905
Information Services,39,0.15194465784504485,0.7076915201431451,0.10752994588798985
Insurance (General),135,0.11602909225299309,0.3639253389551026,0.042225926726823376
Insurance (Life),82,0.0843074556836884,0.4488505109062074,0.03784144455682598
Insurance (Prop/Cas.),144,0.13823997870244925,0.7617231339600787,0.10530058981580419
Investments & Asset Management,481,0.04680034228265566,-0.10002174257147578,-0.004681051788052737
Machinery,911,0.08429484703339764,0.4805055091313968,0.040504138390935945
Metals & Mining,331,0.09060363937026933,0.18796545431249756,0.017030354236598363
Office Equipment & Services,71,0.13003449631296352,0.6698219990040205,0.08709996625983016
Oil/Gas (Integrated),16,0.22290917316797948,0.3615506135174815,0.0805929483175575
Oil/Gas (Production and Exploration),103,0.19652438300778027,0.5604248388963364,0.11013714568633717
Oil/Gas Distribution,111,0.16290173824275692,0.5695960069170158,0.09278817962291527
Oilfield Svcs/Equip.,225,0.0976542229302756,0.7402375430660999,0.07228732205193641
Packaging & Container,320,0.04326646515446256,0.22662505475855577,0.009805265034839222
Paper/Forest Products,188,0.08032075528981464,0.5484251885069799,0.04404992536083959
Power,321,0.07082693213613617,0.1252118953062864,0.008868374411495334
Precious Metals,62,0.11921775611636594,0.3962248425710796,0.047237036648884456
Publishing & Newspapers,170,0.07689954867224968,0.4822316326673213,0.037083394907599106
R.E.I.T.,213,0.05335791652123093,-0.06019260631380963,-0.003211752062887572
Real Estate (Development),773,-0.0362728645289427,0.9914343154204683,-0.03596216261259169
Real Estate (General/Diversified),218,0.026758099646973673,0.18097889806715062,0.004842651388480308
Real Estate (Operations & Services),374,0.027709105200830503,0.07558781953853388,0.0020944708434946268
Recreation,143,0.06061804655668523,0.20944455051710442,0.012696119514289847
Reinsurance,29,0.1435536130287033,0.8625145569346988,0.12381708093782721
Restaurant/Dining,158,0.09159534135983617,0.7452432400527389,0.06826080896874095
Retail (Automotive),107,0.08228678987035676,0.15046602260213549,0.012381365984490272
Retail (Building Supply),46,0.06688047339543268,-0.28729466319957586,-0.019214403078769027
Retail (Distributors),673,0.08000039774864001,0.034217687119965645,0.002737428579635768
Retail (General),146,0.059647032636092646,0.3894428867442844,0.023229112575530463
Retail (Grocery and Food),86,0.062401244798299595,0.13859129524143188,0.008648269341274004
Retail (REITs),40,0.02968593696203323,-0.49169738390360584,-0.014596497542959096
Retail (Special Lines),251,0.030721346985297958,-1.2023520654262865,-0.03693787500045062
Rubber& Tires,72,0.08308151584908645,0.6773826807997221,0.056277979930758774
Semiconductor,513,0.11441162773973863,0.35733332926510897,0.0408830878468811
Semiconductor Equip,277,0.17130289082253225,0.6658039727833919,0.11405414525892162
Shipbuilding & Marine,240,0.10697454998352568,-0.06067900884452837,-0.006491109664589797
Shoe,58,0.07076805430630037,0.04823122503387911,0.003413229952456951
Software (Entertainment),66,0.18936998553332493,0.9257846475194159,0.1753158253077261
Software (Internet),42,0.028703036265567937,-0.6342160727741317,-0.018203926937041977
Software (System & Application),521,-0.004663152738867254,0.9961536244609543,-0.004645216502237641
Steel,536,4.367397839745259e-05,0.2408007728595083,1.0516727751956053e-05
Telecom (Wireless),63,0.11387759153825903,0.2617419959656079,0.029806548104980138
Telecom. Equipment,299,0.05647525168468969,0.2912114553730406,0.016446240235657248
Telecom. Services,140,0.06708947700348619,0.14600377033514633,0.009795316592322079
Tobacco,31,0.19477912346823617,0.22990955471206875,0.04478158154378924
Transportation,296,0.0779467214734034,0.31154844468734255,0.024284179843516315
Transportation (Railroads),15,0.05738814128825536,0.2940682725718553,0.01687603157474682
Trucking,55,0.08905616071659082,0.6375974887124027,0.056781984427266445
Utility (General),14,0.14397942923601964,0.6075078239404681,0.0874686297473649
Utility (Water),71,0.0029683614438498216,0.4314106078750516,0.0012805826148841173
Total Market,25637,0.0029683614438498216,0.4314106078750516,0.0012805826148841173
Total Market (without financials),23133,0.0019001638586821459,0.30517772232170115,0.000579887678430632
