Industry_name,Number_of_firms,Total_Taxable_Income,Total_Taxes_Paid_Accrual_,Total_Cash_Taxes_Paid,Cash_Taxes_Accrual_Taxes,Average_across_all_companies,Average_across_only_money_making_companies,Aggregate_tax_rate,Average_across_only_money_making_companies,Aggregate_tax_rate
Packaging & Container,320,3001.5380000000005,565.4689999999999,1197.4640000000002,2.1176474749278924,0.14664411611405287,0.18839308381236547,0.2256874330017702,0.3989501382291345,0.5237239885044053
Paper/Forest Products,188,9548.696,1934.1459999999986,1817.2899999999997,0.939582637505132,0.11391151252617925,0.20255603487638507,0.225787706177861,0.1903181334917354,0.2303255487609587
Power,321,83703.88400000002,16593.694000000007,24406.948000000008,1.4708568206693458,0.15859792177938567,0.19824281989112957,0.17669209187614682,0.2915868037855926,0.3748659026381465
Precious Metals,62,11926.202000000001,3005.6320000000005,5400.787999999999,1.7968893064753095,0.14320697446679903,0.2520192094683622,0.23441724257361338,0.45285062252006114,0.48497571389458316
Publishing & Newspapers,170,3361.4920000000006,213.271,512.3559999999999,2.402370692686769,0.10630169495276241,0.06344533915297135,0.07433242044785969,0.15241922336867075,0.17515504296008716
R.E.I.T.,213,8224.762,436.6819999999999,351.881,0.805806055665221,0.033768681392286,0.053093572798823825,0.037812424604403753,0.0427831224781945,0.05062426294847656
Real Estate (Development),773,77387.59599999998,22803.705999999995,58002.330999999984,2.543548447783005,0.1470767305767661,0.2946687476892292,4.120064666598255,0.7495042357951008,7.7888807989243904
Real Estate (General/Diversified),218,19356.366,5209.101,7363.139000000003,1.4135143472933245,0.1332102065120937,0.2691156490841307,0.31950167968166815,0.38039883106157435,0.4496130000003057
Real Estate (Operations & Services),374,18458.84700000001,3875.8059999999996,3994.9029999999984,1.0307283181872362,0.13301103126027555,0.20997010268301144,0.30003789411335346,0.21642213080806166,0.3105298607556512
Recreation,143,2419.792999999999,445.123,541.6239999999999,1.2167962563156698,0.11524634447753014,0.1839508586065007,0.2360211146237596,0.22383071609844316,0.30257664777136145
Reinsurance,29,8603.88,604.235,903.514,1.4953023244267545,0.11045255064892912,0.07022819937051657,0.0656585940679459,0.10501238975903895,0.1097623169390941
Restaurant/Dining,158,5438.158000000002,980.5620000000002,820.175,0.8364335962437864,0.12495402987363129,0.18031142162474864,0.19895993205846277,0.15081853083341815,0.1711003136934698
Retail (Automotive),107,5414.826000000001,1090.55,1675.7780000000002,1.5366356425656782,0.16211115083065308,0.20140074676453126,0.24696813095950176,0.3094795659177229,0.3685166778086627
Retail (Distributors),673,17595.874999999993,3750.154000000001,9304.856999999998,2.48119330566158,0.1363327298162338,0.21312688343148622,0.24723519042989314,0.5288089964267194,0.6207787480518224
Retail (General),146,24757.352000000003,3977.8890000000006,5692.649999999996,1.4310731144081685,0.15362153963593564,0.16067505927128234,0.18331638933462285,0.22993775747907108,0.3128310948937196
Retail (Grocery and Food),86,5294.336999999999,1253.3590000000002,1786.1779999999999,1.425112836784991,0.16281794991091011,0.23673578013639865,0.29304421110350626,0.337375199198691,0.4310811867500876
Retail (REITs),40,2594.359999999999,171.892,245.71199999999996,1.4294557047448395,0.05644933600885269,0.06625603231625528,0.10354453767836376,0.09471006336822956,0.11761450938907586
Retail (Special Lines),251,11819.407000000001,2520.0370000000016,4190.297,1.6627918558338615,0.14877791642278834,0.21321179649706634,0.4631671921952072,0.35452683878302854,0.8627309160049955
Rubber& Tires,72,4045.5049999999997,849.4970000000001,836.3380000000001,0.9845096568910779,0.1737009796783372,0.20998540355283213,0.21665807209689553,0.20673265760393328,0.21456612815914586
Semiconductor,513,62469.41099999995,8432.862000000001,11926.099999999997,1.4142410963205605,0.07643110811039339,0.13499186025621415,0.1252650328053899,0.19091103644310023,0.24789190756315907
Semiconductor Equip,277,16635.02200000001,2556.914999999999,3264.4060000000018,1.2766971135137473,0.11221952997572358,0.15370673991293773,0.15679108011403256,0.1962369511744559,0.20325940463733685
Shipbuilding & Marine,240,40550.60700000001,6816.554999999999,10207.244999999997,1.4974198843844138,0.13500319338052152,0.16809994977387138,0.17893951243690082,0.2517162073554163,0.2692202332704226
Shoe,58,2468.8830000000003,550.0179999999999,631.12,1.1474533560719833,0.14164375255576367,0.2227800993404709,0.2782631337321246,0.25562977265427317,0.3088919494864363
Software (Entertainment),66,34056.609000000004,5775.0239999999985,4701.897,0.8141779151047686,0.10759826348255594,0.1695713158053991,0.16738959763884584,0.13806122036401214,0.1414327250369682
Software (Internet),42,754.9349999999998,107.336,298.412,2.780166952373854,0.09555523667451672,0.14217912800439775,0.2617704322876258,0.3952817129951586,0.8736865219364378
Steel,536,40162.454999999994,7513.746000000003,14935.894,1.9878092764913793,0.1363875864544873,0.18708383240018578,0.20946560895701513,0.3718869775266478,0.4341735622295388
Telecom (Wireless),63,50650.135,12357.445000000003,14122.023000000007,1.1427947281982644,0.19046385160172005,0.24397654616320377,0.27090768100302054,0.2788151107593298,0.30531112064867516
Telecom. Equipment,299,6329.998999999999,699.224,1750.6659999999988,2.503726988776127,0.07871709685875462,0.110461944780718,0.14229776539859493,0.2765665523801819,0.42582815784090416
Telecom. Services,140,37314.64899999999,6754.8730000000005,5355.796,0.7928788594545004,0.14132667574749358,0.18102469622587103,0.2299293339988508,0.14353065467666604,0.1832646640669422
Tobacco,31,6836.687000000001,1751.8710000000005,3248.481999999999,1.854292924536109,0.22089551575229194,0.25624560551038833,0.2564696606406282,0.47515441324138413,0.47554463227394433
Transportation,296,19341.24699999999,4002.299,6236.1330000000025,1.5581377103509764,0.15192108516968927,0.20693076304749133,0.2321888353047857,0.3224266253359986,0.36774047228404044
Transportation (Railroads),15,6812.5,1506.8400000000001,2471.84,1.6404130498261262,0.24221198488969312,0.22118752293577984,0.22420747557441217,0.36283889908256883,0.3692730586512893
Utility (General),14,10177.66,917.11,723.2599999999999,0.7886294991876655,0.14484214827745148,0.09011010389421538,0.08896634676802796,0.07106348610584357,0.0710741007887077
Utility (Water),71,7108.089999999997,1501.111,1488.8660000000004,0.9918427085005708,0.16148337600125892,0.21118345434568225,0.22772224680667863,0.20946076934872815,0.22258557384107566
Total Market,25637,2783020.513000019,597041.4680000005,783397.4819999991,1.312132446384777,0.13020907935475973,0.21453002779214383,0.22906818314067326,0.2814918101898999,0.3178983321320277
Total Market (without financials),23133,1985130.7350000185,470749.12600000034,584166.8759999993,1.2409303464113046,0.12847384024909062,0.2371375938622984,0.2639339257873343,0.29427123649868525,0.347182992638233
