Industry_Name,Number_of_firms,EV_EBITDAR_D,EV_EBITDA,EV_EBIT,EV_EBIT_1_t_,EV_EBITDAR_D,EV_EBITDA,EV_EBIT,EV_EBIT_1_t_
Office Equipment & Services,71,13.287078384257454,15.369861844895635,24.105816756364,29.638968987229674,16.151458032343,19.03156302918311,26.238824854491547,32.26157918579189
Oil/Gas (Integrated),16,6.598501997073431,6.69791677800178,8.385032451936459,14.96091652011423,5.65727825254815,5.7301924019402914,8.385626962075385,14.961977269325379
Oil/Gas (Production and Exploration),103,3.901851412228909,3.951705347497655,5.616719219228394,7.917322372310247,3.6138863221326694,3.6559192732891908,5.708316957859215,8.046438462506126
Oil/Gas Distribution,111,7.774484981786416,7.89797980716149,11.078516286216447,12.441578678157144,8.963662485772812,9.126156344679796,11.21706303547882,12.597171741074364
Oilfield Svcs/Equip.,225,8.108693637500428,8.368553157730785,12.252598739010852,15.96606652330934,10.22267218584716,10.581802722008455,14.133096783910357,18.416498266105684
Packaging & Container,320,11.340103379907678,12.656257174488132,24.694516835074282,30.97872535028936,10.83065938786326,11.968839609103668,25.79174815630077,32.35517778193736
Paper/Forest Products,188,9.467234404570045,10.144990342988915,19.195901258928746,24.713047943719943,7.813405535402227,8.250220064596945,19.990142693550567,25.735564489723124
Power,321,9.09864635949791,9.236825031123702,17.08635731622822,22.401289075372325,11.907518486154139,12.1264972530424,18.524462961922346,24.286736025467512
Precious Metals,62,7.937544140190893,8.170743157078325,12.37301273324754,16.98164199672058,7.276191856856851,7.4653514295546675,12.775577393894233,17.53415164776651
Publishing & Newspapers,170,13.435827545143004,14.582595570234599,20.447783958224747,22.12852144580051,15.678717018267648,17.0276065258466,23.68701429057624,25.634005366394057
R.E.I.T.,213,15.77316071028966,15.77316071028966,11.363107134497879,12.196262185506242,26.580382001487948,26.580382001487948,18.357467585463365,19.703456553227063
Real Estate (Development),773,12.995729964625584,13.185260350066548,25.309207961727804,49.130422677014685,21.88078241199531,22.281539131442234,34.05612518545175,66.1100034277147
Real Estate (General/Diversified),218,15.127188386623791,15.98391878799501,21.04113902048084,28.890204417970633,18.58062345568923,19.733769433726614,23.70598403870915,32.54912788422827
Real Estate (Operations & Services),374,12.89348210562565,12.962688762711256,14.638622421023612,17.71147044463415,15.340222138265135,15.433184654709544,15.436971242296345,18.677403655137145
Recreation,143,11.68900764224443,13.803033921180663,19.763216718637768,24.915551120510855,15.121487295606395,18.206589141547543,23.108375283848982,29.132803323141133
Reinsurance,29,11.456118600845613,11.456118600845613,6.059149538365164,6.515336993877911,48.02792309982067,48.02792309982067,6.124381758891273,6.585480484626158
Restaurant/Dining,158,13.646193784070427,18.125908290143848,33.2900947066474,42.717763599259825,22.883041109890783,36.52777297309989,36.93396942938815,47.39357423792033
Retail (Automotive),107,11.901059756044523,11.93310231799089,17.349000775448232,22.048080035330738,12.555334925708006,12.590082569261448,17.807141993258153,22.6303115060937
Retail (Building Supply),46,14.22197601940413,14.246971748025429,19.16351221593219,24.45275627283603,13.492732234438108,13.514367427081828,19.924767445552753,25.42412250161415
Retail (Distributors),673,10.840220918912493,11.212114100825831,15.448208925951425,19.526956308534665,11.27347602607985,11.634958529761597,17.15165816581028,21.680162485378357
Retail (General),146,12.464194655203688,13.529926313146682,24.252234559240538,35.23142155530368,18.19528851747254,20.137164847351386,28.918494271123294,42.01013559892291
Retail (Grocery and Food),86,14.685895969996523,14.775556510231304,24.268354289121607,32.119604165850056,16.28742187256336,16.39058285093876,25.949480848678263,34.344605457753126
Retail (REITs),40,19.126212008746112,19.126212008746112,17.475836860313027,18.375879166291647,21.780398041320545,21.780398041320545,19.767776742514396,20.785858766603766
Retail (Special Lines),251,16.0601909100244,16.632729323254402,26.93004340923851,36.575365114304375,22.313544873582448,23.340118831535722,29.282547101542338,39.77044653958139
Rubber& Tires,72,8.225799162180355,9.356766369063614,15.565026853702644,19.953940051004707,10.37101776160717,12.18896558415923,15.903869885843838,20.388327579763622
Semiconductor,513,9.800282771221381,12.936688934230954,26.166491140621794,31.506065467675818,8.641797091391192,10.708245471988224,28.987707271675355,34.90298329077085
Semiconductor Equip,277,11.27182386043531,14.079338200107621,18.591347369561696,22.054284923439507,10.559527803211374,12.886911533740058,19.230109840105534,22.812027180831695
Shipbuilding & Marine,240,6.3748130817335245,6.428190824213419,9.157760502567358,10.841309137447524,2.9642699332184494,2.975386373036605,9.464303643565216,11.204206698984569
Shoe,58,9.857055651076797,11.807229426328616,21.295761094586172,28.754359622384943,9.741734409983188,11.45523427909807,23.239536001499317,31.378919620503876
Software (Entertainment),66,13.599492225081114,19.655799399489876,24.404886319647744,29.60089786558095,16.57840332963765,26.45597614060515,24.552037051151736,29.779378261557568
Software (Internet),42,18.656992213002535,31.468325856211425,74.00892508956696,92.4031359042599,23.88235014848173,47.06875407680509,78.29599287091938,97.75571339882109
Steel,536,7.230776775139491,7.982216087408216,13.446951659683442,16.666217455460203,6.667123599484566,7.258627449175447,14.323355077835798,17.752436125333787
Telecom (Wireless),63,5.695746059382912,5.907495593281553,12.105870463816101,16.23433922662365,5.586268103302129,5.78886561301751,12.160336721832246,16.30738012952128
Telecom. Equipment,299,9.388037200333708,21.449749688263573,38.08916099379339,44.54740383945319,11.506012213796792,26.96955688054854,45.782861852064904,53.54561724744128
Telecom. Services,140,6.244699034357817,6.444680296788356,15.780733332953124,19.69595212026634,6.297481364261169,6.497457499146568,16.044853819083652,20.025601214452948
Tobacco,31,13.787464628483608,14.290695675853444,15.996077130735442,21.57629661804563,13.926843488197413,14.440063208197126,16.008903573559056,21.593597555810238
Transportation,296,9.620532720918046,10.14727324383497,19.2972278616724,26.035951885699163,11.26976539696429,11.915364724462652,21.657200937270158,29.220043709056203
Transportation (Railroads),15,12.25583378674421,12.293732145777089,18.657568257291686,24.115503712711043,14.332337837653766,14.383627173677704,18.8628457483635,24.38083143547811
Trucking,55,8.320212066640059,8.361588091440145,12.196544710799632,12.844650799282299,10.486660785983723,10.551961821899404,12.29172317336338,12.94488690255845
Utility (General),14,15.35214451305488,15.381179838838882,25.375239661171992,28.09576811458215,15.817768201781444,15.848497726475404,25.453975519785185,28.18294539666645
Utility (Water),71,9.878485211905366,9.993108638200068,14.852756607729459,19.013973137925756,10.518415616230955,10.647168322344832,15.000908739584537,19.20363225170622
Total Market,25637,9.739494302982582,10.923834637131677,16.634640027707302,22.27311070965505,13.442817180444312,15.035766649283971,23.495910105019256,31.46007404557736
Total Market (without financials),23133,9.476301771805737,10.686354191138575,16.576751928371625,22.39047234025615,9.788853293200749,10.975355355502227,17.935648689278715,24.225954977013128
