Industry_Name,Number_of_firms,Acc_Rec_Sales,Inventory_Sales,Acc_Pay_Sales,Non_cash_WC_Sales
Retail (Distributors),673,0.07944689578932826,0.1713515944673291,0.10595564308253241,0.16834369046028044
Retail (General),146,0.05523089942712375,0.1314362308868035,0.1288422673280256,-0.032628092475154476
Retail (Grocery and Food),86,0.02271875644892356,0.08824992627249398,0.10514421119929168,-0.03979736377199396
Retail (REITs),40,0.04661373608333582,0.0003074351550607408,0.12134691562802478,0.08302085243254699
Retail (Special Lines),251,0.06115170472742596,0.2586587838446949,0.13291556726553333,0.14956552545455024
Rubber& Tires,72,0.20056689675161796,0.1980301836026506,0.14149097166315722,0.22419072719460925
Semiconductor,513,0.18109485313804297,0.20484745756043507,0.17682204348827654,0.127475288517618
Semiconductor Equip,277,0.26831291610327673,0.31334443977627935,0.20477354119485275,0.37009572726546686
Shipbuilding & Marine,240,0.10166069128181725,0.03901017385805845,0.17135053482785106,-0.05246463207296739
Shoe,58,0.1198980701757594,0.14257314291239037,0.06923879427469348,0.18142705295021233
Software (Entertainment),66,0.07544751026008083,0.003879075957139047,0.16111985157743114,-0.11177703436791277
Software (Internet),42,0.17872492547472793,0.07731565676262268,0.13153711562910933,0.12284872295844541
Software (System & Application),521,0.35005883984379893,0.11313630968072536,0.14269471547554502,0.3240100877531173
Steel,536,0.1031215498703231,0.1626776928684255,0.15847266524695575,0.09559301618576803
Telecom (Wireless),63,0.13089057470617163,0.014497466824562375,0.26987122784405215,-0.19586091155267907
Telecom. Equipment,299,0.30415399290522155,0.25760443128238814,0.23928571716566965,0.3076779969276275
Telecom. Services,140,0.1631497463150422,0.016033680450832442,0.17516477859162755,-0.035651377758172245
Tobacco,31,0.08620359452900785,0.3017913492511904,0.05662641618383332,0.2517161262764843
Transportation,296,0.1043378665129803,0.03468247191808791,0.12066454765640253,0.03381436344800873
Transportation (Railroads),15,0.12052039675502417,0.041695075809729434,0.12614871153750837,-0.004261068550940933
Trucking,55,0.18569570809416142,0.0594136733061044,0.08709696655371613,0.13156467967254537
Utility (General),14,0.19022033270006022,0.06036814790788193,0.231618321671841,-0.08111556461702422
Utility (Water),71,0.43359657348914593,0.04310043879330501,0.3373318250093375,0.07527629468208329
Total Market,25637,0.1969389799212378,0.21473520350816594,1.947734446736554,-1.5570467217899597
Total Market (without financials),23133,0.1749164964744176,0.24165021949958504,0.18730964058923832,0.1691985697909204
