Industry_Name,Number_of_Firms,CEO_Holding,Corporate_Holdings,Institutional_Holdings,Insider_Holdings
Telecom. Equipment,299,0.13433352941176466,0.25484721052631565,0.08667793577981647,0.23256949152542394
Telecom. Services,140,0.07554983606557378,0.43004189999999987,0.11470411764705885,0.1297066666666666
Tobacco,31,0.12964,0.5710318181818181,0.11596125000000003,0.19425130434782606
Transportation,296,0.1321113103448276,0.43701108597285065,0.08183810426540285,0.25370350210970466
Transportation (Railroads),15,0.013600000000000001,0.3704769230769231,0.11181200000000001,0.10263083333333332
Trucking,55,0.20289730769230768,0.3685,0.08155125,0.298473023255814
Utility (General),14,0.019592857142857144,0.5710636363636364,0.07737571428571428,0.10203333333333335
Utility (Water),71,0.059276666666666665,0.4486844262295081,0.1250685964912281,0.11325833333333334
Total Market,25637,0.1400437135390315,0.3598079996734148,0.0993207693580409,0.2744387216664243
Total Market (without financials),23133,0.14632021110381757,0.3567753521414339,0.09568757552638163,0.2813548297431528
